
                             A:A1 PI: HOST-1 N  A:A2 PI: HOST-1 N  ALLAE Whole Model  ALLCD Whole Model  ALLDMD Whole Mode  ALLFD Whole Model  ALLIE Whole Model  ALLKE Whole Model  ALLPD Whole Model  ALLSE Whole Model  ALLVD Whole Model  ALLWK Whole Model                     ETOTAL Whole Mode  LE:LE11 PI: HOST-  LE:LE22 PI: HOST-  RF:RF1 PI: HOST-1  RF:RF2 PI: HOST-1  S:S11 PI: HOST-1   S:S22 PI: HOST-1   U:U1 PI: HOST-1 N  U:U2 PI: HOST-1 N
                  X                 : 1                : 1                 -1                 -1                l-1                 -1                 -1                 -1                 -1                 -1                 -1                 -1          DT Whole Model-1         l-1          1 E: 1 Centroid    1 E: 1 Centroid          N: 1               N: 1          E: 1 Centroid      E: 1 Centroid           : 1                : 1       

                0.              -500.518              0.                 0.                 0.                 0.                 0.                 0.                 1.95E+03           0.                 0.                 0.                 0.               113.379E-06          1.95E+03           0.                 0.                 0.               488.005E+03          0.                 0.                 0.                 0.         
              340.136E-06          1.96004E+03        0.               683.263E-06          0.                 0.                 0.                11.7021E+03         2.96388E+03        0.                11.7021E+03       202.791             12.8737E+03       113.379E-06          1.99503E+03     -120.826E-06        340.046E-06          0.                15.814E+06         -7.25338E+06       63.6572E+06      -120.83E-06         340.136E-06  
              566.893E-06         64.1168             0.               398.613E-06          0.                 0.                 0.                32.1268E+03         1.96803E+03        0.                32.1268E+03       283.586             32.4313E+03       113.379E-06          1.94706E+03     -174.18E-06         566.68E-06           0.                28.4201E+06        -1.61329E+06      112.363E+06       -174.158E-06        566.893E-06  
              793.651E-06         -1.70404E+03        0.               911.234E-06          0.                 0.                 0.                63.0475E+03         2.75297E+03        0.                63.0475E+03       448.599             64.2656E+03       113.379E-06          1.98347E+03     -221.985E-06        793.381E-06          0.                40.692E+06          6.19002E+06      162.388E+06       -221.951E-06        793.651E-06  
                1.02041E-03        2.35201E+03        0.              -455.612E-06          0.                 0.                 0.               104.277E+03          2.24314E+03        0.               104.277E+03        448.28             104.952E+03        113.379E-06          2.0164E+03      -330.592E-06          1.01991E-03        0.                49.6214E+06        -9.45446E+06      198.325E+06       -330.544E-06          1.02041E-03
                1.36054E-03       -1.53914E+03        0.              -512.669E-06          0.                 0.                 0.               185.004E+03          2.58605E+03        0.               185.004E+03        653.525            186.267E+03        113.379E-06          1.9769E+03      -393.885E-06          1.35961E-03        0.                68.8846E+06         5.41518E+06      275.177E+06       -393.789E-06          1.36054E-03
                1.5873E-03         1.88556E+03        0.               455.772E-06          0.                 0.                 0.               251.817E+03          2.29946E+03        0.               251.817E+03        657.447            252.782E+03        113.379E-06          1.99185E+03     -495.676E-06          1.58601E-03        0.                78.1548E+06        -7.64047E+06      312.637E+06       -495.542E-06          1.5873E-03 
                1.81406E-03       -1.37707E+03        0.                 0.                 0.                 0.                 0.               328.7E+03            2.12808E+03        0.               328.7E+03          789.344            329.646E+03        113.379E-06          1.97114E+03     -532.888E-06          1.81239E-03        0.                91.4465E+06         4.21165E+06      365.025E+06       -532.758E-06          1.81406E-03
                2.04082E-03      398.288              0.                 1.53841E-03        0.                 0.                 0.               415.896E+03          2.64029E+03        0.               415.896E+03        837.18             417.424E+03        113.379E-06          1.94944E+03     -616.264E-06          2.03878E-03        0.               101.608E+06         -1.7289E+06       406.758E+06       -616.085E-06          2.04082E-03
                2.26757E-03      574.467              0.                -1.79483E-03        0.                 0.                 0.               513.389E+03          2.10454E+03        0.               513.389E+03        878.237            514.42E+03         113.379E-06          1.95166E+03     -687.716E-06          2.26503E-03        0.               112.859E+06         -3.0853E+06       451.207E+06       -687.473E-06          2.26757E-03
                2.60771E-03      158.736              0.              -227.958E-06          0.                 0.                 0.               678.768E+03          2.56373E+03        0.               678.768E+03          1.00511E+03      680.389E+03        113.379E-06          1.94796E+03     -783.93E-06           2.60431E-03        0.               129.965E+06       -914.112E+03        520.381E+06       -783.648E-06          2.60771E-03
                2.83447E-03      577.987              0.               342.006E-06          0.                 0.                 0.               801.841E+03          2.14837E+03        0.               801.841E+03          1.04361E+03      803.081E+03        113.379E-06          1.95194E+03     -857.229E-06          2.83043E-03        0.               141.042E+06         -3.00576E+06      564.372E+06       -856.894E-06          2.83447E-03
                3.06122E-03     -950.109              0.                47.6721E-09         0.                 0.                 0.               935.115E+03          2.35565E+03        0.               935.115E+03          1.14804E+03      936.66E+03         113.379E-06          1.95915E+03     -909.623E-06          3.0565E-03         0.               153.198E+06          2.96627E+06      613.175E+06       -909.175E-06          3.06123E-03
                3.28798E-03      863.057              0.              -342.026E-06          0.                 0.                 0.                 1.07862E+06        2.36549E+03        0.                 1.07862E+06        1.17428E+03        1.08021E+06      113.379E-06          1.95728E+03     -994.901E-06          3.28264E-03        0.               163.369E+06         -3.74905E+06      654.393E+06       -994.381E-06          3.28798E-03
                3.51474E-03     -446.015              0.              -228.006E-06          0.                 0.                 0.                 1.2323E+06         2.1762E+03         0.                 1.2323E+06         1.25287E+03        1.23378E+06      113.379E-06          1.95054E+03       -1.05085E-03        3.5086E-03         0.               175.443E+06        839.6E+03          702.352E+06         -1.05031E-03        3.51474E-03
                3.85488E-03      644.595              0.              -228.069E-06          0.                 0.                 0.                 1.48202E+06        2.36511E+03        0.                 1.48202E+06        1.32907E+03        1.48376E+06      113.379E-06          1.95315E+03       -1.16234E-03        3.84746E-03        0.               191.634E+06         -2.9324E+06       767.889E+06         -1.16171E-03        3.85488E-03
                4.08163E-03     -274.132              0.              -798.303E-06          0.                 0.                 0.                 1.66121E+06        2.19495E+03        0.                 1.66121E+06        1.39939E+03        1.66286E+06      113.379E-06          1.94904E+03       -1.22193E-03        4.0733E-03         0.               203.454E+06        228.864E+03        814.965E+06         -1.22118E-03        4.08163E-03
                4.30839E-03     -139.096              0.                 0.                 0.                 0.                 0.                 1.85063E+06        2.41091E+03        0.                 1.85063E+06        1.46358E+03        1.85255E+06      113.379E-06          1.94849E+03       -1.29028E-03        4.2991E-03         0.               214.581E+06         25.656E+03        860.028E+06         -1.28943E-03        4.30839E-03
                4.53515E-03      428.596              0.              -114.059E-06          0.                 0.                 0.                 2.05025E+06        2.24352E+03        0.                 2.05025E+06        1.50445E+03        2.05205E+06      113.379E-06          1.95076E+03       -1.3641E-03         4.52492E-03        0.               225.498E+06         -2.29526E+06      903.828E+06         -1.36315E-03        4.53515E-03
                4.7619E-03      -489.855              0.                57.0586E-06         0.                 0.                 0.                 2.26003E+06        2.29082E+03        0.                 2.26003E+06        1.58368E+03        2.26196E+06      113.379E-06          1.9515E+03        -1.42291E-03        4.75063E-03        0.               237.268E+06          1.16173E+06      951.043E+06         -1.42186E-03        4.76191E-03
                5.10204E-03      364.629              0.               827.189E-06          0.                 0.                 0.                 2.59382E+06        2.26131E+03        0.                 2.59382E+06        1.65206E+03        2.59578E+06      113.379E-06          1.95029E+03       -1.53278E-03        5.08907E-03        0.               253.594E+06         -2.01495E+06        1.01688E+09       -1.53169E-03        5.10204E-03
                5.3288E-03      -378.523              0.                 3.19503E-03        0.                 0.                 0.                 2.82905E+06        2.28435E+03        0.                 2.82905E+06        1.72592E+03        2.83111E+06      113.379E-06          1.95039E+03       -1.59337E-03        5.31463E-03        0.               265.248E+06        745.056E+03          1.06366E+09       -1.59209E-03        5.3288E-03 
                5.55556E-03      238.476              0.              -456.443E-06          0.                 0.                 0.                 3.07447E+06        2.34684E+03        0.                 3.07447E+06        1.77338E+03        3.07664E+06      113.379E-06          1.94966E+03       -1.66681E-03        5.54017E-03        0.               276.081E+06         -1.46158E+06        1.10748E+09       -1.66538E-03        5.55556E-03
                5.78231E-03      -30.2242             0.              -456.495E-06          0.                 0.                 0.                 3.33004E+06        2.24085E+03        0.                 3.33004E+06        1.83189E+03        3.33216E+06      113.379E-06          1.94907E+03       -1.73228E-03        5.76565E-03        0.               287.462E+06       -589.424E+03          1.15313E+09       -1.73082E-03        5.78232E-03
                6.00907E-03     -149.141              0.               -85.603E-06          0.                 0.                 0.                 3.59577E+06        2.34101E+03        0.                 3.59577E+06        1.89559E+03        3.59806E+06      113.379E-06          1.94955E+03       -1.79852E-03        5.99112E-03        0.               298.722E+06        -18.496E+03          1.1986E+09        -1.7969E-03         6.00907E-03
                6.34921E-03        3.83913            0.                -1.14147E-03        0.                 0.                 0.                 4.01342E+06        2.25181E+03        0.                 4.01342E+06        1.97498E+03        4.0157E+06       113.379E-06          1.94893E+03       -1.90182E-03        6.32913E-03        0.               315.43E+06        -706.72E+03           1.26583E+09       -1.89999E-03        6.34921E-03
                6.57596E-03     -138.225              0.              -342.474E-06          0.                 0.                 0.                 4.30454E+06        2.32836E+03        0.                 4.30454E+06        2.03797E+03        4.30695E+06      113.379E-06          1.94954E+03       -1.96787E-03        6.55441E-03        0.               326.69E+06         -70.22E+03           1.31131E+09       -1.96596E-03        6.57597E-03
                6.80272E-03      206.798              0.              -228.335E-06          0.                 0.                 0.                 4.6058E+06         2.28948E+03        0.                 4.6058E+06         2.08656E+03        4.60823E+06      113.379E-06          1.94965E+03       -2.03898E-03        6.77964E-03        0.               337.665E+06         -1.40883E+06        1.35558E+09       -2.03689E-03        6.80272E-03
