
                             A:A1 PI: HOST-1 N  A:A2 PI: HOST-1 N  ALLAE Whole Model  ALLCD Whole Model  ALLDMD Whole Mode  ALLFD Whole Model  ALLIE Whole Model  ALLKE Whole Model  ALLPD Whole Model  ALLSE Whole Model  ALLVD Whole Model  ALLWK Whole Model                     ETOTAL Whole Mode  LE:LE11 PI: HOST-  LE:LE22 PI: HOST-  RF:RF1 PI: HOST-1  RF:RF2 PI: HOST-1  S:S11 PI: HOST-1   S:S22 PI: HOST-1   U:U1 PI: HOST-1 N  U:U2 PI: HOST-1 N
                  X                 : 1                : 1                 -1                 -1                l-1                 -1                 -1                 -1                 -1                 -1                 -1                 -1          DT Whole Model-1         l-1          1 E: 1 Centroid    1 E: 1 Centroid          N: 1               N: 1          E: 1 Centroid      E: 1 Centroid           : 1                : 1       

                0.              -100.104E+03          0.                 0.                 0.                 0.                 0.                 0.                78.E+06             0.                 0.                 0.                 0.                10.E-06            78.E+06             0.                 0.                 0.                97.601E+06          0.                 0.                 0.                 0.         
               10.E-06          -158.601E+03          0.                 0.                 0.                 0.                 0.               535.692E+03         78.0065E+06         0.               535.692E+03        774.711E+03          1.31545E+06       10.E-06            78.0015E+06        -5.0068E-06         1.99798E-03        0.               231.262E+06        229.101E+06        536.843E+06         -5.00518E-06        2.E-03     
               20.E-06          -214.681E+03          0.               228.628E-06          0.                 0.                 0.                 2.12727E+06       78.0389E+06         0.                 2.12727E+06        1.52818E+06        3.69086E+06       10.E-06            78.0035E+06       -25.8688E-06         3.99197E-03        0.               362.59E+06         452.551E+06          1.06905E+09      -25.8705E-06         4.E-03     
               30.E-06          -268.385E+03          0.                 1.8336E-03         0.                 0.                 0.                 4.74378E+06       78.1212E+06         0.                 4.74378E+06        2.24979E+06        7.10871E+06       10.E-06            78.0061E+06       -68.19E-06           5.98211E-03        0.               491.873E+06        668.167E+06          1.5954E+09       -68.2039E-06         6.E-03     
               40.E-06          -319.132E+03          0.                -2.40644E-03        0.                 0.                 0.                 8.34547E+06       78.2826E+06         0.                 8.34547E+06        2.93214E+06       11.5512E+06        10.E-06            78.009E+06       -137.398E-06          7.96819E-03        0.               618.751E+06        873.679E+06          2.11445E+09     -137.376E-06          8.E-03     
               50.E-06          -366.434E+03          0.                -1.03269E-03        0.                 0.                 0.                12.8854E+06        78.556E+06          0.                12.8854E+06         3.56887E+06       16.9981E+06        10.E-06            78.0123E+06      -238.507E-06          9.95032E-03        0.               742.961E+06          1.06718E+09        2.62516E+09     -238.461E-06         10.E-03     
               60.E-06          -409.792E+03          0.               230.288E-06          0.                 0.                 0.                18.3113E+06        78.9763E+06         0.                18.3113E+06         4.15483E+06       23.4268E+06        10.E-06            78.0156E+06      -376.236E-06         11.9285E-03         0.               864.225E+06          1.24673E+09        3.12641E+09     -376.189E-06         12.E-03     
               70.E-06          -448.725E+03          0.              -230.475E-06          0.                 0.                 0.                24.5677E+06        79.5779E+06         0.                24.5677E+06         4.68618E+06       30.8128E+06        10.E-06            78.019E+06       -555.073E-06         13.9028E-03         0.               982.27E+06           1.41045E+09        3.61707E+09     -554.897E-06         14.E-03     
               80.E-06          -482.854E+03          0.              -461.673E-06          0.                 0.                 0.                31.5979E+06        80.3933E+06         0.                31.5979E+06         5.16049E+06       39.1295E+06        10.E-06            78.0222E+06      -778.8E-06           15.8734E-03         0.                 1.0969E+09         1.55681E+09        4.09634E+09     -778.478E-06         16.E-03     
               90.E-06          -511.799E+03          0.              -346.519E-06          0.                 0.                 0.                39.3464E+06        81.4507E+06         0.                39.3464E+06         5.57675E+06       48.3487E+06        10.E-06            78.0251E+06        -1.05091E-03       17.8399E-03         0.                 1.20791E+09        1.68431E+09        4.56333E+09       -1.05034E-03       18.E-03     
              100.E-06          -535.258E+03          0.              -462.987E-06          0.                 0.                 0.                47.7611E+06        82.7723E+06         0.                47.7611E+06         5.93533E+06       58.441E+06         10.E-06            78.0277E+06        -1.37435E-03       19.8026E-03         0.                 1.31515E+09        1.79171E+09        5.0174E+09        -1.37339E-03       20.E-03     
              110.E-06          -552.976E+03          0.              -694.379E-06          0.                 0.                 0.                56.7951E+06        84.3724E+06         0.                56.7951E+06         6.23791E+06       69.3756E+06        10.E-06            78.0297E+06        -1.75147E-03       21.7614E-03         0.                 1.41851E+09        1.87795E+09        5.45801E+09       -1.74996E-03       22.E-03     
              120.E-06          -564.752E+03          0.               929.091E-06          0.                 0.                 0.                66.4088E+06        86.2562E+06         0.                66.4088E+06         6.48738E+06       81.1212E+06        10.E-06            78.0312E+06        -2.18421E-03       23.7166E-03         0.                 1.5179E+09         1.94217E+09        5.88472E+09       -2.18183E-03       24.E-03     
              130.E-06          -570.475E+03          0.              -230.371E-06          0.                 0.                 0.                76.5714E+06        88.4189E+06         0.                76.5714E+06         6.68764E+06       93.646E+06         10.E-06            78.032E+06         -2.67374E-03       25.6678E-03         0.                 1.61329E+09        1.98382E+09        6.29731E+09       -2.67017E-03       26.E-03     
              140.E-06          -570.073E+03          0.               595.377E-09          0.                 0.                 0.                87.2618E+06        90.8449E+06         0.                87.2618E+06         6.84346E+06      106.918E+06         10.E-06            78.0322E+06        -3.22073E-03       27.6152E-03         0.                 1.70469E+09        2.00249E+09        6.69563E+09       -3.21557E-03       28.E-03     
              150.E-06          -563.552E+03          0.               117.156E-06          0.                 0.                 0.                98.4693E+06        93.5074E+06         0.                98.4693E+06         6.96023E+06      120.905E+06         10.E-06            78.0317E+06        -3.82528E-03       29.5588E-03         0.                 1.79216E+09        1.99808E+09        7.07976E+09       -3.81796E-03       30.E-03     
              160.E-06          -550.981E+03          0.              -232.629E-06          0.                 0.                 0.               110.194E+06         96.3695E+06         0.               110.194E+06          7.04373E+06      135.577E+06         10.E-06            78.0305E+06        -4.48678E-03       31.4986E-03         0.                 1.87578E+09        1.97069E+09        7.44988E+09       -4.47672E-03       32.E-03     
              170.E-06          -532.515E+03          0.              -465.95E-06           0.                 0.                 0.               122.448E+06         99.384E+06          0.               122.448E+06          7.09994E+06      150.903E+06         10.E-06            78.0287E+06        -5.20407E-03       33.4348E-03         0.                 1.9557E+09         1.92074E+09        7.8064E+09        -5.19057E-03       34.E-03     
              180.E-06          -508.332E+03          0.                 0.                 0.                 0.                 0.               135.25E+06         102.495E+06          0.               135.25E+06           7.13474E+06      166.854E+06         10.E-06            78.0265E+06        -5.97548E-03       35.3672E-03         0.                 2.03208E+09        1.84876E+09        8.14972E+09       -5.95767E-03       36.E-03     
              190.E-06          -478.715E+03          0.              -699.439E-06          0.                 0.                 0.               148.632E+06        105.641E+06          0.               148.632E+06          7.15376E+06      183.403E+06         10.E-06            78.0238E+06        -6.79868E-03       37.2958E-03         0.                 2.10513E+09        1.75561E+09        8.4805E+09        -6.77561E-03       38.E-03     
              200.E-06          -443.984E+03          0.              -641.284E-06          0.                 0.                 0.               162.629E+06        108.754E+06          0.               162.629E+06          7.16215E+06      200.524E+06         10.E-06            78.0209E+06        -7.67078E-03       39.2207E-03         0.                 2.1751E+09         1.64236E+09        8.79951E+09       -7.64142E-03       40.E-03     
              210.E-06          -404.538E+03          0.              -116.616E-06          0.                 0.                 0.               177.284E+06        111.763E+06          0.               177.284E+06          7.16445E+06      218.193E+06         10.E-06            78.0178E+06        -8.58837E-03       41.142E-03          0.                 2.24228E+09        1.51033E+09        9.10766E+09       -8.55163E-03       42.E-03     
              220.E-06          -360.792E+03          0.               466.504E-06          0.                 0.                 0.               192.644E+06        114.597E+06          0.               192.644E+06          7.16444E+06      236.39E+06          10.E-06            78.0147E+06        -9.54773E-03       43.0595E-03         0.                 2.30694E+09        1.36093E+09        9.40588E+09       -9.50229E-03       44.E-03     
