1.23266e-04 2.95986e+04  0.00000e+00 0.00000e+00 
2.46531e-04 2.63659e+05  1.30140e+05 3.55184e+05 
3.69797e-04 6.64069e+05  8.39004e+05 1.48040e+06 
4.93003e-04 8.82225e+05  2.47398e+06 3.36042e+06 
6.16079e-04 6.40547e+05  5.19816e+06 5.81555e+06 
7.39034e-04 2.35549e+05  8.03754e+06 8.23517e+06 
8.61936e-04 2.44612e+04  9.55430e+06 9.55818e+06 
9.84830e-04 2.45394e+03  9.63630e+06 9.63799e+06 
1.10773e-03 4.16234e+04  9.96152e+06 9.98007e+06 
1.23064e-03 2.73097e+05  1.20178e+07 1.22530e+07 
1.35354e-03 6.89506e+05  1.61833e+07 1.68573e+07 
1.47637e-03 9.01927e+05  2.23629e+07 2.32678e+07 
1.59907e-03 6.50084e+05  2.97355e+07 3.03664e+07 
1.72167e-03 2.31730e+05  3.59733e+07 3.61680e+07 
1.84421e-03 2.67260e+04  3.89602e+07 3.89695e+07 
1.96673e-03 6.27002e+03  3.94088e+07 3.94143e+07 
2.08926e-03 4.27372e+04  4.03010e+07 4.03236e+07 
2.21180e-03 2.64555e+05  4.40665e+07 4.42942e+07 
2.33433e-03 6.88160e+05  5.15336e+07 5.22065e+07 
2.45679e-03 9.23282e+05  6.23914e+07 6.33176e+07 
2.57912e-03 6.88900e+05  7.46171e+07 7.52899e+07 
2.70136e-03 2.60853e+05  8.44900e+07 8.47151e+07 
2.82353e-03 3.71876e+04  8.94072e+07 8.94256e+07 
2.94567e-03 8.94204e+03  9.05848e+07 9.05933e+07 
3.06782e-03 3.61770e+04  9.19206e+07 9.19401e+07 
3.18999e-03 2.33728e+05  9.69249e+07 9.71230e+07 
3.31215e-03 6.54512e+05  1.07305e+08 1.07941e+08 
3.43424e-03 9.38878e+05  1.22686e+08 1.23628e+08 
3.55621e-03 7.57991e+05  1.39962e+08 1.40708e+08 
3.67808e-03 3.25274e+05  1.54159e+08 1.54450e+08 
3.79988e-03 5.97156e+04  1.61937e+08 1.61974e+08 
3.92165e-03 1.10181e+04  1.64374e+08 1.64384e+08 
4.04342e-03 2.63417e+04  1.65957e+08 1.65972e+08 
4.16520e-03 1.83370e+05  1.71509e+08 1.71658e+08 
4.28698e-03 5.82921e+05  1.84001e+08 1.84560e+08 
4.40870e-03 9.33467e+05  2.03357e+08 2.04291e+08 
4.53032e-03 8.49771e+05  2.25809e+08 2.26653e+08 
4.65183e-03 4.31625e+05  2.45308e+08 2.45709e+08 
4.77325e-03 1.04626e+05  2.57308e+08 2.57385e+08 
4.89463e-03 1.54737e+04  2.61942e+08 2.61954e+08 
5.01602e-03 1.77213e+04  2.63811e+08 2.63823e+08 
5.13742e-03 1.23343e+05  2.69100e+08 2.69195e+08 
5.25881e-03 4.72122e+05  2.82434e+08 2.82878e+08 
5.38016e-03 8.84470e+05  3.04667e+08 3.05547e+08 
5.50142e-03 9.42938e+05  3.32077e+08 3.33020e+08 
5.62257e-03 5.84075e+05  3.57845e+08 3.58406e+08 
5.74362e-03 1.90047e+05  3.75799e+08 3.75957e+08 
5.86462e-03 3.01688e+04  3.84236e+08 3.84255e+08 
5.98561e-03 1.32834e+04  3.87052e+08 3.87064e+08 
6.10661e-03 6.85952e+04  3.91450e+08 3.91498e+08 
6.22762e-03 3.32830e+05  4.03998e+08 4.04298e+08 
6.34859e-03 7.69752e+05  4.27316e+08 4.28072e+08 
6.46949e-03 9.97973e+05  4.58717e+08 4.59717e+08 
6.59028e-03 7.71432e+05  4.91229e+08 4.91987e+08 
6.71098e-03 3.38955e+05  5.16973e+08 5.17280e+08 
6.83160e-03 7.42437e+04  5.31604e+08 5.31658e+08 
6.95219e-03 1.50244e+04  5.37097e+08 5.37110e+08 
7.07278e-03 3.24415e+04  5.40721e+08 5.40743e+08 
7.19339e-03 1.92276e+05  5.50904e+08 5.51066e+08 
7.31398e-03 5.84785e+05  5.72857e+08 5.73418e+08 
7.43451e-03 9.62593e+05  6.06139e+08 6.07101e+08 
7.55495e-03 9.49877e+05  6.44719e+08 6.45666e+08 
7.67529e-03 5.63455e+05  6.79566e+08 6.80105e+08 
7.79554e-03 1.83610e+05  7.03300e+08 7.03455e+08 
7.91574e-03 3.31622e+04  7.14577e+08 7.14601e+08 
8.03592e-03 1.79609e+04  7.19059e+08 7.19075e+08 
8.15611e-03 8.57762e+04  7.26185e+08 7.26250e+08 
8.27631e-03 3.61725e+05  7.44132e+08 7.44463e+08 
8.39647e-03 7.99013e+05  7.75945e+08 7.76731e+08 
8.51655e-03 1.03653e+06  8.18095e+08 8.19133e+08 
8.63654e-03 8.31518e+05  8.61805e+08 8.62626e+08 
8.75643e-03 3.99009e+05  8.97154e+08 8.97524e+08 
8.87624e-03 1.04578e+05  9.18452e+08 9.18535e+08 
8.99602e-03 2.24182e+04  9.27602e+08 9.27622e+08 
9.11579e-03 3.26018e+04  9.33082e+08 9.33107e+08 
9.23557e-03 1.67019e+05  9.45357e+08 9.45498e+08 
9.35534e-03 5.29018e+05  9.71711e+08 9.72214e+08 
9.47506e-03 9.43207e+05  1.01287e+09 1.01381e+09 
9.59470e-03 1.03609e+06  1.06253e+09 1.06356e+09 
9.71424e-03 7.15731e+05  1.10997e+09 1.11067e+09 
9.83368e-03 2.95516e+05  1.14536e+09 1.14562e+09 
9.95306e-03 7.00163e+04  1.16500e+09 1.16506e+09 
1.00000e-02 3.66530e+04  1.16968e+09 1.16970e+09 
