5.61052e-05 3.44209e-05
1.12150e-04 6.56179e-05
1.68205e-04 1.04845e-04
2.24246e-04 1.55698e-04
2.80266e-04 1.75550e-04
3.36289e-04 1.96494e-04
3.92307e-04 2.31838e-04
4.48303e-04 2.45820e-04
5.04298e-04 2.55545e-04
5.60292e-04 2.79000e-04
6.16265e-04 2.89588e-04
6.72240e-04 2.93478e-04
7.28208e-04 3.08723e-04
7.84160e-04 3.17838e-04
8.40108e-04 3.20755e-04
8.96055e-04 3.32477e-04
9.51980e-04 3.41243e-04
1.00790e-03 3.43508e-04
1.06381e-03 3.51787e-04
1.11971e-03 3.59175e-04
1.17560e-03 3.60302e-04
1.23149e-03 3.65069e-04
1.28737e-03 3.70575e-04
1.34324e-03 3.71047e-04
1.39910e-03 3.73794e-04
1.45495e-03 3.79249e-04
1.51079e-03 3.83017e-04
1.56662e-03 3.90059e-04
1.62244e-03 4.01524e-04
1.67824e-03 4.13250e-04
1.73404e-03 4.27802e-04
1.78983e-03 4.45978e-04
1.84561e-03 4.63380e-04
1.90137e-03 4.80889e-04
1.95713e-03 5.00327e-04
2.01288e-03 5.19388e-04
2.06862e-03 5.38501e-04
2.12435e-03 5.58834e-04
2.18007e-03 5.78090e-04
2.23578e-03 5.96122e-04
2.29148e-03 6.14493e-04
2.34717e-03 6.31918e-04
2.40286e-03 6.47784e-04
2.45854e-03 6.63087e-04
2.51421e-03 6.76787e-04
2.56987e-03 6.87898e-04
2.62553e-03 6.97038e-04
2.68117e-03 7.03853e-04
2.73681e-03 7.08133e-04
2.79244e-03 7.11167e-04
2.84806e-03 7.13421e-04
2.90367e-03 7.14783e-04
2.95928e-03 7.15967e-04
3.01487e-03 7.17066e-04
3.07045e-03 7.17659e-04
3.12603e-03 7.18275e-04
3.18160e-03 7.19255e-04
3.23715e-03 7.20227e-04
3.29270e-03 7.21379e-04
3.34824e-03 7.22966e-04
3.40377e-03 7.24647e-04
3.45929e-03 7.26392e-04
3.51480e-03 7.28408e-04
3.57030e-03 7.30563e-04
3.62579e-03 7.32954e-04
3.68127e-03 7.35891e-04
3.73674e-03 7.39422e-04
3.79221e-03 7.43786e-04
3.84766e-03 7.49492e-04
3.90311e-03 7.56783e-04
3.95854e-03 7.65882e-04
4.01396e-03 7.77180e-04
4.06938e-03 7.90740e-04
4.12478e-03 8.06312e-04
4.18017e-03 8.23598e-04
4.23555e-03 8.42027e-04
4.29092e-03 8.60824e-04
4.34628e-03 8.79430e-04
4.40164e-03 8.97453e-04
4.45698e-03 9.14557e-04
4.51232e-03 9.30561e-04
4.56764e-03 9.45334e-04
4.62296e-03 9.58717e-04
4.67827e-03 9.70644e-04
4.73356e-03 9.81085e-04
4.78885e-03 9.89976e-04
4.84414e-03 9.97368e-04
4.89941e-03 1.00344e-03
4.95468e-03 1.00837e-03
5.00994e-03 1.01230e-03
5.06519e-03 1.01542e-03
5.12043e-03 1.01779e-03
5.17566e-03 1.01948e-03
5.23088e-03 1.02061e-03
5.28610e-03 1.02136e-03
5.34131e-03 1.02186e-03
5.39651e-03 1.02226e-03
5.45170e-03 1.02261e-03
5.50688e-03 1.02300e-03
5.56205e-03 1.02355e-03
5.61721e-03 1.02435e-03
5.67236e-03 1.02548e-03
5.72750e-03 1.02706e-03
5.78263e-03 1.02927e-03
5.83775e-03 1.03230e-03
5.89286e-03 1.03632e-03
5.94796e-03 1.04154e-03
6.00305e-03 1.04819e-03
6.05813e-03 1.05651e-03
6.11320e-03 1.06671e-03
6.16826e-03 1.07894e-03
6.22331e-03 1.09320e-03
6.27835e-03 1.10941e-03
6.33338e-03 1.12732e-03
6.38839e-03 1.14662e-03
6.44340e-03 1.16688e-03
6.49839e-03 1.18765e-03
6.55338e-03 1.20846e-03
6.60836e-03 1.22882e-03
6.66333e-03 1.24823e-03
6.71829e-03 1.26624e-03
6.77325e-03 1.28241e-03
6.82819e-03 1.29642e-03
6.88313e-03 1.30807e-03
6.93806e-03 1.31732e-03
6.99299e-03 1.32430e-03
7.04790e-03 1.32929e-03
7.10281e-03 1.33265e-03
7.15771e-03 1.33482e-03
7.21260e-03 1.33620e-03
7.26748e-03 1.33714e-03
7.32235e-03 1.33792e-03
7.37721e-03 1.33873e-03
7.43206e-03 1.33968e-03
7.48691e-03 1.34081e-03
7.54174e-03 1.34209e-03
7.59656e-03 1.34350e-03
7.65138e-03 1.34496e-03
7.70619e-03 1.34643e-03
7.76098e-03 1.34788e-03
7.81577e-03 1.34937e-03
7.87055e-03 1.35106e-03
7.92531e-03 1.35317e-03
7.98007e-03 1.35603e-03
8.03482e-03 1.35996e-03
8.08957e-03 1.36534e-03
8.14430e-03 1.37249e-03
8.19902e-03 1.38169e-03
8.25373e-03 1.39311e-03
8.30843e-03 1.40677e-03
8.36311e-03 1.42252e-03
8.41779e-03 1.44008e-03
8.47246e-03 1.45899e-03
8.52712e-03 1.47870e-03
8.58177e-03 1.49858e-03
8.63641e-03 1.51801e-03
8.69104e-03 1.53648e-03
8.74566e-03 1.55358e-03
8.80028e-03 1.56906e-03
8.85489e-03 1.58276e-03
8.90948e-03 1.59464e-03
8.96407e-03 1.60473e-03
9.01866e-03 1.61316e-03
9.07323e-03 1.62009e-03
9.12779e-03 1.62574e-03
9.18235e-03 1.63030e-03
9.23690e-03 1.63399e-03
9.29144e-03 1.63703e-03
9.34597e-03 1.63957e-03
9.40049e-03 1.64169e-03
9.45500e-03 1.64345e-03
9.50951e-03 1.64487e-03
9.56400e-03 1.64601e-03
9.61849e-03 1.64693e-03
9.67297e-03 1.64772e-03
9.72743e-03 1.64842e-03
9.78189e-03 1.64911e-03
9.83634e-03 1.64984e-03
9.89078e-03 1.65071e-03
9.94521e-03 1.65183e-03
9.99964e-03 1.65337e-03
1.00541e-02 1.65550e-03
1.01085e-02 1.65844e-03
1.01628e-02 1.66238e-03
1.02172e-02 1.66747e-03
1.02716e-02 1.67375e-03
1.03260e-02 1.68125e-03
1.03803e-02 1.68989e-03
1.04347e-02 1.69958e-03
1.04890e-02 1.71025e-03
1.05433e-02 1.72179e-03
1.05976e-02 1.73412e-03
1.06519e-02 1.74713e-03
1.07062e-02 1.76074e-03
1.07605e-02 1.77482e-03
1.08148e-02 1.78922e-03
1.08691e-02 1.80373e-03
1.09233e-02 1.81813e-03
1.09776e-02 1.83214e-03
1.10318e-02 1.84552e-03
1.10860e-02 1.85804e-03
1.11403e-02 1.86951e-03
1.11945e-02 1.87980e-03
1.12487e-02 1.88881e-03
1.13029e-02 1.89652e-03
1.13571e-02 1.90295e-03
1.14113e-02 1.90816e-03
1.14654e-02 1.91229e-03
1.15196e-02 1.91547e-03
1.15738e-02 1.91788e-03
1.16279e-02 1.91969e-03
1.16820e-02 1.92108e-03
1.17362e-02 1.92219e-03
1.17903e-02 1.92317e-03
1.18444e-02 1.92411e-03
1.18985e-02 1.92512e-03
1.19526e-02 1.92623e-03
1.20067e-02 1.92749e-03
1.20608e-02 1.92885e-03
1.21148e-02 1.93031e-03
1.21689e-02 1.93185e-03
1.22229e-02 1.93352e-03
1.22770e-02 1.93541e-03
1.23310e-02 1.93765e-03
1.23850e-02 1.94043e-03
1.24390e-02 1.94393e-03
1.24930e-02 1.94841e-03
1.25470e-02 1.95413e-03
1.26010e-02 1.96132e-03
1.26550e-02 1.97018e-03
1.27089e-02 1.98081e-03
1.27629e-02 1.99324e-03
1.28168e-02 2.00736e-03
1.28707e-02 2.02294e-03
1.29247e-02 2.03963e-03
1.29786e-02 2.05701e-03
1.30325e-02 2.07464e-03
1.30864e-02 2.09208e-03
1.31403e-02 2.10896e-03
1.31941e-02 2.12494e-03
1.32480e-02 2.13973e-03
1.33019e-02 2.15314e-03
1.33557e-02 2.16501e-03
1.34095e-02 2.17531e-03
1.34634e-02 2.18407e-03
1.35172e-02 2.19139e-03
1.35710e-02 2.19741e-03
1.36248e-02 2.20230e-03
1.36786e-02 2.20623e-03
1.37324e-02 2.20933e-03
1.37862e-02 2.21174e-03
1.38400e-02 2.21359e-03
1.38937e-02 2.21498e-03
1.39475e-02 2.21605e-03
1.40012e-02 2.21691e-03
1.40550e-02 2.21766e-03
1.41087e-02 2.21836e-03
1.41624e-02 2.21909e-03
1.42161e-02 2.21991e-03
1.42699e-02 2.22091e-03
1.43235e-02 2.22218e-03
1.43772e-02 2.22384e-03
1.44309e-02 2.22603e-03
1.44846e-02 2.22890e-03
1.45382e-02 2.23260e-03
1.45919e-02 2.23728e-03
1.46455e-02 2.24310e-03
1.46991e-02 2.25019e-03
1.47528e-02 2.25869e-03
1.48064e-02 2.26868e-03
1.48600e-02 2.28017e-03
1.49136e-02 2.29312e-03
1.49671e-02 2.30738e-03
1.50207e-02 2.32272e-03
1.50743e-02 2.33887e-03
