1.14474e-04 4.98553e+04  4.67149e+04 4.67149e+04 
2.28949e-04 7.09661e+04  1.37033e+05 1.65145e+05 
3.43394e-04 6.83213e+04  3.02365e+05 3.26726e+05 
4.57754e-04 4.94120e+04  5.35893e+05 5.37173e+05 
5.72132e-04 4.59542e+04  8.22607e+05 8.22826e+05 
6.86507e-04 5.02544e+04  1.19141e+06 1.19397e+06 
8.00878e-04 6.52106e+04  1.61140e+06 1.63324e+06 
9.15223e-04 6.40876e+04  2.10057e+06 2.12086e+06 
1.02951e-03 5.04159e+04  2.65670e+06 2.66038e+06 
1.14380e-03 4.67774e+04  3.27045e+06 3.27163e+06 
1.25807e-03 5.07264e+04  3.95858e+06 3.96284e+06 
1.37234e-03 6.15050e+04  4.70338e+06 4.72120e+06 
1.48659e-03 6.10106e+04  5.51440e+06 5.53155e+06 
1.60080e-03 5.11114e+04  6.39106e+06 6.39628e+06 
1.71499e-03 4.78032e+04  7.32778e+06 7.33016e+06 
1.82917e-03 5.11975e+04  8.33418e+06 8.33964e+06 
1.94334e-03 5.90509e+04  9.40002e+06 9.41517e+06 
2.05749e-03 5.87766e+04  1.05304e+07 1.05452e+07 
2.17160e-03 5.15730e+04  1.17253e+07 1.17315e+07 
2.28570e-03 4.87993e+04  1.29815e+07 1.29850e+07 
2.39978e-03 5.16237e+04  1.43044e+07 1.43107e+07 
2.51385e-03 5.73788e+04  1.56880e+07 1.57014e+07 
2.62790e-03 5.71506e+04  1.71352e+07 1.71483e+07 
2.74192e-03 5.18731e+04  1.86459e+07 1.86527e+07 
2.85592e-03 4.96696e+04  2.02184e+07 2.02229e+07 
2.96991e-03 5.19833e+04  2.18557e+07 2.18626e+07 
3.08388e-03 5.62081e+04  2.35542e+07 2.35662e+07 
3.19783e-03 5.59609e+04  2.53155e+07 2.53273e+07 
3.31176e-03 5.20674e+04  2.71395e+07 2.71467e+07 
3.42567e-03 5.03878e+04  2.90254e+07 2.90308e+07 
3.53956e-03 5.22698e+04  3.09748e+07 3.09822e+07 
3.65343e-03 5.53663e+04  3.29854e+07 3.29965e+07 
3.76729e-03 5.50849e+04  3.50583e+07 3.50690e+07 
3.88112e-03 5.21944e+04  3.71931e+07 3.72005e+07 
3.99493e-03 5.09598e+04  3.93896e+07 3.93956e+07 
4.10872e-03 5.24860e+04  4.16486e+07 4.16563e+07 
4.22250e-03 5.47452e+04  4.39687e+07 4.39791e+07 
4.33626e-03 5.44353e+04  4.63505e+07 4.63605e+07 
4.45000e-03 5.22793e+04  4.87936e+07 4.88011e+07 
4.56371e-03 5.14043e+04  5.12981e+07 5.13047e+07 
4.67741e-03 5.26397e+04  5.38643e+07 5.38722e+07 
4.79109e-03 5.42757e+04  5.64913e+07 5.65011e+07 
4.90476e-03 5.39500e+04  5.91793e+07 5.91888e+07 
5.01840e-03 5.23378e+04  6.19283e+07 6.19359e+07 
5.13202e-03 5.17428e+04  6.47382e+07 6.47451e+07 
