1.14474e-04 5.96007e+04  5.22168e+04 5.22168e+04 
2.28949e-04 8.34270e+04  1.62527e+05 1.89885e+05 
3.43398e-04 9.02187e+04  3.48989e+05 3.84840e+05 
4.57768e-04 6.70530e+04  6.26502e+05 6.35073e+05 
5.72144e-04 5.63838e+04  9.61963e+05 9.62007e+05 
6.86510e-04 5.68081e+04  1.38412e+06 1.38417e+06 
8.00875e-04 6.83039e+04  1.88613e+06 1.89700e+06 
9.15228e-04 8.41777e+04  2.44979e+06 2.47973e+06 
1.02955e-03 7.57327e+04  3.10009e+06 3.11981e+06 
1.14382e-03 6.04076e+04  3.82243e+06 3.82591e+06 
1.25809e-03 5.69595e+04  4.61513e+06 4.61640e+06 
1.37234e-03 6.13260e+04  5.49311e+06 5.49761e+06 
1.48659e-03 7.44020e+04  6.43889e+06 6.45790e+06 
1.60082e-03 7.80453e+04  7.45869e+06 7.48207e+06 
1.71502e-03 6.63834e+04  8.55842e+06 8.56848e+06 
1.82919e-03 5.87670e+04  9.72658e+06 9.72954e+06 
1.94334e-03 5.92043e+04  1.09731e+07 1.09764e+07 
2.05749e-03 6.68845e+04  1.22955e+07 1.23064e+07 
2.17162e-03 7.50128e+04  1.36870e+07 1.37073e+07 
2.28573e-03 7.07507e+04  1.51562e+07 1.51716e+07 
2.39980e-03 6.20480e+04  1.66981e+07 1.67043e+07 
2.51386e-03 5.93746e+04  1.83124e+07 1.83162e+07 
2.62790e-03 6.28514e+04  2.00040e+07 2.00110e+07 
2.74194e-03 7.02606e+04  2.17665e+07 2.17816e+07 
2.85595e-03 7.18538e+04  2.36020e+07 2.36190e+07 
2.96993e-03 6.55552e+04  2.55124e+07 2.55224e+07 
3.08389e-03 6.08325e+04  2.74940e+07 2.74993e+07 
3.19784e-03 6.13559e+04  2.95502e+07 2.95559e+07 
3.31177e-03 6.63130e+04  3.16797e+07 3.16906e+07 
3.42569e-03 7.04417e+04  3.38802e+07 3.38957e+07 
3.53958e-03 6.78885e+04  3.61545e+07 3.61671e+07 
3.65345e-03 6.29385e+04  3.85007e+07 3.85081e+07 
3.76729e-03 6.13733e+04  4.09191e+07 4.09250e+07 
3.88113e-03 6.39151e+04  4.34111e+07 4.34195e+07 
3.99495e-03 6.80949e+04  4.59742e+07 4.59871e+07 
4.10874e-03 6.85575e+04  4.86092e+07 4.86227e+07 
4.22252e-03 6.49415e+04  5.13165e+07 5.13260e+07 
4.33627e-03 6.22378e+04  5.40949e+07 5.41017e+07 
4.45001e-03 6.28618e+04  5.69457e+07 5.69531e+07 
4.56373e-03 6.59694e+04  5.98680e+07 5.98788e+07 
4.67743e-03 6.79633e+04  6.28612e+07 6.28741e+07 
4.79111e-03 6.62566e+04  6.59259e+07 6.59370e+07 
4.90477e-03 6.34439e+04  6.90616e+07 6.90697e+07 
5.01841e-03 6.27293e+04  7.22683e+07 7.22757e+07 
