1.14474e-04 5.20131e+04  4.67147e+04 4.67147e+04 
2.28949e-04 7.49347e+04  1.37032e+05 1.65144e+05 
3.43394e-04 7.20631e+04  3.02363e+05 3.26725e+05 
4.57754e-04 5.15317e+04  5.35890e+05 5.37170e+05 
5.72132e-04 4.77773e+04  8.22603e+05 8.22821e+05 
6.86507e-04 5.24464e+04  1.19141e+06 1.19396e+06 
8.00878e-04 6.86856e+04  1.61139e+06 1.63323e+06 
9.15223e-04 6.74662e+04  2.10055e+06 2.12085e+06 
1.02951e-03 5.26218e+04  2.65668e+06 2.66036e+06 
1.14380e-03 4.86711e+04  3.27043e+06 3.27161e+06 
1.25807e-03 5.29589e+04  3.95855e+06 3.96282e+06 
1.37234e-03 6.46621e+04  4.70335e+06 4.72117e+06 
1.48659e-03 6.41253e+04  5.51436e+06 5.53152e+06 
1.60080e-03 5.33768e+04  6.39103e+06 6.39624e+06 
1.71499e-03 4.97849e+04  7.32774e+06 7.33012e+06 
1.82917e-03 5.34704e+04  8.33413e+06 8.33959e+06 
1.94334e-03 6.19975e+04  9.39996e+06 9.41512e+06 
2.05749e-03 6.16997e+04  1.05304e+07 1.05452e+07 
2.17160e-03 5.38781e+04  1.17252e+07 1.17314e+07 
2.28570e-03 5.08665e+04  1.29814e+07 1.29849e+07 
2.39978e-03 5.39331e+04  1.43043e+07 1.43106e+07 
2.51385e-03 6.01819e+04  1.56879e+07 1.57013e+07 
2.62790e-03 5.99341e+04  1.71351e+07 1.71482e+07 
2.74192e-03 5.42039e+04  1.86458e+07 1.86525e+07 
2.85592e-03 5.18115e+04  2.02182e+07 2.02228e+07 
2.96991e-03 5.43236e+04  2.18555e+07 2.18625e+07 
3.08388e-03 5.89108e+04  2.35541e+07 2.35661e+07 
3.19783e-03 5.86424e+04  2.53154e+07 2.53271e+07 
3.31176e-03 5.44149e+04  2.71394e+07 2.71465e+07 
3.42567e-03 5.25912e+04  2.90252e+07 2.90306e+07 
3.53956e-03 5.46347e+04  3.09746e+07 3.09820e+07 
3.65343e-03 5.79968e+04  3.29852e+07 3.29963e+07 
3.76729e-03 5.76912e+04  3.50580e+07 3.50688e+07 
3.88112e-03 5.45528e+04  3.71929e+07 3.72002e+07 
3.99493e-03 5.32123e+04  3.93894e+07 3.93954e+07 
4.10872e-03 5.48694e+04  4.16484e+07 4.16561e+07 
4.22250e-03 5.73225e+04  4.39685e+07 4.39789e+07 
4.33626e-03 5.69859e+04  4.63502e+07 4.63602e+07 
4.45000e-03 5.46450e+04  4.87933e+07 4.88008e+07 
4.56371e-03 5.36949e+04  5.12978e+07 5.13043e+07 
4.67741e-03 5.50362e+04  5.38640e+07 5.38719e+07 
4.79109e-03 5.68126e+04  5.64909e+07 5.65008e+07 
4.90476e-03 5.64590e+04  5.91790e+07 5.91885e+07 
5.01840e-03 5.47085e+04  6.19280e+07 6.19356e+07 
5.13202e-03 5.40625e+04  6.47378e+07 6.47447e+07 
5.24562e-03 5.51457e+04  6.76087e+07 6.76167e+07 
5.35921e-03 5.64181e+04  7.05400e+07 7.05494e+07 
5.47278e-03 5.60625e+04  7.35318e+07 7.35409e+07 
5.58633e-03 5.47534e+04  7.65841e+07 7.65918e+07 
5.69985e-03 5.43372e+04  7.96968e+07 7.97040e+07 
5.81336e-03 5.52085e+04  8.28699e+07 8.28780e+07 
5.92686e-03 5.61064e+04  8.61030e+07 8.61121e+07 
6.04033e-03 5.57620e+04  8.93962e+07 8.94049e+07 
6.15378e-03 5.47856e+04  9.27493e+07 9.27570e+07 
6.26721e-03 5.45382e+04  9.61623e+07 9.61698e+07 
6.38063e-03 5.52348e+04  9.96352e+07 9.96434e+07 
6.49403e-03 5.58554e+04  1.03168e+08 1.03177e+08 
6.60741e-03 5.55324e+04  1.06760e+08 1.06768e+08 
6.72077e-03 5.48084e+04  1.10411e+08 1.10419e+08 
6.83411e-03 5.46810e+04  1.14122e+08 1.14130e+08 
6.94743e-03 5.52332e+04  1.17892e+08 1.17901e+08 
7.06073e-03 5.56500e+04  1.21722e+08 1.21730e+08 
7.17402e-03 5.53553e+04  1.25610e+08 1.25619e+08 
7.28728e-03 5.48236e+04  1.29558e+08 1.29565e+08 
7.40053e-03 5.47782e+04  1.33564e+08 1.33572e+08 
7.51376e-03 5.52110e+04  1.37629e+08 1.37638e+08 
7.62697e-03 5.54794e+04  1.41753e+08 1.41762e+08 
7.74016e-03 5.52172e+04  1.45936e+08 1.45944e+08 
7.85333e-03 5.48319e+04  1.50177e+08 1.50185e+08 
7.96648e-03 5.48399e+04  1.54476e+08 1.54484e+08 
8.07962e-03 5.51740e+04  1.58834e+08 1.58842e+08 
8.19273e-03 5.53361e+04  1.63250e+08 1.63258e+08 
8.30583e-03 5.51082e+04  1.67724e+08 1.67732e+08 
8.41891e-03 5.48339e+04  1.72257e+08 1.72264e+08 
8.53197e-03 5.48738e+04  1.76847e+08 1.76855e+08 
8.64502e-03 5.51270e+04  1.81495e+08 1.81503e+08 
8.75804e-03 5.52142e+04  1.86201e+08 1.86209e+08 
8.87105e-03 5.50205e+04  1.90964e+08 1.90972e+08 
8.98403e-03 5.48300e+04  1.95785e+08 1.95793e+08 
9.09700e-03 5.48862e+04  2.00664e+08 2.00672e+08 
9.20995e-03 5.50735e+04  2.05600e+08 2.05608e+08 
9.32288e-03 5.51095e+04  2.10593e+08 2.10601e+08 
9.43580e-03 5.49485e+04  2.15644e+08 2.15651e+08 
9.54869e-03 5.48203e+04  2.20751e+08 2.20759e+08 
9.66157e-03 5.48819e+04  2.25916e+08 2.25924e+08 
9.77442e-03 5.50163e+04  2.31138e+08 2.31146e+08 
9.88726e-03 5.50188e+04  2.36416e+08 2.36424e+08 
1.00000e-02 5.48879e+04  2.41747e+08 2.41755e+08 
