1.23266e-04 6.60659e+04  5.59679e+04 5.59679e+04 
2.46531e-04 1.26526e+05  1.17819e+05 1.83419e+05 
3.69766e-04 1.61001e+05  2.14059e+05 3.16825e+05 
4.92961e-04 1.37292e+05  3.68204e+05 4.43538e+05 
6.16146e-04 1.11364e+05  5.48923e+05 6.03540e+05 
7.39340e-04 8.98275e+04  8.06068e+05 8.31654e+05 
8.62506e-04 1.03142e+05  1.07436e+06 1.11825e+06 
9.85667e-04 1.07024e+05  1.38192e+06 1.43397e+06 
1.10884e-03 7.83177e+04  1.76101e+06 1.77689e+06 
1.23196e-03 7.90930e+04  2.15522e+06 2.17612e+06 
1.35508e-03 1.03933e+05  2.60519e+06 2.64956e+06 
1.47821e-03 1.36135e+05  3.09888e+06 3.17450e+06 
1.60134e-03 1.44910e+05  3.62424e+06 3.71206e+06 
1.72445e-03 1.11338e+05  4.20250e+06 4.25462e+06 
1.84753e-03 8.20981e+04  4.81098e+06 4.83572e+06 
1.97060e-03 7.59180e+04  5.47355e+06 5.49018e+06 
2.09366e-03 9.50768e+04  6.18063e+06 6.21506e+06 
2.21671e-03 1.20517e+05  6.91328e+06 6.97749e+06 
2.33975e-03 1.15236e+05  7.69792e+06 7.75612e+06 
2.46276e-03 9.65458e+04  8.52448e+06 8.56337e+06 
2.58578e-03 8.88785e+04  9.39508e+06 9.42510e+06 
2.70879e-03 9.77337e+04  1.03094e+07 1.03471e+07 
2.83178e-03 1.15199e+05  1.12526e+07 1.13114e+07 
2.95476e-03 1.15229e+05  1.22428e+07 1.23026e+07 
3.07774e-03 1.00094e+05  1.32843e+07 1.33266e+07 
3.20070e-03 9.29849e+04  1.43665e+07 1.43995e+07 
3.32362e-03 1.02487e+05  1.54813e+07 1.55247e+07 
3.44654e-03 1.13326e+05  1.66307e+07 1.66892e+07 
3.56949e-03 1.01333e+05  1.78375e+07 1.78828e+07 
3.69240e-03 8.04159e+04  1.90929e+07 1.91130e+07 
3.81527e-03 8.37620e+04  2.03722e+07 2.03970e+07 
3.93814e-03 1.07180e+05  2.16880e+07 2.17394e+07 
4.06104e-03 1.22501e+05  2.30597e+07 2.31257e+07 
4.18391e-03 1.18644e+05  2.44782e+07 2.45378e+07 
4.30676e-03 1.07233e+05  2.59258e+07 2.59749e+07 
4.42959e-03 9.77705e+04  2.74097e+07 2.74515e+07 
4.55242e-03 9.03670e+04  2.89466e+07 2.89794e+07 
4.67523e-03 8.95507e+04  3.05257e+07 3.05564e+07 
4.79804e-03 9.44700e+04  3.21363e+07 3.21742e+07 
4.92083e-03 9.47371e+04  3.37923e+07 3.38309e+07 
5.04362e-03 9.47307e+04  3.54969e+07 3.55329e+07 
5.16638e-03 1.07894e+05  3.72339e+07 3.72831e+07 
5.28914e-03 1.24915e+05  3.90058e+07 3.90748e+07 
5.41191e-03 1.22987e+05  4.08303e+07 4.08970e+07 
5.53466e-03 1.03074e+05  4.27025e+07 4.27464e+07 
5.65738e-03 8.81498e+04  4.46020e+07 4.46316e+07 
5.78009e-03 8.57858e+04  4.65345e+07 4.65647e+07 
5.90280e-03 8.44073e+04  4.85226e+07 4.85506e+07 
6.02551e-03 8.46165e+04  5.05603e+07 5.05856e+07 
6.14819e-03 9.71982e+04  5.26255e+07 5.26642e+07 
6.27085e-03 1.17442e+05  5.47225e+07 5.47839e+07 
6.39352e-03 1.29050e+05  5.68694e+07 5.69419e+07 
6.51618e-03 1.24172e+05  5.90661e+07 5.91316e+07 
6.63882e-03 1.08052e+05  6.12986e+07 6.13480e+07 
6.76144e-03 8.92765e+04  6.35633e+07 6.35955e+07 
6.88407e-03 7.47864e+04  6.58696e+07 6.58876e+07 
7.00667e-03 7.18646e+04  6.82227e+07 6.82371e+07 
7.12927e-03 8.42815e+04  7.06198e+07 7.06458e+07 
7.25185e-03 1.08007e+05  7.30533e+07 7.31029e+07 
7.37442e-03 1.30012e+05  7.55203e+07 7.55931e+07 
7.49698e-03 1.33795e+05  7.80301e+07 7.81073e+07 
7.61954e-03 1.16689e+05  8.05879e+07 8.06469e+07 
7.74208e-03 9.38679e+04  8.31846e+07 8.32201e+07 
7.86461e-03 7.94462e+04  8.58151e+07 8.58370e+07 
7.98712e-03 7.54628e+04  8.84867e+07 8.85052e+07 
8.10964e-03 8.15831e+04  9.12040e+07 9.12280e+07 
8.23214e-03 9.92411e+04  9.39591e+07 9.40009e+07 
8.35463e-03 1.18780e+05  9.67517e+07 9.68136e+07 
8.47710e-03 1.23747e+05  9.95892e+07 9.96550e+07 
8.59957e-03 1.13801e+05  1.02466e+08 1.02522e+08 
8.72204e-03 1.01036e+05  1.05376e+08 1.05420e+08 
8.84450e-03 8.98761e+04  1.08328e+08 1.08362e+08 
8.96694e-03 8.21539e+04  1.11331e+08 1.11355e+08 
9.08936e-03 8.75289e+04  1.14371e+08 1.14399e+08 
9.21179e-03 1.05868e+05  1.17435e+08 1.17485e+08 
9.33420e-03 1.15864e+05  1.20544e+08 1.20605e+08 
9.45661e-03 1.05418e+05  1.23710e+08 1.23757e+08 
9.57900e-03 9.21675e+04  1.26912e+08 1.26944e+08 
9.70137e-03 9.24899e+04  1.30135e+08 1.30171e+08 
9.82374e-03 9.77086e+04  1.33401e+08 1.33444e+08 
9.94610e-03 9.85428e+04  1.36723e+08 1.36764e+08 
1.00000e-02 9.95644e+04  1.38200e+08 1.38241e+08 
