5.72372e-05 6.33112e+05  4.04848e+05 4.04848e+05 
1.14474e-04 9.70102e+05  1.09528e+06 1.43715e+06 
1.71672e-04 1.47121e+06  1.79626e+06 2.74303e+06 
2.28660e-04 1.70038e+06  2.86410e+06 4.07991e+06 
2.85605e-04 1.60392e+06  4.35914e+06 5.43574e+06 
3.42575e-04 1.39985e+06  6.14354e+06 6.96780e+06 
3.99557e-04 1.21139e+06  8.23132e+06 8.85572e+06 
4.56498e-04 1.07698e+06  1.06850e+07 1.11851e+07 
5.13408e-04 1.02976e+06  1.34843e+07 1.39356e+07 
5.70344e-04 1.06566e+06  1.65570e+07 1.70401e+07 
6.27262e-04 1.10837e+06  1.99087e+07 2.04398e+07 
6.84164e-04 1.10122e+06  2.35909e+07 2.41178e+07 
7.41039e-04 1.07823e+06  2.75751e+07 2.80893e+07 
7.97959e-04 1.05426e+06  3.18824e+07 3.23903e+07 
8.54854e-04 9.97218e+05  3.66059e+07 3.70431e+07 
9.11690e-04 9.85854e+05  4.16552e+07 4.20528e+07 
9.68505e-04 1.12524e+06  4.68492e+07 4.74035e+07 
1.02534e-03 1.29765e+06  5.23045e+07 5.30600e+07 
1.08205e-03 1.33262e+06  5.81920e+07 5.89706e+07 
1.13867e-03 1.27379e+06  6.44204e+07 6.51251e+07 
1.19535e-03 1.22362e+06  7.08974e+07 7.15558e+07 
1.25204e-03 1.17900e+06  7.76755e+07 7.82911e+07 
1.30871e-03 1.10842e+06  8.48037e+07 8.53443e+07 
1.36536e-03 1.04486e+06  9.22272e+07 9.27063e+07 
1.42199e-03 1.04217e+06  9.98547e+07 1.00354e+08 
1.47863e-03 1.03830e+06  1.07771e+08 1.08279e+08 
1.53527e-03 9.46769e+05  1.16129e+08 1.16503e+08 
1.59186e-03 8.70179e+05  1.24819e+08 1.25071e+08 
1.64843e-03 9.48304e+05  1.33694e+08 1.34034e+08 
1.70498e-03 1.13760e+06  1.42833e+08 1.43394e+08 
1.76148e-03 1.32813e+06  1.52303e+08 1.53079e+08 
1.81794e-03 1.45533e+06  1.62056e+08 1.62990e+08 
1.87443e-03 1.44863e+06  1.72107e+08 1.73054e+08 
