1.23266e-04 5.47550e+04  5.35941e+04 5.35941e+04 
2.46531e-04 8.04151e+04  1.55701e+05 1.87394e+05 
3.69758e-04 6.84248e+04  3.53251e+05 3.69534e+05 
4.92937e-04 4.99665e+04  6.15701e+05 6.14895e+05 
6.16095e-04 4.94730e+04  9.56017e+05 9.55372e+05 
7.39256e-04 6.27826e+04  1.37884e+06 1.39007e+06 
8.62402e-04 7.48692e+04  1.86322e+06 1.88966e+06 
9.85505e-04 5.79883e+04  2.43677e+06 2.44321e+06 
1.10857e-03 4.97464e+04  3.07167e+06 3.07256e+06 
1.23163e-03 5.29934e+04  3.79364e+06 3.79596e+06 
1.35468e-03 6.72976e+04  4.58253e+06 4.60067e+06 
1.47770e-03 6.65670e+04  5.44786e+06 5.46510e+06 
1.60069e-03 5.34381e+04  6.38860e+06 6.39208e+06 
1.72364e-03 5.08384e+04  7.40000e+06 7.40196e+06 
1.84659e-03 5.78293e+04  8.49199e+06 8.49985e+06 
1.96953e-03 6.68943e+04  9.65076e+06 9.66921e+06 
2.09243e-03 5.97990e+04  1.08887e+07 1.08989e+07 
2.21530e-03 5.21496e+04  1.21960e+07 1.21992e+07 
2.33816e-03 5.32364e+04  1.35801e+07 1.35841e+07 
2.46100e-03 6.13513e+04  1.50369e+07 1.50492e+07 
2.58382e-03 6.35095e+04  1.65655e+07 1.65803e+07 
2.70660e-03 5.58386e+04  1.81690e+07 1.81756e+07 
2.82936e-03 5.25660e+04  1.98432e+07 1.98471e+07 
2.95211e-03 5.62809e+04  2.15935e+07 2.16006e+07 
3.07484e-03 6.22488e+04  2.34138e+07 2.34275e+07 
3.19754e-03 5.96869e+04  2.53081e+07 2.53189e+07 
3.32022e-03 5.41903e+04  2.72739e+07 2.72793e+07 
3.44287e-03 5.40301e+04  2.93126e+07 2.93179e+07 
3.56551e-03 5.87208e+04  3.14242e+07 3.14341e+07 
3.68812e-03 6.10170e+04  3.36065e+07 3.36190e+07 
3.81071e-03 5.68939e+04  3.58618e+07 3.58698e+07 
3.93327e-03 5.40567e+04  3.81878e+07 3.81932e+07 
4.05582e-03 5.59449e+04  4.05869e+07 4.05940e+07 
4.17834e-03 5.97144e+04  4.30567e+07 4.30678e+07 
4.30085e-03 5.89664e+04  4.55982e+07 4.56084e+07 
4.42332e-03 5.54427e+04  4.82107e+07 4.82174e+07 
4.54578e-03 5.48386e+04  5.08945e+07 5.09006e+07 
4.66821e-03 5.75625e+04  5.36498e+07 5.36587e+07 
4.79063e-03 5.93286e+04  5.64755e+07 5.64863e+07 
4.91302e-03 5.71661e+04  5.93723e+07 5.93807e+07 
5.03538e-03 5.50906e+04  6.23393e+07 6.23458e+07 
5.15773e-03 5.60103e+04  6.53775e+07 6.53848e+07 
5.28006e-03 5.83461e+04  6.84859e+07 6.84956e+07 
5.40236e-03 5.82282e+04  7.16644e+07 7.16740e+07 
5.52464e-03 5.60781e+04  7.49132e+07 7.49206e+07 
5.64690e-03 5.54626e+04  7.82319e+07 7.82388e+07 
5.76913e-03 5.70487e+04  8.16209e+07 8.16293e+07 
5.89135e-03 5.82550e+04  8.50795e+07 8.50891e+07 
6.01354e-03 5.71030e+04  8.86077e+07 8.86162e+07 
6.13571e-03 5.57138e+04  9.22054e+07 9.22125e+07 
6.25786e-03 5.61605e+04  9.58728e+07 9.58803e+07 
6.37999e-03 5.75905e+04  9.96094e+07 9.96184e+07 
6.50209e-03 5.76402e+04  1.03415e+08 1.03424e+08 
6.62418e-03 5.63471e+04  1.07290e+08 1.07298e+08 
6.74624e-03 5.58736e+04  1.11234e+08 1.11241e+08 
6.86828e-03 5.68071e+04  1.15246e+08 1.15255e+08 
6.99030e-03 5.75779e+04  1.19328e+08 1.19337e+08 
7.11230e-03 5.69349e+04  1.23478e+08 1.23486e+08 
7.23427e-03 5.60502e+04  1.27696e+08 1.27703e+08 
7.35622e-03 5.62819e+04  1.31983e+08 1.31990e+08 
7.47815e-03 5.71500e+04  1.36338e+08 1.36346e+08 
7.60007e-03 5.72085e+04  1.40761e+08 1.40769e+08 
7.72195e-03 5.64272e+04  1.45252e+08 1.45260e+08 
7.84382e-03 5.61116e+04  1.49811e+08 1.49818e+08 
7.96567e-03 5.66720e+04  1.54438e+08 1.54446e+08 
8.08749e-03 5.71398e+04  1.59132e+08 1.59140e+08 
8.20929e-03 5.67559e+04  1.63894e+08 1.63902e+08 
8.33107e-03 5.62094e+04  1.68723e+08 1.68731e+08 
8.45283e-03 5.63472e+04  1.73619e+08 1.73627e+08 
8.57457e-03 5.68699e+04  1.78583e+08 1.78591e+08 
8.69629e-03 5.68963e+04  1.83614e+08 1.83622e+08 
8.81798e-03 5.64180e+04  1.88712e+08 1.88719e+08 
8.93965e-03 5.62285e+04  1.93876e+08 1.93884e+08 
9.06130e-03 5.65726e+04  1.99107e+08 1.99115e+08 
9.18294e-03 5.68417e+04  2.04405e+08 2.04414e+08 
9.30454e-03 5.65957e+04  2.09770e+08 2.09778e+08 
9.42613e-03 5.62658e+04  2.15200e+08 2.15208e+08 
9.54770e-03 5.63609e+04  2.20697e+08 2.20705e+08 
9.66924e-03 5.66716e+04  2.26260e+08 2.26268e+08 
9.79077e-03 5.66660e+04  2.31889e+08 2.31897e+08 
9.91227e-03 5.63693e+04  2.37584e+08 2.37592e+08 
1.00000e-02 5.62346e+04  2.41738e+08 2.41745e+08 
