1.23266e-04 6.06965e+04  5.99734e+04 5.99734e+04 
2.46531e-04 8.73888e+04  1.84458e+05 2.16419e+05 
3.69764e-04 8.59763e+04  4.06680e+05 4.36819e+05 
4.92947e-04 6.10750e+04  7.23496e+05 7.25356e+05 
6.16100e-04 5.59191e+04  1.11150e+06 1.11168e+06 
7.39249e-04 6.03756e+04  1.60868e+06 1.61041e+06 
8.62396e-04 8.03282e+04  2.17864e+06 2.20338e+06 
9.85513e-04 8.19992e+04  2.83871e+06 2.86555e+06 
1.10859e-03 6.28223e+04  3.59283e+06 3.59775e+06 
1.23163e-03 5.66887e+04  4.42217e+06 4.42315e+06 
1.35467e-03 6.04637e+04  5.35212e+06 5.35522e+06 
1.47769e-03 7.56131e+04  6.36095e+06 6.38097e+06 
1.60070e-03 7.85262e+04  7.45613e+06 7.47976e+06 
1.72366e-03 6.40269e+04  8.64338e+06 8.65044e+06 
1.84660e-03 5.77491e+04  9.90894e+06 9.91101e+06 
1.96952e-03 6.07780e+04  1.12692e+07 1.12734e+07 
2.09243e-03 7.24428e+04  1.27114e+07 1.27284e+07 
2.21532e-03 7.56364e+04  1.42382e+07 1.42590e+07 
2.33817e-03 6.47648e+04  1.58548e+07 1.58632e+07 
2.46100e-03 5.88644e+04  1.75517e+07 1.75549e+07 
2.58381e-03 6.12083e+04  1.93393e+07 1.93444e+07 
2.70660e-03 7.02898e+04  2.12102e+07 2.12250e+07 
2.82938e-03 7.32986e+04  2.31646e+07 2.31831e+07 
2.95212e-03 6.51552e+04  2.52069e+07 2.52161e+07 
3.07484e-03 5.99026e+04  2.73305e+07 2.73349e+07 
3.19753e-03 6.16826e+04  2.95421e+07 2.95480e+07 
3.32022e-03 6.88097e+04  3.18373e+07 3.18507e+07 
3.44288e-03 7.14370e+04  3.42154e+07 3.42320e+07 
3.56551e-03 6.53100e+04  3.66796e+07 3.66893e+07 
3.68812e-03 6.08039e+04  3.92257e+07 3.92310e+07 
3.81071e-03 6.21534e+04  4.18577e+07 4.18643e+07 
3.93328e-03 6.77774e+04  4.45730e+07 4.45855e+07 
4.05583e-03 6.99660e+04  4.73709e+07 4.73859e+07 
4.17835e-03 6.53175e+04  5.02534e+07 5.02632e+07 
4.30084e-03 6.15525e+04  5.32177e+07 5.32238e+07 
4.42332e-03 6.25909e+04  5.62665e+07 5.62736e+07 
4.54578e-03 6.70448e+04  5.93981e+07 5.94099e+07 
4.66822e-03 6.88060e+04  6.26117e+07 6.26255e+07 
4.79063e-03 6.52404e+04  6.59087e+07 6.59185e+07 
4.91302e-03 6.21561e+04  6.92873e+07 6.92940e+07 
5.03538e-03 6.29787e+04  7.27492e+07 7.27567e+07 
5.15773e-03 6.65136e+04  7.62931e+07 7.63044e+07 
5.28006e-03 6.78895e+04  7.99187e+07 7.99315e+07 
5.40236e-03 6.51206e+04  8.36264e+07 8.36362e+07 
5.52464e-03 6.26331e+04  8.74154e+07 8.74227e+07 
5.64690e-03 6.33097e+04  9.12866e+07 9.12945e+07 
5.76914e-03 6.61183e+04  9.52392e+07 9.52501e+07 
5.89135e-03 6.71621e+04  9.92728e+07 9.92848e+07 
6.01355e-03 6.49845e+04  1.03388e+08 1.03397e+08 
6.13571e-03 6.30047e+04  1.07583e+08 1.07591e+08 
6.25786e-03 6.35834e+04  1.11860e+08 1.11868e+08 
6.37999e-03 6.58148e+04  1.16218e+08 1.16228e+08 
6.50210e-03 6.65806e+04  1.20655e+08 1.20667e+08 
6.62418e-03 6.48477e+04  1.25174e+08 1.25183e+08 
6.74624e-03 6.32914e+04  1.29772e+08 1.29780e+08 
6.86828e-03 6.38028e+04  1.34451e+08 1.34460e+08 
6.99030e-03 6.55734e+04  1.39210e+08 1.39220e+08 
7.11230e-03 6.61120e+04  1.44048e+08 1.44059e+08 
7.23427e-03 6.47186e+04  1.48966e+08 1.48976e+08 
7.35622e-03 6.35106e+04  1.53964e+08 1.53972e+08 
7.47816e-03 6.39731e+04  1.59041e+08 1.59050e+08 
7.60007e-03 6.53742e+04  1.64198e+08 1.64208e+08 
7.72196e-03 6.57309e+04  1.69433e+08 1.69444e+08 
7.84382e-03 6.46013e+04  1.74748e+08 1.74757e+08 
7.96567e-03 6.36767e+04  1.80141e+08 1.80149e+08 
8.08749e-03 6.41004e+04  1.85613e+08 1.85621e+08 
8.20929e-03 6.52039e+04  1.91163e+08 1.91173e+08 
8.33108e-03 6.54178e+04  1.96792e+08 1.96802e+08 
8.45283e-03 6.44970e+04  2.02499e+08 2.02508e+08 
8.57457e-03 6.38012e+04  2.08284e+08 2.08293e+08 
8.69629e-03 6.41906e+04  2.14147e+08 2.14156e+08 
8.81798e-03 6.50538e+04  2.20088e+08 2.20098e+08 
8.93966e-03 6.51580e+04  2.26107e+08 2.26117e+08 
9.06131e-03 6.44056e+04  2.32203e+08 2.32213e+08 
9.18294e-03 6.38928e+04  2.38377e+08 2.38386e+08 
9.30455e-03 6.42496e+04  2.44628e+08 2.44637e+08 
9.42613e-03 6.49180e+04  2.50956e+08 2.50966e+08 
9.54770e-03 6.49404e+04  2.57361e+08 2.57371e+08 
9.66925e-03 6.43258e+04  2.63843e+08 2.63852e+08 
9.79077e-03 6.39584e+04  2.70402e+08 2.70410e+08 
9.91227e-03 6.42824e+04  2.77037e+08 2.77046e+08 
1.00000e-02 6.47115e+04  2.81876e+08 2.81886e+08 
