
                             A:A1 PI: HOST-1 N  A:A2 PI: HOST-1 N  ALLAE Whole Model  ALLCD Whole Model  ALLDMD Whole Mode  ALLFD Whole Model  ALLIE Whole Model  ALLKE Whole Model  ALLPD Whole Model  ALLSE Whole Model  ALLVD Whole Model  ALLWK Whole Model  ETOTAL Whole Mode  LE:LE11 PI: HOST-  LE:LE11 PI: HOST-  LE:LE22 PI: HOST-  LE:LE22 PI: HOST-  RF:RF1 PI: HOST-1  RF:RF2 PI: HOST-1  S:S11 PI: HOST-1   S:S11 PI: HOST-1   S:S22 PI: HOST-1   S:S22 PI: HOST-1   U:U1 PI: HOST-1 N  U:U2 PI: HOST-1 N  V:V1 PI: HOST-1 N  V:V2 PI: HOST-1 N
                  X                 : 1                : 1                 -1                 -1                l-1                 -1                 -1                 -1                 -1                 -1                 -1                 -1                l-1          1 E: 1 Centroid    1 E: 2 Centroid    1 E: 1 Centroid    1 E: 2 Centroid          N: 1               N: 1          E: 1 Centroid      E: 2 Centroid      E: 1 Centroid      E: 2 Centroid           : 1                : 1                : 1                : 1       

                0.                -0.                -0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.               -14.9012E-09       -14.9012E-09         0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.         
              113.636E-06          0.                58.2751E+03         0.                 0.                 0.                 0.                 0.                21.3784E+03         0.                 0.                 0.                 0.                21.3784E+03         0.                 0.               -14.9012E-09       -14.9012E-09         0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 3.31108    
              227.273E-06        -24.959E+03         61.947E+03          0.                 0.                 0.                 0.                76.1446E+03       215.84E+03           0.                76.1446E+03         3.95042E+03      256.541E+03         39.3942E+03         0.                 0.               752.315E-06        -14.9012E-09         0.                 0.                86.7638E+06         0.               202.449E+06          0.                 0.               752.519E-06         -1.41813           10.1419     
              340.909E-06        -33.9799E+03        55.2132E+03         0.                 0.                 0.                 0.               439.965E+03        749.533E+03          0.               439.965E+03         11.5237E+03         1.13862E+06       62.4049E+03      -241.66E-06         -80.5639E-06         1.95057E-03      352.472E-06          0.                 0.               131.951E+06          9.67222E+06      469.075E+06         76.2893E+06      -322.301E-06          2.30497E-03       -4.76693           16.7987     
              454.545E-06         -4.55938E+03       72.9055E+03         0.                 0.                 0.                 0.                 1.20466E+06        1.74541E+06        0.                 1.20466E+06       14.2778E+03         2.9082E+06        56.1505E+03      -831.059E-06       -325.445E-06          3.1575E-03         1.36616E-03        0.                 0.                44.4087E+06        32.3695E+06       657.804E+06        292.542E+06         -1.08339E-03        4.57041E-03       -6.95666           24.0782     
              568.182E-06         21.5914E+03        71.681E+03          0.                 0.                 0.                 0.                 3.03898E+06        3.02159E+06        0.                 3.03898E+06       20.9645E+03         6.03672E+06       44.8102E+03        -1.51903E-03     -752.454E-06          4.60459E-03        2.96898E-03        0.                 0.               -53.422E+06         52.9011E+06       888.324E+06        625.172E+06         -1.90336E-03        7.77729E-03       -5.98893           32.2933     
              681.818E-06         13.6827E+03        22.9673E+03         0.                 0.                 0.                 0.                 6.6853E+06         4.1891E+06         0.                 6.6853E+06        34.1196E+03        10.8942E+06        14.3396E+03        -2.07126E-03       -1.3518E-03         6.45704E-03        4.98443E-03        0.                 0.               -52.3258E+06        54.6447E+06         1.25912E+09        1.0289E+09        -2.44451E-03       11.9098E-03        -3.98472           37.6711     
              795.455E-06       -953.16             -27.3188E+03         0.                 0.                 0.                 0.                12.2878E+06         4.77678E+06        0.                12.2878E+06        53.8159E+03        17.1208E+06        -2.36001E+03       -2.54437E-03       -2.1111E-03         8.25999E-03        7.36868E-03        0.                 0.               -26.5193E+06        37.266E+06          1.63484E+09        1.49474E+09       -2.80898E-03       16.3389E-03        -3.26145           37.4238     
              909.091E-06          3.77503E+03      -40.357E+03          0.                 0.                 0.                 0.                19.3778E+06         4.58301E+06        0.                19.3778E+06        68.6383E+03        24.0374E+06        -7.91283E+03       -3.04165E-03       -2.96293E-03        9.67744E-03        9.97322E-03        0.                 0.               -54.3606E+06         9.62607E+06        1.90146E+09        1.99841E+09       -3.18575E-03       20.4152E-03        -3.10112           33.5786     
