
                             A:A1 PI: HOST-1 N  A:A1 PI: TRUSS-1   A:A2 PI: HOST-1 N  A:A2 PI: TRUSS-1   ALLAE Whole Model  ALLCD Whole Model  ALLDMD Whole Mode  ALLFD Whole Model  ALLIE Whole Model  ALLKE Whole Model  ALLPD Whole Model  ALLSE Whole Model  ALLVD Whole Model  ALLWK Whole Model  ETOTAL Whole Mode  LE:LE11 PI: HOST-  LE:LE11 PI: TRUSS  LE:LE22 PI: HOST-  LE:LE22 PI: TRUSS  RF:RF1 PI: HOST-1  RF:RF1 PI: TRUSS-  RF:RF2 PI: HOST-1  RF:RF2 PI: TRUSS-  S:S11 PI: HOST-1   S:S11 PI: TRUSS-1  S:S22 PI: HOST-1   S:S22 PI: TRUSS-1  U:U1 PI: HOST-1 N  U:U1 PI: TRUSS-1   U:U2 PI: HOST-1 N  U:U2 PI: TRUSS-1   V:V1 PI: HOST-1 N  V:V1 PI: TRUSS-1   V:V2 PI: HOST-1 N  V:V2 PI: TRUSS-1 
                  X                 : 1                N: 1               : 1                N: 1                -1                 -1                l-1                 -1                 -1                 -1                 -1                 -1                 -1                 -1                l-1          1 E: 1 Centroid    -1 E: 1 Centroid   1 E: 1 Centroid    -1 E: 1 Centroid         N: 1              1 N: 1              N: 1              1 N: 1         E: 1 Centroid       E: 1 Centroid     E: 1 Centroid       E: 1 Centroid          : 1                N: 1               : 1                N: 1               : 1                N: 1               : 1                N: 1      

                0.                -2.27504E+03       -1.13752E+03        0.                 0.                 0.                 0.                 0.                 0.                 0.                51.7969E+03         0.                 0.                 0.                 0.                51.7969E+03         0.                 0.                 0.                 0.                 0.                 0.                 2.43998E+06        0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 5.                 1.25       
               91.7431E-06       -13.2516E+03        -6.62579E+03        0.                 0.                 0.                 0.                 0.                 0.                29.4313E+03        53.8742E+03         0.                29.4313E+03         3.95066E+03       34.0262E+03        53.23E+03          -9.59639E-06      458.612E-06        458.612E-06          0.                 0.                 0.                34.6486E+06         0.                49.222E+06         91.7265E+06       121.234E+06          0.                -9.57427E-06       -4.78714E-06      458.716E-06        114.679E-06       -712.23E-03        -356.115E-03          5.                 1.25       
              183.486E-06        -13.8228E+03        -6.9114E+03         0.                 0.                 0.                 0.                 0.                 0.               100.516E+03         67.4348E+03         0.               100.516E+03          5.44789E+03      120.691E+03         52.7077E+03      -130.662E-06        917.014E-06        917.014E-06          0.                 0.                 0.                59.8165E+06         0.                55.5153E+06       183.414E+06        216.669E+06          0.              -130.684E-06        -65.3422E-06       917.431E-06        229.358E-06         -1.95417         -977.087E-03          5.                 1.25       
              275.229E-06         -3.90025E+03       -1.95012E+03        0.                 0.                 0.                 0.                 0.                 0.               208.801E+03         83.1529E+03         0.               208.801E+03          5.69011E+03      247.298E+03         50.3459E+03      -368.246E-06          1.37521E-03        1.37521E-03        0.                 0.                 0.                78.1843E+06         0.                17.0093E+06       275.044E+06        285.183E+06          0.              -368.138E-06       -184.069E-06          1.37615E-03      344.037E-06         -2.76716           -1.38358            5.                 1.25       
              366.972E-06          8.31218E+03        4.15609E+03        0.                 0.                 0.                 0.                 0.                 0.               372.74E+03          78.7341E+03         0.               372.74E+03           6.03337E+03      406.494E+03         51.0132E+03      -638.57E-06           1.83319E-03        1.83319E-03        0.                 0.                 0.                95.3396E+06         0.               -34.1797E+06       366.666E+06        346.044E+06          0.              -638.42E-06        -319.21E-06           1.83486E-03      458.716E-06         -2.56477           -1.28239            5.                 1.25       
              458.716E-06         13.4232E+03         6.71159E+03        0.                 0.                 0.                 0.                 0.                 0.               586.293E+03         61.8616E+03         0.               586.293E+03          6.29162E+03      601.662E+03         52.7846E+03      -839.109E-06          2.29096E-03        2.29096E-03        0.                 0.                 0.               117.394E+06          0.               -58.4827E+06       458.227E+06        422.996E+06          0.              -838.739E-06       -419.37E-06           2.29358E-03      573.394E-06         -1.56774         -783.87E-03           5.                 1.25       
              550.459E-06          8.04098E+03        4.02049E+03        0.                 0.                 0.                 0.                 0.                 0.               835.134E+03         53.1894E+03         0.               835.134E+03          7.39279E+03      843.608E+03         52.1082E+03      -926.521E-06          2.74852E-03        2.74852E-03        0.                 0.                 0.               146.327E+06          0.               -39.3224E+06       549.791E+06        525.983E+06          0.              -926.078E-06       -463.039E-06          2.75229E-03      688.073E-06       -583.146E-03       -291.573E-03          5.                 1.25       
              642.202E-06         -3.05993E+03       -1.52996E+03        0.                 0.                 0.                 0.                 0.                 0.                 1.13094E+06       52.312E+03          0.                 1.13094E+06       10.1986E+03         1.14186E+06       51.59E+03        -946.187E-06          3.20588E-03        3.20585E-03        0.                 0.                 0.               178.764E+06          0.                 5.86822E+06      641.284E+06        644.547E+06          0.              -945.738E-06       -472.869E-06          3.21101E-03      802.752E-06       -354.657E-03       -177.328E-03          5.                 1.25       
