
                             A:A1 PI: HOST-1 N  A:A1 PI: TRUSS-1   A:A2 PI: HOST-1 N  A:A2 PI: TRUSS-1   ALLAE Whole Model  ALLCD Whole Model  ALLDMD Whole Mode  ALLFD Whole Model  ALLIE Whole Model  ALLKE Whole Model  ALLPD Whole Model  ALLSE Whole Model  ALLVD Whole Model  ALLWK Whole Model  ETOTAL Whole Mode  LE:LE11 PI: HOST-  LE:LE11 PI: TRUSS  LE:LE22 PI: HOST-  LE:LE22 PI: TRUSS  RF:RF1 PI: HOST-1  RF:RF1 PI: TRUSS-  RF:RF2 PI: HOST-1  RF:RF2 PI: TRUSS-  S:S11 PI: HOST-1   S:S11 PI: TRUSS-1  S:S22 PI: HOST-1   S:S22 PI: TRUSS-1  U:U1 PI: HOST-1 N  U:U1 PI: TRUSS-1   U:U2 PI: HOST-1 N  U:U2 PI: TRUSS-1   V:V1 PI: HOST-1 N  V:V1 PI: TRUSS-1   V:V2 PI: HOST-1 N  V:V2 PI: TRUSS-1 
                  X                 : 1                N: 1               : 1                N: 1                -1                 -1                l-1                 -1                 -1                 -1                 -1                 -1                 -1                 -1                l-1          1 E: 1 Centroid    -1 E: 1 Centroid   1 E: 1 Centroid    -1 E: 1 Centroid         N: 1              1 N: 1              N: 1              1 N: 1         E: 1 Centroid       E: 1 Centroid     E: 1 Centroid       E: 1 Centroid          : 1                N: 1               : 1                N: 1               : 1                N: 1               : 1                N: 1      

                0.                -2.40633E+03       -1.80475E+03        0.                 0.                 0.                 0.                 0.                 0.                 0.                50.7E+03            0.                 0.                 0.                 0.                50.7E+03            0.                 0.                 0.                 0.                 0.                 0.                 2.44002E+06        0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 5.                 0.         
              112.36E-06         -16.4012E+03       -12.3003E+03         0.                 0.               284.812E-06          0.                 0.                 0.                41.8541E+03        55.1516E+03         0.                41.8541E+03         4.72105E+03       47.7326E+03        53.9941E+03       -15.1993E-06       561.676E-06        561.676E-06          0.                 0.                 0.                40.0415E+06         0.                58.9763E+06       112.353E+06        147.7E+06            0.               -15.1896E-06       -11.3922E-06       561.798E-06          0.                -1.0566          -792.418E-03          5.                 0.         
              224.719E-06         -9.85888E+03       -7.39446E+03        0.                 0.              -569.618E-06          0.                 0.                 0.               134.997E+03         76.2619E+03         0.               134.997E+03          5.52226E+03      165.342E+03         51.4391E+03      -237.434E-06          1.12292E-03        1.12292E-03        0.                 0.                 0.                64.6303E+06         0.                38.3033E+06       224.597E+06        247.541E+06          0.              -237.439E-06       -178.071E-06          1.1236E-03         0.                -2.53189           -1.89886            5.                 0.         
              337.079E-06          7.96686E+03        5.97628E+03        0.                 0.               740.463E-06          0.                 0.                 0.               297.459E+03         78.4526E+03         0.               297.459E+03          5.80317E+03      330.741E+03         50.9742E+03      -584.296E-06          1.68396E-03        1.68396E-03        0.                 0.                 0.                82.5743E+06         0.               -30.406E+06        336.805E+06        318.624E+06          0.              -584.153E-06       -438.103E-06          1.68539E-03        0.                -2.63818           -1.97854            5.                 0.         
              449.438E-06         14.6965E+03        11.0218E+03         0.                 0.              -227.815E-06          0.                 0.                 0.               533.841E+03         58.1282E+03         0.               533.841E+03          6.03782E+03      544.727E+03         53.2801E+03      -830.593E-06          2.24469E-03        2.24469E-03        0.                 0.                 0.               107.873E+06          0.               -60.485E+06        448.978E+06        412.82E+06           0.              -830.289E-06       -622.686E-06          2.24719E-03        0.                -1.36496           -1.02359            5.                 0.         
              561.798E-06          3.17394E+03        2.37994E+03        0.                 0.              -227.762E-06          0.                 0.                 0.               819.896E+03         51.2195E+03         0.               819.896E+03          7.87881E+03      828.228E+03         50.7659E+03      -891.248E-06          2.80511E-03        2.80505E-03        0.                 0.                 0.               144.444E+06          0.               -19.0533E+06       561.124E+06        549.706E+06          0.              -890.886E-06       -668.123E-06          2.80899E-03        0.              -361.007E-03       -270.683E-03          5.                 0.         
              674.157E-06        -11.1656E+03        -8.37537E+03        0.                 0.              -227.962E-06          0.                 0.                 0.                 1.18254E+06       53.3164E+03         0.                 1.18254E+06       11.6634E+03         1.19532E+06       52.199E+03       -911.778E-06          3.36509E-03        3.36509E-03        0.                 0.                 0.               182.27E+06           0.                37.8434E+06       673.154E+06        695.719E+06          0.              -911.414E-06       -683.514E-06          3.37079E-03        0.              -809.976E-03       -607.505E-03          5.                 0.         
              786.517E-06        -10.797E+03         -8.09865E+03        0.                 0.                 0.                 0.                 0.                 0.                 1.6081E+06        67.3602E+03         0.                 1.6081E+06        13.1933E+03         1.63679E+06       51.8603E+03        -1.07345E-03        3.92488E-03        3.92488E-03        0.                 0.                 0.               210.636E+06          0.                40.328E+06        785.127E+06        809.191E+06          0.                -1.0729E-03      -804.641E-06          3.93258E-03        0.                -2.04383           -1.53301            5.                 0.         
