
                             A:A1 PI: HOST-1 N  A:A1 PI: TRUSS-1   A:A2 PI: HOST-1 N  A:A2 PI: TRUSS-1   ALLAE Whole Model  ALLCD Whole Model  ALLDMD Whole Mode  ALLFD Whole Model  ALLIE Whole Model  ALLKE Whole Model  ALLPD Whole Model  ALLSE Whole Model  ALLVD Whole Model  ALLWK Whole Model  ETOTAL Whole Mode  LE:LE11 PI: HOST-  LE:LE11 PI: HOST-  LE:LE11 PI: TRUSS  LE:LE22 PI: HOST-  LE:LE22 PI: HOST-  LE:LE22 PI: TRUSS  RF:RF1 PI: HOST-1  RF:RF1 PI: TRUSS-  RF:RF2 PI: HOST-1  RF:RF2 PI: TRUSS-  S:S11 PI: HOST-1   S:S11 PI: HOST-1   S:S11 PI: TRUSS-1  S:S22 PI: HOST-1   S:S22 PI: HOST-1   S:S22 PI: TRUSS-1  U:U1 PI: HOST-1 N  U:U1 PI: TRUSS-1   U:U2 PI: HOST-1 N  U:U2 PI: TRUSS-1   V:V1 PI: HOST-1 N  V:V1 PI: TRUSS-1   V:V2 PI: HOST-1 N  V:V2 PI: TRUSS-1 
                  X                 : 1                N: 2               : 1                N: 2                -1                 -1                l-1                 -1                 -1                 -1                 -1                 -1                 -1                 -1                l-1          1 E: 1 Centroid    1 E: 2 Centroid    -1 E: 1 Centroid   1 E: 1 Centroid    1 E: 2 Centroid    -1 E: 1 Centroid         N: 1              1 N: 2              N: 1              1 N: 2         E: 1 Centroid      E: 2 Centroid       E: 1 Centroid     E: 1 Centroid      E: 2 Centroid       E: 1 Centroid          : 1                N: 2               : 1                N: 2               : 1                N: 2               : 1                N: 2      

                0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.               -14.9012E-09       -14.9012E-09         0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.         
              113.636E-06          0.                 0.                52.9773E+03        26.4887E+03         0.                 0.                 0.                 0.                 0.                18.5515E+03         0.                 0.                 0.                 0.                18.5515E+03         0.                 0.                 0.               -14.9012E-09       -14.9012E-09         0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 3.01008            1.50504    
              227.273E-06        -20.6273E+03        -7.73524E+03       59.0654E+03        40.8151E+03         0.                 0.                 0.                 0.                65.2745E+03       193.26E+03           0.                65.2745E+03         3.50912E+03      233.219E+03         28.8252E+03         0.                 0.               341.953E-06        683.908E-06        -14.9012E-09         0.                 0.                 0.                 0.                 0.                78.8816E+06         0.                68.3787E+06       184.057E+06          0.                 0.                 0.                 0.               684.108E-06        342.054E-06         -1.17201         -439.503E-03          9.37614            5.32912    
              340.909E-06        -32.1446E+03       -12.584E+03         49.0499E+03        46.2709E+03         0.                 0.                 0.                 0.               417.66E+03         664.887E+03          0.               417.66E+03          12.8637E+03         1.05528E+06       40.1281E+03      -199.754E-06        -66.621E-06          1.06493E-03        1.83784E-03      291.384E-06          0.                 0.                 0.                 0.                 0.               135.107E+06          7.99818E+06      212.99E+06         448.458E+06         63.0592E+06         0.              -266.365E-06        -99.8869E-06         2.13094E-03        1.21116E-03       -4.17041           -1.59401           15.5191            10.2772     
              454.545E-06        -10.3937E+03        -5.59299E+03       59.167E+03         48.4567E+03         0.                 0.                 0.                 0.                 1.15016E+06        1.53697E+06        0.                 1.15016E+06       19.259E+03          2.68561E+06       20.7763E+03      -724.74E-06        -277.984E-06          2.08815E-03        3.00096E-03        1.17431E-03        0.                 0.                 0.                 0.                 0.                67.2526E+06        28.5161E+06       417.661E+06        640.224E+06        251.9E+06            0.              -947.82E-06        -362.274E-06          4.21117E-03        2.67778E-03       -6.58736           -2.62679           21.6678            15.6594     
              568.182E-06         18.4319E+03         4.36204E+03       64.5195E+03        43.3025E+03         0.                 0.                 0.                 0.                 2.78064E+06        2.65404E+06        0.                 2.78064E+06       31.6292E+03         5.47261E+06       -6.29492E+03       -1.3947E-03      -657.884E-06          3.44695E-03        4.26173E-03        2.63126E-03        0.                 0.                 0.                 0.                 0.               -45.0802E+06        50.3362E+06       689.494E+06        824.845E+06        556.154E+06          0.                -1.76349E-03     -696.885E-06          7.05543E-03        4.77013E-03       -6.13064           -2.69673           28.6954            20.873      
              681.818E-06         20.1158E+03         5.38245E+03       30.2539E+03        26.1279E+03         0.                 0.                 0.                 0.                 6.01444E+06        3.68305E+06        0.                 6.01444E+06       51.9826E+03         9.79468E+06      -45.2093E+03        -1.95216E-03       -1.19245E-03        5.16841E-03        5.86615E-03        4.47008E-03        0.                 0.                 0.                 0.                 0.               -74.5897E+06        56.6814E+06         1.03397E+09        1.12773E+09      927.4E+06            0.                -2.34115E-03     -975.167E-06         10.7328E-03         7.42165E-03       -3.94043           -2.14307           34.0802            24.8179     
              795.455E-06          4.05568E+03      701.776            -21.4553E+03         3.04187E+03        0.                 0.                 0.                 0.                11.0964E+06         4.21975E+06        0.                11.0964E+06        82.9133E+03        15.4676E+06       -68.552E+03         -2.37066E-03       -1.86525E-03        7.07668E-03        7.55725E-03        6.5961E-03         0.                 0.                 0.                 0.                 0.               -40.6273E+06        42.8594E+06         1.41587E+09        1.48606E+09        1.34385E+09        0.                -2.65904E-03       -1.18395E-03       14.8009E-03        10.4106E-03        -2.56705           -1.79737           34.5802            26.4753     
