1.23266e-04 9.30416e+04  5.35886e+04 5.35886e+04 
2.46531e-04 1.20184e+05  1.71585e+05 1.98534e+05 
3.69776e-04 1.50331e+05  3.46118e+05 4.06573e+05 
4.92979e-04 1.36572e+05  6.18624e+05 6.63700e+05 
6.16135e-04 1.02958e+05  9.68511e+05 9.78231e+05 
7.39261e-04 9.05420e+04  1.37256e+06 1.37264e+06 
8.62376e-04 9.04513e+04  1.86428e+06 1.86435e+06 
9.85491e-04 1.01152e+05  2.44319e+06 2.45165e+06 
1.10860e-03 1.29083e+05  3.07794e+06 3.11592e+06 
1.23167e-03 1.40678e+05  3.78680e+06 3.83766e+06 
1.35471e-03 1.18594e+05  4.58568e+06 4.61243e+06 
1.47770e-03 9.63168e+04  5.44877e+06 5.45354e+06 
1.60068e-03 9.08885e+04  6.37890e+06 6.38004e+06 
1.72364e-03 9.39654e+04  7.39767e+06 7.40066e+06 
1.84661e-03 1.10573e+05  8.48814e+06 8.50706e+06 
1.96955e-03 1.31325e+05  9.64009e+06 9.68144e+06 
2.09246e-03 1.28043e+05  1.08738e+07 1.09116e+07 
2.21533e-03 1.06665e+05  1.21853e+07 1.22005e+07 
2.33817e-03 9.38616e+04  1.35595e+07 1.35630e+07 
2.46099e-03 9.24836e+04  1.50102e+07 1.50128e+07 
2.58381e-03 1.00036e+05  1.65420e+07 1.65509e+07 
2.70662e-03 1.17770e+05  1.81385e+07 1.81657e+07 
2.82940e-03 1.27652e+05  1.98047e+07 1.98427e+07 
2.95214e-03 1.16242e+05  2.15512e+07 2.15768e+07 
3.07485e-03 9.99949e+04  2.33666e+07 2.33759e+07 
3.19754e-03 9.36629e+04  2.52495e+07 2.52534e+07 
3.32022e-03 9.57758e+04  2.72111e+07 2.72166e+07 
3.44288e-03 1.06880e+05  2.92451e+07 2.92613e+07 
3.56553e-03 1.20692e+05  3.13444e+07 3.13752e+07 
3.68814e-03 1.20609e+05  3.35180e+07 3.35487e+07 
3.81073e-03 1.07381e+05  3.57660e+07 3.57828e+07 
3.93328e-03 9.70051e+04  3.80802e+07 3.80872e+07 
4.05582e-03 9.50356e+04  4.04665e+07 4.04718e+07 
4.17835e-03 1.00527e+05  4.29283e+07 4.29385e+07 
4.30086e-03 1.12265e+05  4.54575e+07 4.54796e+07 
4.42335e-03 1.19311e+05  4.80552e+07 4.80848e+07 
4.54580e-03 1.12992e+05  5.07270e+07 5.07499e+07 
4.66823e-03 1.01870e+05  5.34680e+07 5.34796e+07 
4.79063e-03 9.63823e+04  5.62767e+07 5.62833e+07 
4.91302e-03 9.77953e+04  5.91586e+07 5.91665e+07 
5.03539e-03 1.05586e+05  6.21113e+07 6.21266e+07 
5.15775e-03 1.14701e+05  6.51304e+07 6.51553e+07 
5.28008e-03 1.15118e+05  6.82203e+07 6.82456e+07 
5.40238e-03 1.06729e+05  7.13810e+07 7.13976e+07 
5.52465e-03 9.91529e+04  7.46088e+07 7.46181e+07 
5.64690e-03 9.73986e+04  7.79063e+07 7.79139e+07 
5.76914e-03 1.01502e+05  8.12751e+07 8.12866e+07 
5.89136e-03 1.09468e+05  8.47114e+07 8.47309e+07 
6.01356e-03 1.14041e+05  8.82153e+07 8.82396e+07 
6.13573e-03 1.10072e+05  9.17893e+07 9.18095e+07 
6.25787e-03 1.02574e+05  9.54313e+07 9.54439e+07 
6.38000e-03 9.84862e+04  9.91406e+07 9.91493e+07 
6.50210e-03 9.96191e+04  1.02920e+08 1.02929e+08 
6.62419e-03 1.05230e+05  1.06767e+08 1.06783e+08 
6.74625e-03 1.11167e+05  1.10681e+08 1.10703e+08 
6.86830e-03 1.11265e+05  1.14664e+08 1.14685e+08 
6.99031e-03 1.05692e+05  1.18714e+08 1.18730e+08 
7.11231e-03 1.00455e+05  1.22831e+08 1.22842e+08 
7.23428e-03 9.92927e+04  1.27016e+08 1.27025e+08 
7.35623e-03 1.02479e+05  1.31269e+08 1.31281e+08 
7.47817e-03 1.07916e+05  1.35588e+08 1.35606e+08 
7.60008e-03 1.10619e+05  1.39974e+08 1.39995e+08 
7.72197e-03 1.07771e+05  1.44427e+08 1.44445e+08 
7.84383e-03 1.02713e+05  1.48947e+08 1.48960e+08 
7.96567e-03 9.99798e+04  1.53533e+08 1.53543e+08 
8.08750e-03 1.01082e+05  1.58187e+08 1.58198e+08 
8.20930e-03 1.05170e+05  1.62906e+08 1.62922e+08 
8.33109e-03 1.08915e+05  1.67692e+08 1.67711e+08 
8.45285e-03 1.08569e+05  1.72543e+08 1.72562e+08 
8.57458e-03 1.04701e+05  1.77461e+08 1.77476e+08 
8.69630e-03 1.01231e+05  1.82444e+08 1.82455e+08 
8.81799e-03 1.00709e+05  1.87493e+08 1.87504e+08 
8.93966e-03 1.03257e+05  1.92608e+08 1.92621e+08 
9.06132e-03 1.06916e+05  1.97788e+08 1.97805e+08 
9.18295e-03 1.08285e+05  2.03033e+08 2.03051e+08 
9.30456e-03 1.06051e+05  2.08343e+08 2.08359e+08 
9.42614e-03 1.02646e+05  2.13718e+08 2.13731e+08 
9.54771e-03 1.01023e+05  2.19159e+08 2.19170e+08 
9.66925e-03 1.02163e+05  2.24664e+08 2.24676e+08 
9.79078e-03 1.05126e+05  2.30234e+08 2.30249e+08 
9.91228e-03 1.07337e+05  2.35868e+08 2.35886e+08 
1.00000e-02 1.07199e+05  2.39976e+08 2.39994e+08 
