1.64354e-05 7.80086e+07  1.97966e+06 1.97966e+06 
3.28708e-05 7.81053e+07  7.26672e+06 7.35259e+06 
4.93054e-05 7.84181e+07  1.51260e+07 1.55108e+07 
6.57380e-05 7.91013e+07  2.53084e+07 2.63612e+07 
8.21670e-05 8.03142e+07  3.75416e+07 3.97924e+07 
9.85905e-05 8.21961e+07  5.15581e+07 5.56781e+07 
1.15006e-04 8.48417e+07  6.71228e+07 7.38792e+07 
1.31412e-04 8.82808e+07  8.40574e+07 9.42484e+07 
1.47805e-04 9.24654e+07  1.02258e+08 1.16634e+08 
1.64184e-04 9.72651e+07  1.21702e+08 1.40884e+08 
1.80544e-04 1.02472e+08  1.42453e+08 1.66852e+08 
1.96884e-04 1.07816e+08  1.64643e+08 1.94399e+08 
2.13202e-04 1.12987e+08  1.88458e+08 2.23400e+08 
2.29496e-04 1.17663e+08  2.14114e+08 2.53745e+08 
2.45763e-04 1.21536e+08  2.41826e+08 2.85344e+08 
2.62002e-04 1.24349e+08  2.71786e+08 3.18127e+08 
2.78213e-04 1.25912e+08  3.04134e+08 3.52044e+08 
2.94394e-04 1.26124e+08  3.38947e+08 3.87069e+08 
3.10546e-04 1.24980e+08  3.76223e+08 4.23197e+08 
3.26668e-04 1.22569e+08  4.15887e+08 4.60442e+08 
3.42762e-04 1.19067e+08  4.57798e+08 4.98839e+08 
3.58827e-04 1.14717e+08  5.01761e+08 5.38438e+08 
3.74866e-04 1.09806e+08  5.47553e+08 5.79305e+08 
3.90881e-04 1.04639e+08  5.94944e+08 6.21518e+08 
4.06873e-04 9.95125e+07  6.43725e+08 6.65162e+08 
4.22844e-04 9.46889e+07  6.93725e+08 7.10333e+08 
4.38796e-04 9.03773e+07  7.44833e+08 7.57126e+08 
4.54733e-04 8.67201e+07  7.97004e+08 8.05643e+08 
4.70656e-04 8.37870e+07  8.50266e+08 8.55978e+08 
4.86568e-04 8.15775e+07  9.04713e+08 9.08227e+08 
5.02471e-04 8.00302e+07  9.60494e+08 9.62474e+08 
5.18367e-04 7.90382e+07  1.01779e+09 1.01880e+09 
5.34258e-04 7.84692e+07  1.07681e+09 1.07726e+09 
5.50145e-04 7.81869e+07  1.13773e+09 1.13791e+09 
5.66031e-04 7.80717e+07  1.20071e+09 1.20078e+09 
5.81915e-04 7.80382e+07  1.26585e+09 1.26589e+09 
5.97798e-04 7.80472e+07  1.33318e+09 1.33323e+09 
6.13680e-04 7.81100e+07  1.40267e+09 1.40277e+09 
6.29561e-04 7.82857e+07  1.47422e+09 1.47448e+09 
6.45441e-04 7.86703e+07  1.54765e+09 1.54829e+09 
6.61317e-04 7.93802e+07  1.62277e+09 1.62411e+09 
6.77190e-04 8.05312e+07  1.69937e+09 1.70185e+09 
6.93057e-04 8.22166e+07  1.77723e+09 1.78139e+09 
7.08916e-04 8.44867e+07  1.85618e+09 1.86260e+09 
7.24766e-04 8.73343e+07  1.93609e+09 1.94536e+09 
7.40604e-04 9.06855e+07  2.01692e+09 2.02954e+09 
7.56429e-04 9.44011e+07  2.09866e+09 2.11500e+09 
7.72237e-04 9.82847e+07  2.18139e+09 2.20163e+09 
7.88028e-04 1.02100e+08  2.26524e+09 2.28931e+09 
8.03799e-04 1.05595e+08  2.35037e+09 2.37794e+09 
8.19548e-04 1.08523e+08  2.43693e+09 2.46744e+09 
8.35276e-04 1.10672e+08  2.52508e+09 2.55775e+09 
8.50980e-04 1.11886e+08  2.61494e+09 2.64882e+09 
8.66660e-04 1.12080e+08  2.70656e+09 2.74063e+09 
8.82316e-04 1.11247e+08  2.79994e+09 2.83318e+09 
8.97948e-04 1.09458e+08  2.89505e+09 2.92649e+09 
9.13557e-04 1.06857e+08  2.99175e+09 3.02059e+09 
9.29142e-04 1.03638e+08  3.08992e+09 3.11553e+09 
9.44707e-04 1.00032e+08  3.18938e+09 3.21137e+09 
9.60251e-04 9.62784e+07  3.28998e+09 3.30820e+09 
9.75777e-04 9.26033e+07  3.39156e+09 3.40610e+09 
9.91287e-04 8.92008e+07  3.49402e+09 3.50516e+09 
1.00678e-03 8.62167e+07  3.59731e+09 3.60547e+09 
1.02226e-03 8.37399e+07  3.70144e+09 3.70712e+09 
1.03773e-03 8.18008e+07  3.80645e+09 3.81020e+09 
1.05320e-03 8.03770e+07  3.91247e+09 3.91481e+09 
1.06865e-03 7.94044e+07  4.01963e+09 4.02100e+09 
1.08410e-03 7.87931e+07  4.12808e+09 4.12885e+09 
1.09955e-03 7.84451e+07  4.23798e+09 4.23841e+09 
1.11499e-03 7.82720e+07  4.34944e+09 4.34970e+09 
1.13043e-03 7.82095e+07  4.46254e+09 4.46275e+09 
1.14587e-03 7.82275e+07  4.57732e+09 4.57754e+09 
1.16131e-03 7.83338e+07  4.69375e+09 4.69407e+09 
1.17674e-03 7.85715e+07  4.81174e+09 4.81229e+09 
1.19217e-03 7.90090e+07  4.93117e+09 4.93215e+09 
1.20760e-03 7.97266e+07  5.05187e+09 5.05357e+09 
1.22303e-03 8.07990e+07  5.17370e+09 5.17646e+09 
1.23844e-03 8.22783e+07  5.29649e+09 5.30073e+09 
1.25385e-03 8.41788e+07  5.42013e+09 5.42626e+09 
1.26926e-03 8.64674e+07  5.54454e+09 5.55296e+09 
1.28465e-03 8.90596e+07  5.66970e+09 5.68071e+09 
1.30002e-03 9.18242e+07  5.79562e+09 5.80940e+09 
1.31539e-03 9.45930e+07  5.92238e+09 5.93894e+09 
1.33073e-03 9.71784e+07  6.05008e+09 6.06923e+09 
1.34606e-03 9.93920e+07  6.17883e+09 6.20021e+09 
1.36138e-03 1.01066e+08  6.30876e+09 6.33181e+09 
1.37667e-03 1.02073e+08  6.43994e+09 6.46400e+09 
1.39194e-03 1.02335e+08  6.57242e+09 6.59675e+09 
1.40720e-03 1.01839e+08  6.70623e+09 6.73006e+09 
1.42243e-03 1.00631e+08  6.84132e+09 6.86394e+09 
1.43764e-03 9.88149e+07  6.97762e+09 6.99842e+09 
1.45284e-03 9.65350e+07  7.11504e+09 7.13355e+09 
1.46802e-03 9.39639e+07  7.25345e+09 7.26938e+09 
1.48318e-03 9.12815e+07  7.39274e+09 7.40598e+09 
1.49833e-03 8.86571e+07  7.53281e+09 7.54343e+09 
1.51346e-03 8.62333e+07  7.67361e+09 7.68180e+09 
1.52858e-03 8.41149e+07  7.81511e+09 7.82119e+09 
1.54369e-03 8.23628e+07  7.95734e+09 7.96166e+09 
1.55879e-03 8.09941e+07  8.10034e+09 8.10330e+09 
1.57388e-03 7.99880e+07  8.24422e+09 8.24618e+09 
1.58897e-03 7.92961e+07  8.38908e+09 8.39035e+09 
1.60405e-03 7.88554e+07  8.53504e+09 8.53588e+09 
1.61912e-03 7.86025e+07  8.68219e+09 8.68279e+09 
1.63420e-03 7.84857e+07  8.83062e+09 8.83110e+09 
1.64927e-03 7.84748e+07  8.98035e+09 8.98082e+09 
1.66434e-03 7.85655e+07  9.13138e+09 9.13194e+09 
1.67940e-03 7.87788e+07  9.28366e+09 9.28443e+09 
1.69447e-03 7.91550e+07  9.43711e+09 9.43825e+09 
1.70953e-03 7.97442e+07  9.59161e+09 9.59333e+09 
1.72458e-03 8.05931e+07  9.74705e+09 9.74962e+09 
1.73963e-03 8.17325e+07  9.90332e+09 9.90702e+09 
1.75467e-03 8.31658e+07  1.00603e+10 1.00654e+10 
1.76970e-03 8.48617e+07  1.02180e+10 1.02248e+10 
1.78473e-03 8.67521e+07  1.03763e+10 1.03850e+10 
1.79974e-03 8.87350e+07  1.05353e+10 1.05460e+10 
1.81474e-03 9.06839e+07  1.06950e+10 1.07077e+10 
1.82973e-03 9.24604e+07  1.08555e+10 1.08700e+10 
1.84470e-03 9.39296e+07  1.10169e+10 1.10328e+10 
1.85965e-03 9.49759e+07  1.11792e+10 1.11962e+10 
1.87459e-03 9.55164e+07  1.13425e+10 1.13600e+10 
1.88952e-03 9.55103e+07  1.15068e+10 1.15243e+10 
1.90443e-03 9.49633e+07  1.16721e+10 1.16890e+10 
1.91932e-03 9.39262e+07  1.18384e+10 1.18543e+10 
1.93419e-03 9.24884e+07  1.20056e+10 1.20200e+10 
1.94905e-03 9.07664e+07  1.21736e+10 1.21863e+10 
1.96390e-03 8.88902e+07  1.23424e+10 1.23533e+10 
1.97873e-03 8.69891e+07  1.25119e+10 1.25209e+10 
1.99355e-03 8.51778e+07  1.26821e+10 1.26892e+10 
2.00836e-03 8.35469e+07  1.28528e+10 1.28584e+10 
2.02316e-03 8.21559e+07  1.30243e+10 1.30284e+10 
2.03795e-03 8.10322e+07  1.31963e+10 1.31993e+10 
2.05273e-03 8.01738e+07  1.33692e+10 1.33713e+10 
2.06751e-03 7.95564e+07  1.35428e+10 1.35443e+10 
