1.64354e-05 4.75517e+04  1.23858e+03 1.23858e+03 
3.28708e-05 4.76078e+04  4.55042e+03 4.60352e+03 
4.93062e-05 4.77879e+04  9.48501e+03 9.72175e+03 
6.57415e-05 4.81791e+04  1.58993e+04 1.65440e+04 
8.21768e-05 4.88706e+04  2.36393e+04 2.50121e+04 
9.86119e-05 4.99398e+04  3.25559e+04 3.50609e+04 
1.15047e-04 5.14405e+04  4.25206e+04 4.66195e+04 
1.31481e-04 5.33919e+04  5.34382e+04 5.96142e+04 
1.47916e-04 5.57730e+04  6.52554e+04 7.39693e+04 
1.64350e-04 5.85196e+04  7.79660e+04 8.96102e+04 
1.80783e-04 6.15272e+04  9.16095e+04 1.06465e+05 
1.97216e-04 6.46578e+04  1.06266e+05 1.24465e+05 
2.13649e-04 6.77501e+04  1.22047e+05 1.43551e+05 
2.30081e-04 7.06328e+04  1.39083e+05 1.63667e+05 
2.46512e-04 7.31387e+04  1.57507e+05 1.84771e+05 
2.62943e-04 7.51192e+04  1.77446e+05 2.06827e+05 
2.79372e-04 7.64566e+04  1.99002e+05 2.29813e+05 
2.95801e-04 7.70739e+04  2.22245e+05 2.53716e+05 
3.12230e-04 7.69410e+04  2.47208e+05 2.78537e+05 
3.28657e-04 7.60763e+04  2.73882e+05 3.04287e+05 
3.45084e-04 7.45445e+04  3.02220e+05 3.30988e+05 
3.61510e-04 7.24495e+04  3.32143e+05 3.58671e+05 
3.77935e-04 6.99252e+04  3.63549e+05 3.87379e+05 
3.94360e-04 6.71235e+04  3.96324e+05 4.17161e+05 
4.10784e-04 6.42009e+04  4.30356e+05 4.48073e+05 
4.27207e-04 6.13067e+04  4.65548e+05 4.80175e+05 
4.43630e-04 5.85712e+04  5.01823e+05 5.13532e+05 
4.60052e-04 5.60975e+04  5.39136e+05 5.48208e+05 
4.76474e-04 5.39562e+04  5.77479e+05 5.84270e+05 
4.92895e-04 5.21833e+04  6.16875e+05 6.21780e+05 
5.09317e-04 5.07826e+04  6.57380e+05 6.60798e+05 
5.25738e-04 4.97299e+04  6.99076e+05 7.01378e+05 
5.42158e-04 4.89808e+04  7.42057e+05 7.43568e+05 
5.58579e-04 4.84792e+04  7.86424e+05 7.87407e+05 
5.74999e-04 4.81670e+04  8.32271e+05 8.32926e+05 
5.91419e-04 4.79919e+04  8.79674e+05 8.80146e+05 
6.07839e-04 4.79153e+04  9.28688e+05 9.29080e+05 
6.24259e-04 4.79164e+04  9.79335e+05 9.79729e+05 
6.40679e-04 4.79944e+04  1.03161e+06 1.03208e+06 
6.57099e-04 4.81676e+04  1.08547e+06 1.08612e+06 
6.73519e-04 4.84695e+04  1.14085e+06 1.14183e+06 
6.89938e-04 4.89431e+04  1.19768e+06 1.19915e+06 
7.06358e-04 4.96338e+04  1.25585e+06 1.25806e+06 
7.22777e-04 5.05811e+04  1.31529e+06 1.31850e+06 
7.39196e-04 5.18114e+04  1.37590e+06 1.38041e+06 
7.55615e-04 5.33313e+04  1.43762e+06 1.44375e+06 
7.72033e-04 5.51239e+04  1.50041e+06 1.50845e+06 
7.88451e-04 5.71464e+04  1.56426e+06 1.57446e+06 
8.04869e-04 5.93314e+04  1.62918e+06 1.64171e+06 
8.21286e-04 6.15904e+04  1.69521e+06 1.71016e+06 
8.37703e-04 6.38199e+04  1.76243e+06 1.77975e+06 
8.54119e-04 6.59088e+04  1.83089e+06 1.85045e+06 
8.70535e-04 6.77476e+04  1.90069e+06 1.92221e+06 
8.86949e-04 6.92367e+04  1.97189e+06 1.99500e+06 
9.03364e-04 7.02948e+04  2.04457e+06 2.06882e+06 
9.19777e-04 7.08655e+04  2.11878e+06 2.14363e+06 
9.36190e-04 7.09213e+04  2.19454e+06 2.21945e+06 
9.52603e-04 7.04656e+04  2.27185e+06 2.29627e+06 
9.69014e-04 6.95322e+04  2.35069e+06 2.37412e+06 
9.85425e-04 6.81813e+04  2.43103e+06 2.45301e+06 
1.00184e-03 6.64946e+04  2.51279e+06 2.53298e+06 
1.01825e-03 6.45680e+04  2.59593e+06 2.61405e+06 
1.03465e-03 6.25037e+04  2.68036e+06 2.69628e+06 
1.05106e-03 6.04021e+04  2.76603e+06 2.77971e+06 
1.06747e-03 5.83552e+04  2.85289e+06 2.86438e+06 
1.08388e-03 5.64399e+04  2.94090e+06 2.95036e+06 
1.10029e-03 5.47146e+04  3.03007e+06 3.03768e+06 
1.11669e-03 5.32169e+04  3.12038e+06 3.12640e+06 
1.13310e-03 5.19640e+04  3.21188e+06 3.21657e+06 
1.14950e-03 5.09548e+04  3.30461e+06 3.30823e+06 
1.16591e-03 5.01738e+04  3.39862e+06 3.40141e+06 
1.18232e-03 4.95962e+04  3.49398e+06 3.49615e+06 
1.19872e-03 4.91927e+04  3.59073e+06 3.59248e+06 
1.21513e-03 4.89352e+04  3.68893e+06 3.69041e+06 
1.23153e-03 4.88010e+04  3.78862e+06 3.78996e+06 
1.24793e-03 4.87762e+04  3.88981e+06 3.89112e+06 
