1.64354e-05 1.65576e+06  3.80513e+04 3.80513e+04 
3.28708e-05 1.65672e+06  1.42636e+05 1.43577e+05 
4.93061e-05 1.65985e+06  3.03292e+05 3.07533e+05 
6.57413e-05 1.66677e+06  5.17283e+05 5.28997e+05 
8.21761e-05 1.67931e+06  7.81487e+05 8.06868e+05 
9.86105e-05 1.69925e+06  1.09263e+06 1.13989e+06 
1.15044e-04 1.72822e+06  1.44753e+06 1.52665e+06 
1.31477e-04 1.76743e+06  1.84332e+06 1.96566e+06 
1.47909e-04 1.81755e+06  2.27766e+06 2.45533e+06 
1.64339e-04 1.87861e+06  2.74888e+06 2.99403e+06 
1.80767e-04 1.94988e+06  3.25612e+06 3.58009e+06 
1.97194e-04 2.02992e+06  3.79934e+06 4.21188e+06 
2.13618e-04 2.11656e+06  4.37935e+06 4.88780e+06 
2.30040e-04 2.20703e+06  4.99766e+06 5.60630e+06 
2.46459e-04 2.29813e+06  5.65643e+06 6.36598e+06 
2.62876e-04 2.38634e+06  6.35823e+06 7.16551e+06 
2.79289e-04 2.46810e+06  7.10587e+06 8.00375e+06 
2.95699e-04 2.53997e+06  7.90218e+06 8.87971e+06 
3.12105e-04 2.59888e+06  8.74977e+06 9.79258e+06 
3.28507e-04 2.64229e+06  9.65084e+06 1.07418e+07 
3.44906e-04 2.66834e+06  1.06070e+07 1.17268e+07 
3.61301e-04 2.67599e+06  1.16194e+07 1.27476e+07 
3.77692e-04 2.66504e+06  1.26880e+07 1.38042e+07 
3.94080e-04 2.63616e+06  1.38125e+07 1.48967e+07 
4.10463e-04 2.59080e+06  1.49916e+07 1.60255e+07 
4.26843e-04 2.53115e+06  1.62235e+07 1.71913e+07 
4.43219e-04 2.45992e+06  1.75060e+07 1.83949e+07 
4.59592e-04 2.38024e+06  1.88365e+07 1.96371e+07 
4.75961e-04 2.29540e+06  2.02125e+07 2.09191e+07 
4.92327e-04 2.20873e+06  2.16313e+07 2.22420e+07 
5.08691e-04 2.12332e+06  2.30910e+07 2.36070e+07 
5.25051e-04 2.04195e+06  2.45896e+07 2.50156e+07 
5.41409e-04 1.96688e+06  2.61260e+07 2.64690e+07 
5.57765e-04 1.89983e+06  2.76998e+07 2.79687e+07 
5.74119e-04 1.84186e+06  2.93111e+07 2.95159e+07 
5.90471e-04 1.79343e+06  3.09607e+07 3.11120e+07 
6.06822e-04 1.75441e+06  3.26500e+07 3.27583e+07 
6.23171e-04 1.72419e+06  3.43808e+07 3.44558e+07 
6.39519e-04 1.70178e+06  3.61552e+07 3.62057e+07 
6.55866e-04 1.68593e+06  3.79757e+07 3.80087e+07 
6.72213e-04 1.67531e+06  3.98443e+07 3.98658e+07 
6.88559e-04 1.66865e+06  4.17631e+07 4.17773e+07 
7.04904e-04 1.66484e+06  4.37338e+07 4.37439e+07 
7.21249e-04 1.66304e+06  4.57575e+07 4.57656e+07 
7.37594e-04 1.66278e+06  4.78347e+07 4.78425e+07 
7.53939e-04 1.66398e+06  4.99653e+07 4.99745e+07 
7.70283e-04 1.66693e+06  5.21488e+07 5.21612e+07 
7.86627e-04 1.67229e+06  5.43839e+07 5.44021e+07 
8.02970e-04 1.68095e+06  5.66688e+07 5.66964e+07 
8.19313e-04 1.69398e+06  5.90016e+07 5.90435e+07 
8.35655e-04 1.71247e+06  6.13799e+07 6.14421e+07 
8.51996e-04 1.73744e+06  6.38016e+07 6.38913e+07 
8.68336e-04 1.76966e+06  6.62645e+07 6.63897e+07 
8.84675e-04 1.80957e+06  6.87669e+07 6.89362e+07 
9.01013e-04 1.85718e+06  7.13073e+07 7.15293e+07 
9.17349e-04 1.91202e+06  7.38850e+07 7.41676e+07 
9.33684e-04 1.97309e+06  7.64997e+07 7.68498e+07 
9.50016e-04 2.03893e+06  7.91515e+07 7.95745e+07 
9.66346e-04 2.10761e+06  8.18414e+07 8.23404e+07 
9.82673e-04 2.17688e+06  8.45706e+07 8.51463e+07 
9.98998e-04 2.24427e+06  8.73406e+07 8.79910e+07 
1.01532e-03 2.30721e+06  9.01534e+07 9.08735e+07 
1.03164e-03 2.36320e+06  9.30109e+07 9.37930e+07 
1.04796e-03 2.40997e+06  9.59147e+07 9.67486e+07 
1.06427e-03 2.44558e+06  9.88665e+07 9.97399e+07 
1.08058e-03 2.46858e+06  1.01868e+08 1.02766e+08 
1.09688e-03 2.47806e+06  1.04919e+08 1.05828e+08 
1.11319e-03 2.47371e+06  1.08020e+08 1.08924e+08 
1.12949e-03 2.45585e+06  1.11171e+08 1.12056e+08 
1.14578e-03 2.42536e+06  1.14372e+08 1.15223e+08 
1.16207e-03 2.38368e+06  1.17621e+08 1.18426e+08 
1.17836e-03 2.33267e+06  1.20917e+08 1.21665e+08 
1.19465e-03 2.27449e+06  1.24258e+08 1.24942e+08 
1.21093e-03 2.21150e+06  1.27642e+08 1.28256e+08 
1.22721e-03 2.14609e+06  1.31068e+08 1.31609e+08 
