1.14474e-04 9.72777e-23
2.28949e-04 9.72777e-23
3.43423e-04 9.72777e-23
4.57898e-04 9.72777e-23
5.72372e-04 9.72777e-23
6.86846e-04 9.72777e-23
8.01321e-04 9.72777e-23
9.15795e-04 9.72777e-23
1.03027e-03 9.72777e-23
1.14474e-03 9.72777e-23
1.25922e-03 3.87741e-26
1.37369e-03 3.87741e-26
1.48817e-03 3.87741e-26
1.60264e-03 3.87741e-26
1.71712e-03 3.87741e-26
1.83159e-03 3.87741e-26
1.94606e-03 9.73294e-23
2.06054e-03 9.73294e-23
2.17501e-03 9.73294e-23
2.28949e-03 9.73294e-23
2.40396e-03 9.73294e-23
2.51844e-03 9.73294e-23
2.63291e-03 9.73294e-23
2.74739e-03 9.73294e-23
2.86186e-03 -6.46235e-27
2.97633e-03 -6.46235e-27
3.09081e-03 -6.46235e-27
3.20528e-03 -6.46235e-27
3.31976e-03 -6.46235e-27
3.43423e-03 -6.46235e-27
3.54871e-03 -6.46235e-27
3.66318e-03 -6.46235e-27
3.77766e-03 -6.46235e-27
3.89213e-03 -6.46235e-27
4.00660e-03 9.73327e-23
4.12108e-03 9.73327e-23
4.23555e-03 9.73327e-23
4.35003e-03 9.73327e-23
4.46450e-03 9.04729e-26
4.57898e-03 9.04729e-26
4.69345e-03 9.04729e-26
4.80793e-03 9.04729e-26
4.92240e-03 9.04729e-26
5.03687e-03 9.04729e-26
5.15135e-03 9.04729e-26
5.26582e-03 9.04729e-26
5.38030e-03 9.04729e-26
5.49477e-03 9.04729e-26
5.60925e-03 9.04729e-26
5.72372e-03 9.04729e-26
5.83819e-03 9.74296e-23
5.95267e-03 9.74296e-23
6.06714e-03 9.74296e-23
6.18162e-03 9.74296e-23
6.29609e-03 9.37041e-26
6.41057e-03 9.37041e-26
6.52504e-03 9.37041e-26
6.63952e-03 9.37041e-26
6.75399e-03 9.37041e-26
6.86846e-03 9.37041e-26
6.98294e-03 9.37041e-26
7.09741e-03 9.37041e-26
7.21189e-03 9.37041e-26
7.32636e-03 9.37041e-26
7.44084e-03 9.37041e-26
7.55531e-03 9.37041e-26
7.66979e-03 9.37041e-26
7.78426e-03 9.37041e-26
7.89873e-03 9.37041e-26
8.01321e-03 9.37041e-26
8.12768e-03 9.37041e-26
8.24216e-03 4.86663e-23
8.35663e-03 4.86663e-23
8.47111e-03 4.86663e-23
8.58558e-03 4.86663e-23
8.70005e-03 9.72390e-23
8.81453e-03 9.72390e-23
8.92900e-03 9.72390e-23
9.04348e-03 9.72390e-23
9.15795e-03 9.72390e-23
9.27243e-03 9.72390e-23
9.38690e-03 9.72390e-23
9.50138e-03 9.72390e-23
9.61585e-03 9.72390e-23
9.73032e-03 9.72390e-23
9.84480e-03 4.86671e-23
9.95927e-03 4.86671e-23
1.00000e-02 3.67170e-23
