1.14474e-04 5.52003e+04  4.80240e+04 4.80240e+04 
2.28949e-04 7.95123e+04  1.43093e+05 1.71111e+05 
3.43395e-04 7.89963e+04  3.13318e+05 3.40698e+05 
4.57757e-04 5.63409e+04  5.57815e+05 5.60355e+05 
5.72134e-04 5.09480e+04  8.55222e+05 8.55461e+05 
6.86507e-04 5.43749e+04  1.23760e+06 1.23897e+06 
8.00877e-04 7.11422e+04  1.67700e+06 1.69660e+06 
9.15225e-04 7.50372e+04  2.18287e+06 2.20717e+06 
1.02952e-03 5.88908e+04  2.76323e+06 2.76956e+06 
1.14380e-03 5.20230e+04  3.40088e+06 3.40212e+06 
1.25807e-03 5.43110e+04  4.11482e+06 4.11735e+06 
1.37234e-03 6.60504e+04  4.89222e+06 4.90690e+06 
1.48659e-03 7.13278e+04  5.73308e+06 5.75394e+06 
1.60081e-03 6.05025e+04  6.64619e+06 6.65498e+06 
1.71500e-03 5.34651e+04  7.62007e+06 7.62272e+06 
1.82917e-03 5.46361e+04  8.66485e+06 8.66834e+06 
1.94334e-03 6.29806e+04  9.77564e+06 9.78746e+06 
2.05749e-03 6.82264e+04  1.09493e+07 1.09671e+07 
2.17161e-03 6.13040e+04  1.21926e+07 1.22028e+07 
2.28571e-03 5.48989e+04  1.34989e+07 1.35030e+07 
2.39978e-03 5.51578e+04  1.48730e+07 1.48773e+07 
2.51385e-03 6.11413e+04  1.63136e+07 1.63237e+07 
2.62790e-03 6.57907e+04  1.78173e+07 1.78326e+07 
2.74193e-03 6.15423e+04  1.93885e+07 1.93991e+07 
2.85593e-03 5.61275e+04  2.10237e+07 2.10290e+07 
2.96991e-03 5.57553e+04  2.27249e+07 2.27299e+07 
3.08388e-03 6.00518e+04  2.44923e+07 2.45015e+07 
3.19784e-03 6.39462e+04  2.63230e+07 2.63365e+07 
3.31177e-03 6.14443e+04  2.82197e+07 2.82305e+07 
3.42567e-03 5.70847e+04  3.01807e+07 3.01870e+07 
3.53956e-03 5.63476e+04  3.22066e+07 3.22123e+07 
3.65343e-03 5.94197e+04  3.42980e+07 3.43067e+07 
3.76729e-03 6.25786e+04  3.64528e+07 3.64649e+07 
3.88112e-03 6.11754e+04  3.86725e+07 3.86831e+07 
3.99493e-03 5.77794e+04  4.09563e+07 4.09634e+07 
4.10873e-03 5.68852e+04  4.33043e+07 4.33106e+07 
4.22250e-03 5.90656e+04  4.57171e+07 4.57255e+07 
4.33626e-03 6.15761e+04  4.81932e+07 4.82042e+07 
4.45000e-03 6.08410e+04  5.07333e+07 5.07436e+07 
4.56372e-03 5.82542e+04  5.33371e+07 5.33448e+07 
4.67741e-03 5.73430e+04  5.60046e+07 5.60114e+07 
4.79110e-03 5.88779e+04  5.87361e+07 5.87444e+07 
4.90476e-03 6.08447e+04  6.15307e+07 6.15410e+07 
5.01840e-03 6.05014e+04  6.43886e+07 6.43986e+07 
5.13202e-03 5.85595e+04  6.73098e+07 6.73177e+07 
5.24563e-03 5.77138e+04  7.02941e+07 7.03012e+07 
5.35921e-03 5.87865e+04  7.33417e+07 7.33499e+07 
5.47278e-03 6.03108e+04  7.64520e+07 7.64618e+07 
5.58633e-03 6.01868e+04  7.96252e+07 7.96348e+07 
5.69986e-03 5.87420e+04  8.28610e+07 8.28692e+07 
5.81337e-03 5.80017e+04  8.61595e+07 8.61669e+07 
5.92686e-03 5.87476e+04  8.95207e+07 8.95288e+07 
6.04033e-03 5.99188e+04  9.29442e+07 9.29536e+07 
6.15378e-03 5.99095e+04  9.64299e+07 9.64393e+07 
6.26722e-03 5.88393e+04  9.99779e+07 9.99861e+07 
6.38063e-03 5.82165e+04  1.03588e+08 1.03596e+08 
6.49403e-03 5.87343e+04  1.07260e+08 1.07268e+08 
6.60741e-03 5.96279e+04  1.10994e+08 1.11003e+08 
6.72077e-03 5.96716e+04  1.14790e+08 1.14799e+08 
6.83411e-03 5.88795e+04  1.18647e+08 1.18656e+08 
6.94743e-03 5.83705e+04  1.22566e+08 1.22574e+08 
7.06073e-03 5.87306e+04  1.26547e+08 1.26555e+08 
7.17402e-03 5.94084e+04  1.30589e+08 1.30598e+08 
7.28728e-03 5.94703e+04  1.34692e+08 1.34701e+08 
7.40053e-03 5.88828e+04  1.38857e+08 1.38865e+08 
7.51376e-03 5.84756e+04  1.43082e+08 1.43090e+08 
7.62697e-03 5.87276e+04  1.47369e+08 1.47377e+08 
7.74016e-03 5.92391e+04  1.51717e+08 1.51725e+08 
7.85333e-03 5.93007e+04  1.56125e+08 1.56134e+08 
7.96649e-03 5.88630e+04  1.60594e+08 1.60602e+08 
8.07962e-03 5.85425e+04  1.65123e+08 1.65131e+08 
8.19274e-03 5.87206e+04  1.69713e+08 1.69722e+08 
8.30584e-03 5.91050e+04  1.74364e+08 1.74372e+08 
8.41892e-03 5.91574e+04  1.79075e+08 1.79083e+08 
8.53198e-03 5.88293e+04  1.83846e+08 1.83854e+08 
8.64502e-03 5.85801e+04  1.88677e+08 1.88685e+08 
8.75804e-03 5.87079e+04  1.93568e+08 1.93576e+08 
8.87105e-03 5.89953e+04  1.98519e+08 1.98527e+08 
8.98404e-03 5.90354e+04  2.03530e+08 2.03538e+08 
9.09700e-03 5.87875e+04  2.08600e+08 2.08608e+08 
9.20995e-03 5.85958e+04  2.13730e+08 2.13738e+08 
9.32288e-03 5.86888e+04  2.18920e+08 2.18928e+08 
9.43580e-03 5.89027e+04  2.24169e+08 2.24177e+08 
9.54869e-03 5.89303e+04  2.29477e+08 2.29486e+08 
9.66157e-03 5.87413e+04  2.34845e+08 2.34853e+08 
9.77443e-03 5.85950e+04  2.40272e+08 2.40280e+08 
9.88727e-03 5.86638e+04  2.45758e+08 2.45766e+08 
1.00000e-02 5.88220e+04  2.51298e+08 2.51307e+08 
