1.64354e-05 6.62306e+06  1.52172e+05 1.52172e+05 
3.28708e-05 6.62690e+06  5.70339e+05 5.74104e+05 
4.93061e-05 6.63944e+06  1.21248e+06 1.22948e+06 
6.57410e-05 6.66722e+06  2.06744e+06 2.11443e+06 
8.21752e-05 6.71755e+06  3.12249e+06 3.22436e+06 
9.86085e-05 6.79770e+06  4.36426e+06 4.55400e+06 
1.15040e-04 6.91414e+06  5.77968e+06 6.09751e+06 
1.31471e-04 7.07179e+06  7.35697e+06 7.84860e+06 
1.47898e-04 7.27336e+06  9.08645e+06 9.80060e+06 
1.64323e-04 7.51886e+06  1.09612e+07 1.19467e+07 
1.80745e-04 7.80533e+06  1.29775e+07 1.42798e+07 
1.97163e-04 8.12678e+06  1.51351e+07 1.67931e+07 
2.13576e-04 8.47437e+06  1.74369e+07 1.94797e+07 
2.29985e-04 8.83679e+06  1.98891e+07 2.23332e+07 
2.46388e-04 9.20089e+06  2.25002e+07 2.53476e+07 
2.62785e-04 9.55241e+06  2.52804e+07 2.85173e+07 
2.79175e-04 9.87684e+06  2.82409e+07 3.18374e+07 
2.95559e-04 1.01603e+07  3.13929e+07 3.53035e+07 
3.11936e-04 1.03905e+07  3.47467e+07 3.89124e+07 
3.28306e-04 1.05571e+07  3.83108e+07 4.26612e+07 
3.44668e-04 1.06531e+07  4.20915e+07 4.65483e+07 
3.61023e-04 1.06744e+07  4.60921e+07 5.05726e+07 
3.77370e-04 1.06207e+07  5.03131e+07 5.47340e+07 
3.93710e-04 1.04950e+07  5.47518e+07 5.90334e+07 
4.10041e-04 1.03036e+07  5.94027e+07 6.34722e+07 
4.26366e-04 1.00558e+07  6.42579e+07 6.80527e+07 
4.42683e-04 9.76287e+06  6.93078e+07 7.27780e+07 
4.58993e-04 9.43777e+06  7.45416e+07 7.76517e+07 
4.75297e-04 9.09404e+06  7.99485e+07 8.26779e+07 
4.91595e-04 8.74513e+06  8.55182e+07 8.78612e+07 
5.07887e-04 8.40359e+06  9.12417e+07 9.32066e+07 
5.24174e-04 8.08044e+06  9.71119e+07 9.87192e+07 
5.40455e-04 7.78461e+06  1.03124e+08 1.04404e+08 
5.56733e-04 7.52262e+06  1.09277e+08 1.10268e+08 
5.73007e-04 7.29838e+06  1.15571e+08 1.16314e+08 
5.89277e-04 7.11325e+06  1.22010e+08 1.22549e+08 
6.05545e-04 6.96622e+06  1.28600e+08 1.28976e+08 
6.21810e-04 6.85433e+06  1.35349e+08 1.35602e+08 
6.38073e-04 6.77313e+06  1.42265e+08 1.42429e+08 
6.54334e-04 6.71728e+06  1.49358e+08 1.49461e+08 
6.70594e-04 6.68116e+06  1.56638e+08 1.56701e+08 
6.86853e-04 6.65946e+06  1.64112e+08 1.64152e+08 
7.03112e-04 6.64775e+06  1.71786e+08 1.71813e+08 
7.19369e-04 6.64283e+06  1.79665e+08 1.79687e+08 
7.35627e-04 6.64308e+06  1.87750e+08 1.87773e+08 
7.51883e-04 6.64855e+06  1.96041e+08 1.96070e+08 
7.68139e-04 6.66088e+06  2.04534e+08 2.04576e+08 
7.84395e-04 6.68315e+06  2.13223e+08 2.13289e+08 
8.00649e-04 6.71944e+06  2.22100e+08 2.22206e+08 
8.16903e-04 6.77442e+06  2.31157e+08 2.31323e+08 
8.33155e-04 6.85274e+06  2.40383e+08 2.40635e+08 
8.49405e-04 6.95851e+06  2.49769e+08 2.50137e+08 
8.65654e-04 7.09473e+06  2.59306e+08 2.59824e+08 
8.81900e-04 7.26283e+06  2.68987e+08 2.69691e+08 
8.98144e-04 7.46228e+06  2.78807e+08 2.79731e+08 
9.14384e-04 7.69045e+06  2.88762e+08 2.89939e+08 
9.30620e-04 7.94248e+06  2.98852e+08 3.00308e+08 
9.46853e-04 8.21151e+06  3.09079e+08 3.10832e+08 
9.63081e-04 8.48891e+06  3.19446e+08 3.21507e+08 
9.79303e-04 8.76478e+06  3.29960e+08 3.32326e+08 
9.95521e-04 9.02848e+06  3.40627e+08 3.43285e+08 
1.01173e-03 9.26931e+06  3.51455e+08 3.54381e+08 
1.02794e-03 9.47711e+06  3.62452e+08 3.65608e+08 
1.04414e-03 9.64294e+06  3.73625e+08 3.76964e+08 
1.06033e-03 9.75961e+06  3.84979e+08 3.88447e+08 
1.07652e-03 9.82215e+06  3.96518e+08 4.00056e+08 
1.09270e-03 9.82808e+06  4.08245e+08 4.11789e+08 
1.10887e-03 9.77756e+06  4.20159e+08 4.23647e+08 
1.12504e-03 9.67336e+06  4.32258e+08 4.35631e+08 
1.14120e-03 9.52061e+06  4.44538e+08 4.47741e+08 
1.15735e-03 9.32651e+06  4.56992e+08 4.59981e+08 
1.17350e-03 9.09979e+06  4.69615e+08 4.72352e+08 
1.18964e-03 8.85016e+06  4.82397e+08 4.84858e+08 
1.20577e-03 8.58776e+06  4.95333e+08 4.97503e+08 
1.22190e-03 8.32249e+06  5.08414e+08 5.10291e+08 
1.23803e-03 8.06350e+06  5.21636e+08 5.23226e+08 
1.25415e-03 7.81870e+06  5.34993e+08 5.36312e+08 
1.27026e-03 7.59442e+06  5.48484e+08 5.49555e+08 
1.28638e-03 7.39518e+06  5.62107e+08 5.62958e+08 
1.30248e-03 7.22360e+06  5.75866e+08 5.76527e+08 
1.31859e-03 7.08050e+06  5.89763e+08 5.90266e+08 
1.33469e-03 6.96507e+06  6.03803e+08 6.04179e+08 
1.35079e-03 6.87519e+06  6.17992e+08 6.18269e+08 
1.36689e-03 6.80784e+06  6.32337e+08 6.32540e+08 
1.38299e-03 6.75949e+06  6.46844e+08 6.46995e+08 
1.39908e-03 6.72660e+06  6.61520e+08 6.61635e+08 
1.41517e-03 6.70598e+06  6.76370e+08 6.76462e+08 
1.43127e-03 6.69513e+06  6.91397e+08 6.91477e+08 
1.44736e-03 6.69254e+06  7.06603e+08 7.06680e+08 
1.46345e-03 6.69777e+06  7.21988e+08 7.22070e+08 
1.47954e-03 6.71147e+06  7.37550e+08 7.37647e+08 
1.49563e-03 6.73527e+06  7.53285e+08 7.53409e+08 
1.51171e-03 6.77158e+06  7.69188e+08 7.69352e+08 
1.52780e-03 6.82320e+06  7.85254e+08 7.85474e+08 
1.54388e-03 6.89303e+06  8.01474e+08 8.01771e+08 
1.55997e-03 6.98359e+06  8.17842e+08 8.18239e+08 
1.57605e-03 7.09668e+06  8.34352e+08 8.34874e+08 
1.59213e-03 7.23298e+06  8.50997e+08 8.51670e+08 
1.60820e-03 7.39185e+06  8.67774e+08 8.68622e+08 
1.62427e-03 7.57110e+06  8.84680e+08 8.85726e+08 
1.64034e-03 7.76701e+06  9.01714e+08 9.02976e+08 
1.65641e-03 7.97438e+06  9.18876e+08 9.20368e+08 
1.67247e-03 8.18677e+06  9.36169e+08 9.37896e+08 
1.68852e-03 8.39681e+06  9.53596e+08 9.55556e+08 
1.70458e-03 8.59663e+06  9.71163e+08 9.73344e+08 
1.72062e-03 8.77830e+06  9.88874e+08 9.91257e+08 
1.73666e-03 8.93434e+06  1.00673e+09 1.00929e+09 
1.75270e-03 9.05818e+06  1.02475e+09 1.02744e+09 
1.76873e-03 9.14456e+06  1.04292e+09 1.04571e+09 
1.78475e-03 9.18987e+06  1.06126e+09 1.06409e+09 
1.80077e-03 9.19236e+06  1.07975e+09 1.08259e+09 
1.81678e-03 9.15226e+06  1.09841e+09 1.10121e+09 
1.83279e-03 9.07171e+06  1.11723e+09 1.11993e+09 
1.84879e-03 8.95461e+06  1.13620e+09 1.13878e+09 
1.86478e-03 8.80635e+06  1.15533e+09 1.15774e+09 
1.88077e-03 8.63348e+06  1.17460e+09 1.17682e+09 
1.89675e-03 8.44325e+06  1.19402e+09 1.19603e+09 
1.91273e-03 8.24316e+06  1.21358e+09 1.21537e+09 
1.92871e-03 8.04057e+06  1.23326e+09 1.23483e+09 
1.94468e-03 7.84224e+06  1.25308e+09 1.25443e+09 
1.96064e-03 7.65401e+06  1.27303e+09 1.27416e+09 
1.97660e-03 7.48058e+06  1.29310e+09 1.29404e+09 
1.99256e-03 7.32531e+06  1.31329e+09 1.31407e+09 
2.00851e-03 7.19022e+06  1.33361e+09 1.33424e+09 
2.02446e-03 7.07605e+06  1.35407e+09 1.35457e+09 
2.04041e-03 6.98239e+06  1.37465e+09 1.37505e+09 
2.05636e-03 6.90796e+06  1.39538e+09 1.39569e+09 
2.07230e-03 6.85087e+06  1.41625e+09 1.41650e+09 
2.08824e-03 6.80895e+06  1.43726e+09 1.43747e+09 
2.10418e-03 6.78001e+06  1.45843e+09 1.45860e+09 
2.12012e-03 6.76220e+06  1.47975e+09 1.47991e+09 
2.13606e-03 6.75415e+06  1.50123e+09 1.50138e+09 
2.15199e-03 6.75513e+06  1.52287e+09 1.52302e+09 
2.16793e-03 6.76515e+06  1.54466e+09 1.54482e+09 
2.18386e-03 6.78487e+06  1.56661e+09 1.56679e+09 
2.19979e-03 6.81551e+06  1.58871e+09 1.58893e+09 
2.21572e-03 6.85864e+06  1.61096e+09 1.61122e+09 
2.23165e-03 6.91594e+06  1.63335e+09 1.63367e+09 
2.24758e-03 6.98894e+06  1.65588e+09 1.65628e+09 
2.26350e-03 7.07869e+06  1.67854e+09 1.67904e+09 
2.27942e-03 7.18557e+06  1.70132e+09 1.70195e+09 
