1.23266e-04 1.75368e+06  1.73578e+06 1.73578e+06 
2.46531e-04 2.40525e+06  5.67172e+06 6.43708e+06 
3.69662e-04 2.69329e+06  1.21511e+07 1.32901e+07 
4.92556e-04 2.05675e+06  2.17797e+07 2.21243e+07 
6.15251e-04 1.68030e+06  3.34690e+07 3.34607e+07 
7.37874e-04 1.66673e+06  4.78902e+07 4.78843e+07 
8.60501e-04 1.91057e+06  6.51917e+07 6.53901e+07 
9.83079e-04 2.44970e+06  8.45279e+07 8.53913e+07 
1.10549e-03 2.36464e+06  1.06610e+08 1.07364e+08 
1.22769e-03 1.84859e+06  1.31244e+08 1.31392e+08 
1.34974e-03 1.67673e+06  1.57986e+08 1.58005e+08 
1.47175e-03 1.73032e+06  1.87507e+08 1.87552e+08 
1.59374e-03 2.08180e+06  2.19377e+08 2.19803e+08 
1.71564e-03 2.36899e+06  2.53422e+08 2.54210e+08 
1.83735e-03 2.07379e+06  2.90089e+08 2.90510e+08 
1.95889e-03 1.74827e+06  3.28900e+08 3.28976e+08 
2.08033e-03 1.69868e+06  3.70007e+08 3.70050e+08 
2.20174e-03 1.85468e+06  4.13641e+08 4.13822e+08 
2.32309e-03 2.18466e+06  4.59349e+08 4.59922e+08 
2.44431e-03 2.18650e+06  5.07367e+08 5.07943e+08 
2.56535e-03 1.87304e+06  5.57672e+08 5.57881e+08 
2.68627e-03 1.72037e+06  6.10019e+08 6.10087e+08 
2.80711e-03 1.76372e+06  6.64724e+08 6.64826e+08 
2.92792e-03 1.99541e+06  7.21604e+08 7.21958e+08 
3.04863e-03 2.16097e+06  7.80542e+08 7.81099e+08 
3.16919e-03 1.98332e+06  8.41716e+08 8.42058e+08 
3.28960e-03 1.77417e+06  9.04901e+08 9.05020e+08 
3.40992e-03 1.74244e+06  9.70194e+08 9.70286e+08 
3.53019e-03 1.87352e+06  1.03768e+09 1.03790e+09 
3.65038e-03 2.06879e+06  1.10713e+09 1.10758e+09 
3.77045e-03 2.03349e+06  1.17866e+09 1.17907e+09 
3.89038e-03 1.83905e+06  1.25221e+09 1.25240e+09 
4.01019e-03 1.75294e+06  1.32769e+09 1.32780e+09 
4.12994e-03 1.81241e+06  1.40527e+09 1.40543e+09 
4.24963e-03 1.97470e+06  1.48480e+09 1.48515e+09 
4.36921e-03 2.02800e+06  1.56627e+09 1.56668e+09 
4.48866e-03 1.89101e+06  1.64970e+09 1.64995e+09 
4.60799e-03 1.77772e+06  1.73498e+09 1.73512e+09 
4.72724e-03 1.78835e+06  1.82223e+09 1.82237e+09 
4.84642e-03 1.90490e+06  1.91139e+09 1.91166e+09 
4.96552e-03 1.99336e+06  2.00240e+09 2.00277e+09 
5.08449e-03 1.91886e+06  2.09528e+09 2.09556e+09 
5.20335e-03 1.80515e+06  2.18997e+09 2.19013e+09 
5.32211e-03 1.78374e+06  2.28649e+09 2.28663e+09 
5.44081e-03 1.86072e+06  2.38487e+09 2.38509e+09 
5.55942e-03 1.95214e+06  2.48504e+09 2.48536e+09 
5.67793e-03 1.92491e+06  2.58699e+09 2.58728e+09 
5.79632e-03 1.82739e+06  2.69069e+09 2.69087e+09 
5.91462e-03 1.78806e+06  2.79613e+09 2.79628e+09 
6.03284e-03 1.83538e+06  2.90336e+09 2.90355e+09 
6.15098e-03 1.91583e+06  3.01231e+09 3.01259e+09 
6.26903e-03 1.91716e+06  3.12297e+09 3.12325e+09 
6.38696e-03 1.84124e+06  3.23532e+09 3.23552e+09 
6.50480e-03 1.79513e+06  3.34933e+09 3.34949e+09 
6.62255e-03 1.82189e+06  3.46505e+09 3.46523e+09 
6.74023e-03 1.88777e+06  3.58244e+09 3.58269e+09 
6.85783e-03 1.90306e+06  3.70147e+09 3.70174e+09 
6.97531e-03 1.84704e+06  3.82212e+09 3.82233e+09 
7.09270e-03 1.80156e+06  3.94438e+09 3.94454e+09 
7.21000e-03 1.81516e+06  4.06826e+09 4.06844e+09 
7.32723e-03 1.86738e+06  4.19376e+09 4.19399e+09 
7.44438e-03 1.88743e+06  4.32083e+09 4.32109e+09 
7.56142e-03 1.84680e+06  4.44947e+09 4.44968e+09 
7.67836e-03 1.80591e+06  4.57966e+09 4.57982e+09 
7.79523e-03 1.81190e+06  4.71140e+09 4.71157e+09 
7.91202e-03 1.85286e+06  4.84470e+09 4.84492e+09 
8.02872e-03 1.87262e+06  4.97952e+09 4.97975e+09 
8.14533e-03 1.84274e+06  5.11584e+09 5.11604e+09 
8.26184e-03 1.80791e+06  5.25365e+09 5.25382e+09 
8.37828e-03 1.81017e+06  5.39297e+09 5.39314e+09 
8.49463e-03 1.84240e+06  5.53377e+09 5.53398e+09 
8.61091e-03 1.85946e+06  5.67605e+09 5.67627e+09 
8.72709e-03 1.83660e+06  5.81977e+09 5.81997e+09 
8.84318e-03 1.80793e+06  5.96493e+09 5.96510e+09 
8.95919e-03 1.80897e+06  6.11154e+09 6.11171e+09 
9.07512e-03 1.83457e+06  6.25958e+09 6.25978e+09 
9.19097e-03 1.84798e+06  6.40904e+09 6.40925e+09 
9.30673e-03 1.82954e+06  6.55989e+09 6.56008e+09 
9.42240e-03 1.80654e+06  6.71214e+09 6.71230e+09 
9.53800e-03 1.80779e+06  6.86577e+09 6.86594e+09 
9.65352e-03 1.82834e+06  7.02079e+09 7.02098e+09 
9.76895e-03 1.83790e+06  7.17718e+09 7.17738e+09 
9.88430e-03 1.82227e+06  7.33491e+09 7.33510e+09 
9.99957e-03 1.80428e+06  7.49399e+09 7.49415e+09 
1.01148e-02 1.80647e+06  7.65441e+09 7.65457e+09 
1.02299e-02 1.82300e+06  7.81616e+09 7.81634e+09 
