
                             A:A1 PI: HOST-1 N  A:A2 PI: HOST-1 N  ALLAE Whole Model  ALLCD Whole Model  ALLDMD Whole Mode  ALLFD Whole Model  ALLIE Whole Model  ALLKE Whole Model  ALLPD Whole Model  ALLSE Whole Model  ALLVD Whole Model  ALLWK Whole Model                     ETOTAL Whole Mode  LE:LE11 PI: HOST-  LE:LE22 PI: HOST-  RF:RF1 PI: HOST-1  RF:RF2 PI: HOST-1  S:S11 PI: HOST-1   S:S22 PI: HOST-1   U:U1 PI: HOST-1 N  U:U2 PI: HOST-1 N
                  X                 : 1                : 1                 -1                 -1                l-1                 -1                 -1                 -1                 -1                 -1                 -1                 -1          DT Whole Model-1         l-1          1 E: 1 Centroid    1 E: 1 Centroid          N: 1               N: 1          E: 1 Centroid      E: 1 Centroid           : 1                : 1       

                0.               -50.0518E+03         0.                 0.                 0.                 0.                 0.                 0.                19.5E+06            0.                 0.                 0.                 0.               113.565E-06         19.5E+06            0.                 0.                 0.                48.8005E+06         0.                 0.                 0.                 0.         
              113.565E-06       -356.679E+03          0.               345.25E-06           0.                 0.                 0.                16.4565E+06        21.5802E+06         0.                16.4565E+06         2.02609E+06       18.9876E+06       113.565E-06         21.0752E+06      -322.811E-06         11.2925E-03         0.               787.179E+06          1.19249E+09        2.96736E+09     -322.761E-06         11.3565E-03 
              226.155E-06       -161.829E+03          0.                 0.                 0.                 0.                 0.                51.2634E+06        30.1613E+06         0.                51.2634E+06         2.16405E+06       63.7286E+06       112.589E-06         19.8602E+06        -5.19721E-03       22.3635E-03         0.                 1.19974E+09      597.438E+06          4.82613E+09       -5.18373E-03       22.6155E-03 
              338.299E-06        233.047E+03          0.              -462.996E-06          0.                 0.                 0.               113.675E+06         28.5949E+06         0.               113.675E+06          2.20784E+06      124.246E+06        112.144E-06         20.231E+06        -12.1381E-03        33.2703E-03         0.                 1.49848E+09     -837.794E+06          6.19329E+09      -12.0647E-03        33.8299E-03 
              449.725E-06        288.742E+03          0.               691.881E-06          0.                 0.                 0.               199.551E+06         20.9408E+06         0.               199.551E+06          2.20213E+06      202.071E+06        111.426E-06         20.6234E+06       -16.1283E-03        43.9906E-03         0.                 1.99371E+09       -1.14311E+09        8.18833E+09      -15.9989E-03        44.9725E-03 
              561.126E-06        -43.2152E+03         0.                -1.15208E-03        0.                 0.                 0.               303.175E+06         19.6199E+06         0.               303.175E+06          3.3163E+06       306.469E+06        111.401E-06         19.6423E+06       -16.4836E-03        54.5949E-03         0.                 2.69197E+09      -11.3181E+06        10.9552E+09       -16.3484E-03        56.1126E-03 
              671.599E-06       -283.694E+03          0.               469.447E-06          0.                 0.                 0.               433.229E+06         21.6725E+06         0.               433.229E+06          4.76036E+06      439.071E+06        110.473E-06         20.5908E+06       -17.3747E-03        65.0008E-03         0.                 3.30961E+09      902.15E+06          13.5538E+09       -17.2247E-03        67.1599E-03 
              781.216E-06       -112.035E+03          0.                59.2838E-06         0.                 0.                 0.               579.681E+06         27.5E+06            0.               579.681E+06          4.89573E+06      592.256E+06        109.617E-06         19.8213E+06       -21.7511E-03        75.2203E-03         0.                 3.67766E+09      388.015E+06         15.3385E+09       -21.5163E-03        78.1216E-03 
              890.374E-06        200.695E+03          0.              -235.068E-06          0.                 0.                 0.               748.607E+06         25.8819E+06         0.               748.607E+06          4.89534E+06      759.218E+06        109.158E-06         20.1659E+06       -27.5024E-03        85.2942E-03         0.                 3.97007E+09     -713.116E+06         16.8039E+09       -27.1276E-03        89.0374E-03 
              998.991E-06        212.902E+03          0.                 0.                 0.                 0.                 0.               936.125E+06         20.7623E+06         0.               936.125E+06          4.95344E+06      941.586E+06        108.617E-06         20.2546E+06       -30.8072E-03        95.2184E-03         0.                 4.42496E+09     -838.114E+06         18.7651E+09       -30.3376E-03        99.8991E-03 
