
                             A:A1 PI: FIBERS0   A:A1 PI: HOST-1 N  A:A2 PI: FIBERS0   A:A2 PI: HOST-1 N  ALLAE Whole Model  ALLCD Whole Model  ALLDMD Whole Mode  ALLFD Whole Model  ALLIE Whole Model  ALLKE Whole Model  ALLPD Whole Model  ALLSE Whole Model  ALLVD Whole Model  ALLWK Whole Model  ETOTAL Whole Mode  LE:LE11 PI: FIBER  LE:LE11 PI: HOST-  LE:LE22 PI: FIBER  LE:LE22 PI: HOST-  RF:RF1 PI: FIBERS  RF:RF1 PI: HOST-1  RF:RF2 PI: FIBERS  RF:RF2 PI: HOST-1  S:S11 PI: FIBERS0  S:S11 PI: HOST-1   S:S22 PI: FIBERS0  S:S22 PI: HOST-1   U:U1 PI: FIBERS0   U:U1 PI: HOST-1 N  U:U2 PI: FIBERS0   U:U2 PI: HOST-1 N
                  X                 N: 1               : 1                N: 1               : 1                 -1                 -1                l-1                 -1                 -1                 -1                 -1                 -1                 -1                 -1                l-1          S0 E: 1 Centroid   1 E: 1 Centroid    S0 E: 1 Centroid   1 E: 1 Centroid         0 N: 1              N: 1              0 N: 1              N: 1           E: 1 Centroid     E: 1 Centroid       E: 1 Centroid     E: 1 Centroid           N: 1               : 1                N: 1               : 1       

                0.                -2.81193E+03      -35.2425E+03         0.                 0.                 0.                 0.                 0.                 0.                 0.                26.4909E+06         0.                 0.                 0.                 0.                26.4909E+06         0.                 0.                 0.                 0.                 0.                 0.                 0.                48.8005E+06         0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.         
              100.E-06           -18.6068E+03      -233.203E+03          0.                 0.                 0.                 0.                 0.                 0.                17.1647E+06        27.3932E+06         0.                17.1647E+06         2.26275E+06       19.6661E+06        27.1546E+06         9.94997E-03     -176.207E-06          0.                 9.95032E-03        0.                 0.                 0.               934.505E+06          1.99111E+09        1.0914E+09         0.                 2.63962E+09      -14.0596E-06      -176.212E-06        797.88E-06          10.E-03     
              200.E-06           -20.0915E+03      -251.81E+03           0.                 0.              -344.888E-06          0.                 0.                 0.                60.1312E+06        33.5996E+06         0.                60.1312E+06         3.78099E+06       70.8444E+06        26.6674E+06        19.802E-03         -2.68808E-03        0.                19.8026E-03         0.                 0.                 0.                 1.62441E+09        3.96513E+09        1.27659E+09        0.                 4.71294E+09     -214.187E-06         -2.68445E-03        1.59576E-03       20.E-03     
              300.E-06            -6.56905E+03      -82.3313E+03         0.                 0.               -80.6613E-09         0.                 0.                 0.               125.449E+06         41.3028E+06         0.               125.449E+06          4.58548E+06      146.229E+06         25.1084E+06        29.5578E-03        -7.7407E-03         0.                29.5588E-03         0.                 0.                 0.                 2.14479E+09        5.92266E+09      453.006E+06          0.                 6.18305E+09     -615.229E-06         -7.71079E-03        2.39364E-03       30.E-03     
              400.E-06            11.4214E+03       143.147E+03          0.                 0.                 1.37876E-03        0.                 0.                 0.               221.839E+06         39.6926E+06         0.               221.839E+06          5.44977E+06      241.475E+06         25.5063E+06        39.2194E-03       -13.6532E-03         0.                39.2207E-03         0.                 0.                 0.                 2.61754E+09        7.86437E+09     -730.418E+06          0.                 7.4541E+09        -1.08196E-03      -13.5604E-03         3.19152E-03       40.E-03     
              500.E-06            20.195E+03        253.105E+03          0.                 0.                -2.87971E-03        0.                 0.                 0.               346.749E+06         31.4692E+06         0.               346.749E+06          6.24069E+06      357.436E+06         27.0237E+06        48.7886E-03       -18.1422E-03         0.                48.7901E-03         0.                 0.                 0.                 3.18048E+09        9.7908E+09        -1.37113E+09        0.                 9.03495E+09       -1.43448E-03      -17.9786E-03         3.9894E-03        50.E-03     
              600.E-06            13.36E+03         167.443E+03          0.                 0.                 2.31637E-03        0.                 0.                 0.               491.364E+06         27.043E+06          0.               491.364E+06          7.37772E+06      498.754E+06         27.0315E+06        58.2671E-03       -20.0657E-03         0.                58.269E-03          0.                 0.                 0.                 3.88542E+09       11.7025E+09        -1.00257E+09        0.                11.1574E+09        -1.58505E-03      -19.8657E-03         4.78728E-03       60.E-03     
              700.E-06            -3.4319E+03       -43.0127E+03         0.                 0.                 0.                 0.                 0.                 0.               660.518E+06         26.5825E+06         0.               660.518E+06          9.46243E+06      669.829E+06         26.7342E+06        67.6566E-03       -20.2827E-03         0.                67.6587E-03         0.                 0.                 0.                 4.66835E+09       13.6001E+09        52.1482E+06         0.                13.6286E+09        -1.60202E-03      -20.0784E-03         5.58516E-03       70.E-03     
