
                             A:A1 PI: HOST-1 N  A:A2 PI: HOST-1 N  ALLAE Whole Model  ALLCD Whole Model  ALLDMD Whole Mode  ALLFD Whole Model  ALLIE Whole Model  ALLKE Whole Model  ALLPD Whole Model  ALLSE Whole Model  ALLVD Whole Model  ALLWK Whole Model                     ETOTAL Whole Mode  LE:LE11 PI: HOST-  LE:LE22 PI: HOST-  RF:RF1 PI: HOST-1  RF:RF2 PI: HOST-1  S:S11 PI: HOST-1   S:S22 PI: HOST-1   U:U1 PI: HOST-1 N  U:U2 PI: HOST-1 N
                  X                 : 1                : 1                 -1                 -1                l-1                 -1                 -1                 -1                 -1                 -1                 -1                 -1          DT Whole Model-1         l-1          1 E: 1 Centroid    1 E: 1 Centroid          N: 1               N: 1          E: 1 Centroid      E: 1 Centroid           : 1                : 1       

                0.               -12.5129E+03         0.                 0.                 0.                 0.                 0.                 0.                 1.21875E+06        0.                 0.                 0.                 0.               112.994E-06          1.21875E+06        0.                 0.                 0.                12.2001E+06         0.                 0.                 0.                 0.         
              112.994E-06        -85.636E+03          0.               228.336E-06          0.                 0.                 0.                 1.02309E+06        1.33867E+06        0.                 1.02309E+06      114.873E+03          1.16843E+06      112.994E-06          1.3082E+06       -79.8734E-06         2.82092E-03        0.               194.612E+06        295.647E+06        741.151E+06        -79.8809E-06         2.82486E-03
              225.989E-06        -45.1954E+03         0.                 0.                 0.                 0.                 0.                 3.25319E+06        1.87145E+06        0.                 3.25319E+06      125.12E+03           4.00682E+06      112.994E-06          1.24294E+06       -1.25391E-03        5.63379E-03        0.               307.785E+06        168.953E+06          1.22769E+09       -1.25314E-03        5.64972E-03
              338.983E-06         49.8561E+03         0.                 0.                 0.                 0.                 0.                 7.22752E+06        1.84515E+06        0.                 7.22752E+06      126.307E+03          7.95005E+06      112.994E-06          1.24893E+06       -3.00794E-03        8.43888E-03        0.               390.167E+06       -183.477E+06          1.57999E+09       -3.00344E-03        8.47458E-03
              451.977E-06         73.1664E+03         0.                 0.                 0.                 0.                 0.                12.8883E+06         1.34649E+06        0.                12.8883E+06       125.743E+03         13.0752E+06       112.994E-06          1.28534E+06       -4.12569E-03       11.2361E-03         0.               516.987E+06       -291.233E+06          2.07718E+09       -4.11719E-03       11.2994E-03 
              564.972E-06        462.444              0.                 0.                 0.                 0.                 0.                19.7591E+06         1.22828E+06        0.                19.7591E+06       177.1E+03           19.9456E+06       112.994E-06          1.21894E+06       -4.30604E-03       14.0255E-03         0.               699.067E+06        -35.9946E+06         2.78624E+09       -4.29677E-03       14.1243E-03 
              677.966E-06        -66.5435E+03         0.               459.045E-06          0.                 0.                 0.                28.5203E+06         1.32816E+06        0.                28.5203E+06       260.979E+03         28.8351E+06       112.994E-06          1.27428E+06       -4.48049E-03       16.8071E-03         0.               874.385E+06        222.047E+06          3.49473E+09       -4.47045E-03       16.9492E-03 
              790.96E-06         -40.8462E+03         0.               690.05E-06           0.                 0.                 0.                38.6272E+06         1.72238E+06        0.                38.6272E+06       277.032E+03         39.3861E+06       112.994E-06          1.24053E+06       -5.50891E-03       19.581E-03          0.               993.132E+06        146.961E+06          4.00642E+09       -5.49374E-03       19.774E-03  
              903.955E-06         36.3992E+03         0.                -2.5264E-03         0.                 0.                 0.                50.3299E+06         1.7449E+06         0.                50.3299E+06       276.12E+03          51.1141E+06       112.994E-06          1.23676E+06       -7.06342E-03       22.3473E-03         0.                 1.08274E+09     -134.964E+06          4.3974E+09        -7.03854E-03       22.5989E-03 
                1.01695E-03       59.4035E+03         0.              -229.542E-06          0.                 0.                 0.                63.661E+06          1.36879E+06        0.                63.661E+06        277.11E+03          64.042E+06        112.994E-06          1.26486E+06       -8.15177E-03       25.106E-03          0.                 1.20549E+09     -235.988E+06          4.89302E+09       -8.11861E-03       25.4237E-03 
                1.12994E-03        2.24047E+03        0.               -57.3147E-06         0.                 0.                 0.                78.2703E+06         1.2476E+06         0.                78.2703E+06       317.342E+03         78.6139E+06       112.994E-06          1.22137E+06       -8.47607E-03       27.8569E-03         0.                 1.37373E+09      -38.2598E+06         5.55919E+09       -8.44022E-03       28.2486E-03 
                1.24294E-03      -52.7894E+03         0.               -56.3163E-06         0.                 0.                 0.                94.5972E+06         1.33999E+06        0.                94.5972E+06       382.801E+03         95.0637E+06       112.994E-06          1.25631E+06       -8.77157E-03       30.6004E-03         0.                 1.53788E+09      171.015E+06          6.22997E+09       -8.73324E-03       31.0734E-03 
                1.35593E-03      -32.2926E+03         0.               230.993E-06          0.                 0.                 0.               112.308E+06          1.63914E+06        0.               112.308E+06        399.289E+03        113.111E+06        112.994E-06          1.23518E+06       -9.74759E-03       33.3365E-03         0.                 1.65653E+09      111.926E+06          6.74548E+09       -9.70025E-03       33.8983E-03 
                1.46893E-03       29.9947E+03         0.               692.668E-06          0.                 0.                 0.               131.552E+06          1.64973E+06        0.               131.552E+06        398.982E+03        132.367E+06        112.994E-06          1.23394E+06      -11.1414E-03        36.0649E-03         0.                 1.75178E+09     -113.261E+06          7.16586E+09      -11.0796E-03        36.7232E-03 
                1.58192E-03       46.697E+03          0.               231.378E-06          0.                 0.                 0.               152.334E+06          1.36767E+06        0.               152.334E+06        402.249E+03        152.853E+06        112.994E-06          1.25052E+06      -12.1494E-03        38.786E-03          0.                 1.87428E+09     -187.305E+06          7.67154E+09      -12.0759E-03        39.548E-03  
                1.69492E-03     -974.837              0.               407.643E-06          0.                 0.                 0.               174.443E+06          1.26919E+06        0.               174.443E+06        437.928E+03        174.926E+06        112.994E-06          1.22378E+06      -12.5545E-03        41.4997E-03         0.                 2.03257E+09      -23.242E+06          8.31006E+09      -12.4761E-03        42.3729E-03 
                1.80791E-03      -42.9064E+03         0.               263.084E-06          0.                 0.                 0.               198.151E+06          1.36271E+06        0.               198.151E+06        488.777E+03        198.755E+06        112.994E-06          1.2471E+06       -12.9724E-03        44.2061E-03         0.                 2.18515E+09      135.701E+06          8.94387E+09      -12.8886E-03        45.1977E-03 
                1.9209E-03       -22.2102E+03         0.                -1.04369E-03        0.                 0.                 0.               223.236E+06          1.58984E+06        0.               223.236E+06        503.011E+03        224.098E+06        112.994E-06          1.23088E+06      -13.9459E-03        46.9052E-03         0.                 2.30063E+09       73.1464E+06         9.45216E+09      -13.849E-03         48.0226E-03 
                2.0339E-03        27.4069E+03         0.                 1.04466E-03        0.                 0.                 0.               249.82E+06           1.56781E+06        0.               249.82E+06         504.122E+03        250.657E+06        112.994E-06          1.23463E+06      -15.2081E-03        49.597E-03          0.                 2.40024E+09     -105.661E+06          9.8951E+09       -15.093E-03         50.8475E-03 
                2.14689E-03       35.0969E+03         0.                -1.1607E-03         0.                 0.                 0.               277.853E+06          1.35585E+06        0.               277.853E+06        510.622E+03        278.479E+06        112.994E-06          1.2412E+06       -16.1162E-03        52.2815E-03         0.                 2.52419E+09     -144.323E+06         10.4152E+09       -15.9871E-03        53.6723E-03 
                2.25989E-03       -6.26031E+03        0.               931.01E-06           0.                 0.                 0.               307.242E+06          1.29087E+06        0.               307.242E+06        544.467E+03        307.851E+06        112.994E-06          1.22678E+06      -16.5695E-03        54.9589E-03         0.                 2.67466E+09       -1.61037E+06       11.034E+09        -16.433E-03         56.4972E-03 
