
                             A:A1 PI: HOST-1 N  A:A2 PI: HOST-1 N  ALLAE Whole Model  ALLCD Whole Model  ALLDMD Whole Mode  ALLFD Whole Model  ALLIE Whole Model  ALLKE Whole Model  ALLPD Whole Model  ALLSE Whole Model  ALLVD Whole Model  ALLWK Whole Model                     ETOTAL Whole Mode  LE:LE11 PI: HOST-  LE:LE22 PI: HOST-  RF:RF1 PI: HOST-1  RF:RF2 PI: HOST-1  S:S11 PI: HOST-1   S:S22 PI: HOST-1   U:U1 PI: HOST-1 N  U:U2 PI: HOST-1 N
                  X                 : 1                : 1                 -1                 -1                l-1                 -1                 -1                 -1                 -1                 -1                 -1                 -1          DT Whole Model-1         l-1          1 E: 1 Centroid    1 E: 1 Centroid          N: 1               N: 1          E: 1 Centroid      E: 1 Centroid           : 1                : 1       

                0.              -100.104E+03          0.                 0.                 0.                 0.                 0.                 0.                78.E+06             0.                 0.                 0.                 0.               100.E-06            78.E+06             0.                 0.                 0.                97.601E+06          0.                 0.                 0.                 0.         
              100.E-06          -654.325E+03          0.                 3.71282E-03        0.                 0.                 0.                51.1003E+06        83.5493E+06         0.                51.1003E+06         7.19984E+06       59.7419E+06       100.E-06            82.1075E+06      -500.626E-06         19.8026E-03         0.                 1.39595E+09        2.13471E+09        5.22101E+09     -500.518E-06         20.E-03     
              200.E-06          -472.306E+03          0.                -3.31071E-03        0.                 0.                 0.               162.82E+06         112.499E+06          0.               162.82E+06           8.47032E+06      203.49E+06         100.E-06            80.3001E+06        -7.57288E-03       39.2207E-03         0.                 2.19775E+09        1.68133E+09        8.82189E+09       -7.54429E-03       40.E-03     
              300.E-06           232.074E+03          0.              -816.473E-06          0.                 0.                 0.               347.426E+06        121.874E+06          0.               347.426E+06          8.44971E+06      398.975E+06        100.E-06            78.7743E+06       -19.5E-03           58.2689E-03         0.                 2.68937E+09     -775.78E+06          11.2802E+09       -19.3111E-03        60.E-03     
              400.E-06           653.158E+03          0.                 1.85604E-03        0.                 0.                 0.               621.784E+06         92.8965E+06         0.               621.784E+06          8.48631E+06      640.571E+06        100.E-06            82.5954E+06       -29.1788E-03        76.9611E-03         0.                 3.35054E+09       -2.41547E+09       14.2205E+09       -28.7572E-03        80.E-03     
              500.E-06           314.912E+03          0.                 8.64109E-06        0.                 0.                 0.               941.246E+06         78.7002E+06         0.               941.246E+06          9.92673E+06      950.333E+06        100.E-06            79.5402E+06       -32.1842E-03        95.3102E-03         0.                 4.39352E+09       -1.3938E+09        18.5017E+09       -31.6717E-03       100.E-03     
              600.E-06          -373.584E+03          0.               954.895E-06          0.                 0.                 0.                 1.33396E+09       79.0404E+06         0.                 1.33396E+09       15.7366E+06         1.34885E+09      100.E-06            79.8838E+06       -31.9419E-03       113.329E-03          0.                 5.56942E+09      980.573E+06         23.3848E+09       -31.4371E-03       120.E-03     
              700.E-06          -550.023E+03          0.                -1.6749E-03         0.                 0.                 0.                 1.79801E+09       93.2409E+06         0.                 1.79801E+09       18.8714E+06         1.82854E+09      100.E-06            81.5907E+06       -35.5633E-03       131.028E-03          0.                 6.42269E+09        1.7446E+09        27.3794E+09       -34.9384E-03       140.E-03     
              800.E-06             3.40602E+03        0.                 0.                 0.                 0.                 0.                 2.31105E+09      109.481E+06          0.                 2.31105E+09       18.7434E+06         2.36054E+09      100.E-06            78.7371E+06       -44.9344E-03       148.42E-03           0.                 6.87743E+09       14.5459E+06        30.123E+09        -43.9398E-03       160.E-03     
