
                             A:A1 PI: HOST-1 N  A:A2 PI: HOST-1 N  ALLAE Whole Model  ALLCD Whole Model  ALLDMD Whole Mode  ALLFD Whole Model  ALLIE Whole Model  ALLKE Whole Model  ALLPD Whole Model  ALLSE Whole Model  ALLVD Whole Model  ALLWK Whole Model                     ETOTAL Whole Mode  LE:LE11 PI: HOST-  LE:LE22 PI: HOST-  RF:RF1 PI: HOST-1  RF:RF2 PI: HOST-1  S:S11 PI: HOST-1   S:S22 PI: HOST-1   U:U1 PI: HOST-1 N  U:U2 PI: HOST-1 N
                  X                 : 1                : 1                 -1                 -1                l-1                 -1                 -1                 -1                 -1                 -1                 -1                 -1          DT Whole Model-1         l-1          1 E: 1 Centroid    1 E: 1 Centroid          N: 1               N: 1          E: 1 Centroid      E: 1 Centroid           : 1                : 1       

                0.               -25.0259E+03         0.                 0.                 0.                 0.                 0.                 0.                 4.875E+06          0.                 0.                 0.                 0.               112.36E-06           4.875E+06          0.                 0.                 0.                24.4002E+06         0.                 0.                 0.                 0.         
              112.36E-06        -171.159E+03          0.               228.936E-06          0.                 0.                 0.                 4.04156E+06        5.34876E+06        0.                 4.04156E+06      456.934E+03          4.61851E+06      112.36E-06           5.22874E+06     -157.965E-06          5.60225E-03        0.               386.647E+06        589.077E+06          1.47226E+09     -157.972E-06          5.61798E-03
              224.719E-06        -91.3184E+03         0.              -457.872E-06          0.                 0.                 0.                12.8239E+06         7.46447E+06        0.                12.8239E+06       497.949E+03         15.8109E+06       112.36E-06           4.97542E+06       -2.47982E-03       11.1733E-03         0.               609.478E+06        339.925E+06          2.4369E+09        -2.47677E-03       11.236E-03  
              337.079E-06        100.535E+03          0.                 0.                 0.                 0.                 0.                28.4307E+06         7.36145E+06        0.                28.4307E+06       503.159E+03         31.2945E+06       112.36E-06           5.00077E+06       -5.96619E-03       16.7135E-03         0.               768.563E+06       -367.527E+06          3.13152E+09       -5.94843E-03       16.8539E-03 
              449.438E-06        148.817E+03          0.              -572.174E-06          0.                 0.                 0.                50.619E+06          5.36782E+06        0.                50.619E+06        500.38E+03          51.3328E+06       112.36E-06           5.15438E+06       -8.18428E-03       22.2231E-03         0.                 1.01484E+09     -587.514E+06          4.11115E+09       -8.15087E-03       22.4719E-03 
              561.798E-06        408.732              0.              -229.066E-06          0.                 0.                 0.                77.4133E+06         4.90685E+06        0.                77.4133E+06       704.176E+03         78.1409E+06       112.36E-06           4.88339E+06       -8.51064E-03       27.7026E-03         0.                 1.37108E+09      -70.0964E+06         5.50992E+09       -8.47454E-03       28.0899E-03 
              674.157E-06       -136.535E+03          0.               231.284E-06          0.                 0.                 0.               111.556E+06          5.30541E+06        0.               111.556E+06          1.03754E+06      112.784E+06        112.36E-06           5.11429E+06       -8.83194E-03       33.1522E-03         0.                 1.71218E+09      451.33E+06           6.90242E+09       -8.79306E-03       33.7079E-03 
              786.517E-06        -79.7605E+03         0.               406.02E-06           0.                 0.                 0.               150.768E+06          6.87697E+06        0.               150.768E+06          1.09466E+06      153.772E+06        112.36E-06           4.96748E+06      -10.8944E-03        38.5723E-03         0.                 1.93571E+09      284.139E+06          7.89496E+09      -10.8353E-03        39.3258E-03 
              898.876E-06         80.81E+03           0.              -115.792E-06          0.                 0.                 0.               196.145E+06          6.86655E+06        0.               196.145E+06          1.09177E+06      199.13E+06         112.36E-06           4.97313E+06      -13.9817E-03        43.9631E-03         0.                 2.10116E+09     -294.67E+06           8.65417E+09      -13.8844E-03        44.9438E-03 
                1.01124E-03      120.11E+03           0.               231.69E-06           0.                 0.                 0.               247.611E+06          5.37388E+06        0.               247.611E+06          1.09589E+06      249.005E+06        112.36E-06           5.07522E+06      -16.0414E-03        49.3251E-03         0.                 2.33776E+09     -470.792E+06          9.6382E+09       -15.9134E-03        50.5618E-03 
                1.1236E-03        -6.92057E+03        0.               996.37E-09           0.                 0.                 0.               303.869E+06          4.9706E+06         0.               303.869E+06          1.26853E+06      305.208E+06        112.36E-06           4.9004E+06       -16.5624E-03        54.6584E-03         0.                 2.66429E+09      -35.234E+06         10.9549E+09       -16.426E-03         56.1798E-03 
                1.23595E-03     -113.398E+03          0.                -2.15449E-03        0.                 0.                 0.               366.669E+06          5.40984E+06        0.               366.669E+06          1.51854E+06      368.537E+06        112.36E-06           5.06043E+06      -17.1726E-03        59.9635E-03         0.                 2.97196E+09      365.378E+06         12.2449E+09       -17.026E-03         61.7977E-03 
                1.34831E-03      -51.7981E+03         0.               292.98E-06           0.                 0.                 0.               434.455E+06          6.59347E+06        0.               434.455E+06          1.56218E+06      437.672E+06        112.36E-06           4.93921E+06      -19.2416E-03        65.2405E-03         0.                 3.18104E+09      176.652E+06         13.2071E+09       -19.0576E-03        67.4157E-03 
                1.46067E-03       78.7082E+03         0.               935.454E-06          0.                 0.                 0.               508.16E+06           6.35487E+06        0.               508.16E+06           1.56063E+06      511.089E+06        112.36E-06           4.986E+06        -21.983E-03         70.4899E-03         0.                 3.35311E+09     -289.085E+06         14.0186E+09       -21.7432E-03        73.0337E-03 
                1.57303E-03       87.7792E+03         0.              -203.331E-06          0.                 0.                 0.               587.29E+06           5.27491E+06        0.               587.29E+06           1.58038E+06      589.137E+06        112.36E-06           5.00905E+06      -23.714E-03         75.7118E-03         0.                 3.59311E+09     -350.183E+06         15.0453E+09       -23.435E-03         78.6517E-03 
                1.68539E-03      -28.581E+03          0.               149.23E-06           0.                 0.                 0.               671.423E+06          5.05536E+06        0.               671.423E+06          1.75037E+06      673.302E+06        112.36E-06           4.9264E+06       -24.3119E-03        80.9066E-03         0.                 3.89763E+09       48.0356E+06        16.31E+09         -24.0187E-03        84.2697E-03 
                1.79775E-03      -92.9172E+03         0.                 1.52263E-06        0.                 0.                 0.               761.425E+06          5.59913E+06        0.               761.425E+06          1.92361E+06      763.922E+06        112.36E-06           5.02572E+06      -25.2801E-03        86.0746E-03         0.                 4.16757E+09      294.653E+06         17.4884E+09       -24.9632E-03        89.8876E-03 
                1.91011E-03      -14.964E+03          0.               532.271E-06          0.                 0.                 0.               856.301E+06          6.38656E+06        0.               856.301E+06          1.94734E+06      859.709E+06        112.36E-06           4.92578E+06      -27.4543E-03        91.216E-03          0.                 4.35741E+09       43.3725E+06        18.402E+09        -27.0808E-03        95.5056E-03 
                2.02247E-03       79.3875E+03         0.              -265.657E-06          0.                 0.                 0.               956.848E+06          5.88187E+06        0.               956.848E+06          1.95052E+06      959.676E+06        112.36E-06           5.00425E+06      -29.8278E-03        96.3311E-03         0.                 4.5397E+09      -294.975E+06         19.2697E+09       -29.3873E-03       101.124E-03  
                2.13483E-03       48.9088E+03         0.               651.352E-06          0.                 0.                 0.                 1.06226E+09        5.18115E+06        0.                 1.06226E+09        2.00008E+06        1.06448E+09      112.36E-06           4.95988E+06      -31.1724E-03       101.42E-03           0.                 4.78825E+09     -212.284E+06         20.3506E+09       -30.6915E-03       106.742E-03  
                2.24719E-03      -51.1922E+03         0.                 0.                 0.                 0.                 0.                 1.17285E+09        5.19007E+06        0.                 1.17285E+09        2.16514E+06        1.17524E+09      112.36E-06           4.96491E+06      -31.8811E-03       106.483E-03          0.                 5.06925E+09      132.855E+06         21.5596E+09       -31.3783E-03       112.36E-03   
                2.35955E-03      -64.0718E+03         0.               416.871E-06          0.                 0.                 0.                 1.28865E+09        5.80759E+06        0.                 1.28865E+09        2.26692E+06        1.29174E+09      112.36E-06           4.98652E+06      -33.2583E-03       111.521E-03          0.                 5.29921E+09      198.195E+06         22.6219E+09       -32.7114E-03       117.978E-03  
                2.47191E-03       23.064E+03          0.               137.967E-09          0.                 0.                 0.                 1.40937E+09        6.10618E+06        0.                 1.40937E+09        2.2794E+06         1.41281E+09      112.36E-06           4.94573E+06      -35.4752E-03       116.534E-03          0.                 5.4754E+09       -91.2827E+06        23.5036E+09       -34.8533E-03       123.595E-03  
                2.58427E-03       68.0556E+03         0.               -59.5875E-06         0.                 0.                 0.                 1.53529E+09        5.49894E+06        0.                 1.53529E+09        2.29437E+06        1.53808E+09      112.36E-06           4.99994E+06      -37.3946E-03       121.521E-03          0.                 5.67442E+09     -260.553E+06         24.4438E+09       -36.7041E-03       129.213E-03  
                2.69663E-03        4.62413E+03        0.               179.488E-06          0.                 0.                 0.                 1.66585E+09        5.16113E+06        0.                 1.66585E+09        2.38335E+06        1.66844E+09      112.36E-06           4.94625E+06      -38.4246E-03       126.484E-03          0.                 5.92763E+09      -58.3862E+06        25.5626E+09       -37.6957E-03       134.831E-03  
                2.80899E-03      -59.3137E+03         0.              -238.419E-06          0.                 0.                 0.                 1.80152E+09        5.40322E+06        0.                 1.80152E+09        2.51768E+06        1.80445E+09      112.36E-06           4.99168E+06      -39.3948E-03       131.422E-03          0.                 6.17653E+09      167.707E+06         26.6882E+09       -38.6289E-03       140.449E-03  
                2.92135E-03      -22.6583E+03         0.               721.464E-06          0.                 0.                 0.                 1.94192E+09        5.90398E+06        0.                 1.94192E+09        2.56508E+06        1.94543E+09      112.36E-06           4.95803E+06      -41.1459E-03       136.336E-03          0.                 6.37071E+09       59.9553E+06        27.6482E+09       -40.3109E-03       146.067E-03  
                3.03371E-03       47.8027E+03         0.              -600.513E-06          0.                 0.                 0.                 2.08725E+09        5.73279E+06        0.                 2.08725E+09        2.57821E+06        2.09058E+09      112.36E-06           4.98319E+06      -43.1988E-03       141.227E-03          0.                 6.54772E+09     -180.354E+06         28.543E+09        -42.279E-03        151.685E-03  
                3.14607E-03       36.1945E+03         0.                 0.                 0.                 0.                 0.                 2.23725E+09        5.27375E+06        0.                 2.23725E+09        2.62131E+06        2.24017E+09      112.36E-06           4.9742E+06       -44.6246E-03       146.093E-03          0.                 6.76586E+09     -156.668E+06         29.5608E+09       -43.6436E-03       157.303E-03  
                3.25843E-03      -31.8301E+03         0.              -723.146E-06          0.                 0.                 0.                 2.39193E+09        5.25463E+06        0.                 2.39193E+09        2.73323E+06        2.39494E+09      112.36E-06           4.97318E+06      -45.5742E-03       150.935E-03          0.                 7.00913E+09       69.1156E+06        30.6695E+09       -44.5513E-03       162.921E-03  
                3.37079E-03      -40.4363E+03         0.                 0.                 0.                 0.                 0.                 2.55135E+09        5.63134E+06        0.                 2.55135E+09        2.81341E+06        2.55481E+09      112.36E-06           4.98374E+06      -46.9457E-03       155.755E-03          0.                 7.21896E+09      111.368E+06         31.6883E+09       -45.8608E-03       168.539E-03  
                3.48315E-03       19.4739E+03         0.               363.748E-06          0.                 0.                 0.                 2.71537E+09        5.76468E+06        0.                 2.71537E+09        2.83643E+06        2.719E+09        112.36E-06           4.97141E+06      -48.8549E-03       160.551E-03          0.                 7.39353E+09      -82.0837E+06        32.5955E+09       -47.6808E-03       174.157E-03  
                3.59551E-03       42.4952E+03         0.               -60.5358E-06         0.                 0.                 0.                 2.88403E+09        5.40183E+06        0.                 2.88403E+09        2.86405E+06        2.88731E+09      112.36E-06           4.99208E+06      -50.5093E-03       165.324E-03          0.                 7.58635E+09     -168.986E+06         33.5498E+09       -49.2549E-03       179.775E-03  
                3.70787E-03       -6.65218E+03        0.               640.925E-06          0.                 0.                 0.                 3.05712E+09        5.2351E+06         0.                 3.05712E+09        2.94417E+06        3.06033E+09      112.36E-06           4.9727E+06       -51.6013E-03       170.075E-03          0.                 7.81261E+09      -14.1947E+06        34.6106E+09       -50.2925E-03       185.393E-03  
                3.82022E-03      -38.7597E+03         0.              -394.283E-06          0.                 0.                 0.                 3.23481E+09        5.45169E+06        0.                 3.23481E+09        3.03474E+06        3.2383E+09       112.36E-06           4.99358E+06      -52.783E-03        174.803E-03          0.                 8.02711E+09       99.4673E+06        35.649E+09        -51.4142E-03       191.011E-03  
                3.93258E-03     -681.049              0.               306.105E-06          0.                 0.                 0.                 3.41692E+09        5.68099E+06        0.                 3.41692E+09        3.07208E+06        3.42069E+09      112.36E-06           4.97762E+06      -54.4827E-03       179.509E-03          0.                 8.20553E+09      -16.6349E+06        36.5818E+09       -53.0251E-03       196.629E-03  
                4.04494E-03       35.9685E+03         0.                62.1722E-06         0.                 0.                 0.                 3.60352E+09        5.47402E+06        0.                 3.60352E+09        3.09732E+06        3.6071E+09       112.36E-06           4.99659E+06      -56.1944E-03       184.193E-03          0.                 8.38445E+09     -141.739E+06         37.5087E+09       -54.6447E-03       202.247E-03  
