1.23266e-04 5.49616e+06  5.34690e+06 5.34690e+06 
2.46531e-04 8.08862e+06  1.54262e+07 1.85930e+07 
3.69413e-04 6.74711e+06  3.49403e+07 3.64024e+07 
4.91808e-04 4.96078e+06  6.03335e+07 6.02241e+07 
6.14026e-04 4.95135e+06  9.32814e+07 9.31768e+07 
7.36279e-04 6.40989e+06  1.33693e+08 1.34930e+08 
8.58364e-04 7.33739e+06  1.79875e+08 1.82288e+08 
9.80020e-04 5.51003e+06  2.33954e+08 2.34268e+08 
1.10135e-03 4.93466e+06  2.93215e+08 2.93268e+08 
1.22262e-03 5.45735e+06  3.60465e+08 3.60780e+08 
1.34384e-03 6.85593e+06  4.32962e+08 4.34918e+08 
1.46474e-03 6.10894e+06  5.12520e+08 5.13562e+08 
1.58528e-03 5.06903e+06  5.97523e+08 5.97651e+08 
1.70566e-03 5.14712e+06  6.89037e+08 6.89197e+08 
1.82599e-03 6.16966e+06  7.86535e+08 7.87735e+08 
1.94612e-03 6.32128e+06  8.89761e+08 8.91146e+08 
2.06591e-03 5.30280e+06  9.98859e+08 9.99175e+08 
2.18547e-03 5.09245e+06  1.11333e+09 1.11352e+09 
2.30496e-03 5.70521e+06  1.23393e+09 1.23465e+09 
2.42430e-03 6.21648e+06  1.35964e+09 1.36097e+09 
2.54335e-03 5.50778e+06  1.49105e+09 1.49159e+09 
2.66214e-03 5.12622e+06  1.62738e+09 1.62762e+09 
2.78082e-03 5.46557e+06  1.76944e+09 1.76995e+09 
2.89938e-03 6.00801e+06  1.91643e+09 1.91755e+09 
3.01770e-03 5.61138e+06  2.06870e+09 2.06936e+09 
3.13576e-03 5.18537e+06  2.22569e+09 2.22599e+09 
3.25368e-03 5.35879e+06  2.38791e+09 2.38834e+09 
3.37148e-03 5.81818e+06  2.55494e+09 2.55587e+09 
3.48908e-03 5.62516e+06  2.72684e+09 2.72755e+09 
3.60643e-03 5.23719e+06  2.90331e+09 2.90365e+09 
3.72362e-03 5.31779e+06  3.08458e+09 3.08499e+09 
3.84070e-03 5.67897e+06  3.27049e+09 3.27127e+09 
3.95758e-03 5.58827e+06  3.46095e+09 3.46163e+09 
4.07424e-03 5.26867e+06  3.65577e+09 3.65614e+09 
4.19074e-03 5.30639e+06  3.85508e+09 3.85549e+09 
4.30711e-03 5.58392e+06  4.05881e+09 4.05950e+09 
4.42330e-03 5.53135e+06  4.26683e+09 4.26746e+09 
4.53929e-03 5.28057e+06  4.47900e+09 4.47939e+09 
4.65511e-03 5.30692e+06  4.69541e+09 4.69582e+09 
4.77080e-03 5.51831e+06  4.91600e+09 4.91663e+09 
4.88632e-03 5.47059e+06  5.14067e+09 5.14124e+09 
5.00165e-03 5.27945e+06  5.36928e+09 5.36967e+09 
5.11682e-03 5.31138e+06  5.60191e+09 5.60233e+09 
5.23186e-03 5.46932e+06  5.83850e+09 5.83908e+09 
5.34673e-03 5.41274e+06  6.07896e+09 6.07948e+09 
5.46141e-03 5.27231e+06  6.32318e+09 6.32356e+09 
5.57595e-03 5.31623e+06  6.57121e+09 6.57164e+09 
5.69036e-03 5.42787e+06  6.82301e+09 6.82355e+09 
5.80459e-03 5.36044e+06  7.07848e+09 7.07895e+09 
5.91866e-03 5.26457e+06  7.33754e+09 7.33791e+09 
6.03258e-03 5.31936e+06  7.60023e+09 7.60066e+09 
6.14637e-03 5.38832e+06  7.86650e+09 7.86700e+09 
6.25999e-03 5.31523e+06  8.13626e+09 8.13668e+09 
6.37346e-03 5.25946e+06  8.40945e+09 8.40983e+09 
6.48678e-03 5.31855e+06  8.68612e+09 8.68655e+09 
6.59997e-03 5.34817e+06  8.96618e+09 8.96664e+09 
6.71300e-03 5.27871e+06  9.24956e+09 9.24995e+09 
6.82588e-03 5.25795e+06  9.53624e+09 9.53661e+09 
6.93863e-03 5.31126e+06  9.82623e+09 9.82665e+09 
7.05123e-03 5.30785e+06  1.01195e+10 1.01199e+10 
7.16368e-03 5.25223e+06  1.04158e+10 1.04162e+10 
7.27599e-03 5.25851e+06  1.07154e+10 1.07158e+10 
7.38817e-03 5.29559e+06  1.10181e+10 1.10185e+10 
7.50021e-03 5.27024e+06  1.13239e+10 1.13243e+10 
7.61210e-03 5.23606e+06  1.16328e+10 1.16331e+10 
7.72386e-03 5.25751e+06  1.19447e+10 1.19450e+10 
7.83549e-03 5.27190e+06  1.22596e+10 1.22600e+10 
7.94698e-03 5.23932e+06  1.25774e+10 1.25778e+10 
8.05833e-03 5.22822e+06  1.28982e+10 1.28985e+10 
8.16955e-03 5.25060e+06  1.32219e+10 1.32222e+10 
8.28063e-03 5.24381e+06  1.35484e+10 1.35488e+10 
8.39159e-03 5.21800e+06  1.38778e+10 1.38781e+10 
8.50241e-03 5.22406e+06  1.42100e+10 1.42104e+10 
8.61311e-03 5.23550e+06  1.45450e+10 1.45454e+10 
8.72367e-03 5.21726e+06  1.48828e+10 1.48831e+10 
8.83410e-03 5.20603e+06  1.52232e+10 1.52235e+10 
8.94441e-03 5.21758e+06  1.55664e+10 1.55667e+10 
9.05460e-03 5.21427e+06  1.59123e+10 1.59126e+10 
9.16465e-03 5.19746e+06  1.62608e+10 1.62611e+10 
9.27458e-03 5.19923e+06  1.66119e+10 1.66122e+10 
9.38439e-03 5.20482e+06  1.69656e+10 1.69659e+10 
9.49407e-03 5.19277e+06  1.73219e+10 1.73222e+10 
9.60363e-03 5.18557e+06  1.76807e+10 1.76810e+10 
9.71307e-03 5.19135e+06  1.80421e+10 1.80424e+10 
9.82239e-03 5.18701e+06  1.84059e+10 1.84062e+10 
9.93158e-03 5.17649e+06  1.87722e+10 1.87725e+10 
1.00000e-02 5.17541e+06  1.90032e+10 1.90035e+10 
