1.23266e-04 2.84602e+04  0.00000e+00 0.00000e+00 
2.46531e-04 2.59496e+05  1.20324e+05 3.41523e+05 
3.69797e-04 6.58752e+05  8.12762e+05 1.44752e+06 
4.93007e-04 8.82855e+05  2.40777e+06 3.29521e+06 
6.16092e-04 6.41605e+05  5.04792e+06 5.66606e+06 
7.39052e-04 2.34299e+05  7.81717e+06 8.01178e+06 
8.61957e-04 2.27970e+04  9.33468e+06 9.33335e+06 
9.84858e-04 2.37422e+03  9.32027e+06 9.32254e+06 
1.10777e-03 2.50363e+04  9.35271e+06 9.35317e+06 
1.23070e-03 2.48724e+05  1.11227e+07 1.13280e+07 
1.35362e-03 7.03229e+05  1.52063e+07 1.58870e+07 
1.47647e-03 9.74944e+05  2.13798e+07 2.23590e+07 
1.59920e-03 7.21544e+05  2.87941e+07 2.94947e+07 
1.72182e-03 2.53742e+05  3.52332e+07 3.54417e+07 
1.84436e-03 2.16488e+04  3.83406e+07 3.83356e+07 
1.96690e-03 6.91996e+03  3.82771e+07 3.82837e+07 
2.08945e-03 1.69948e+04  3.81184e+07 3.81128e+07 
2.21202e-03 2.16655e+05  4.10259e+07 4.11934e+07 
2.33459e-03 7.13683e+05  4.82283e+07 4.89140e+07 
2.45710e-03 1.07198e+06  5.92683e+07 6.03440e+07 
2.57949e-03 8.47504e+05  7.21310e+07 7.29608e+07 
2.70175e-03 3.16369e+05  8.29574e+07 8.32232e+07 
2.82393e-03 2.80016e+04  8.82215e+07 8.82149e+07 
2.94610e-03 1.17045e+04  8.82315e+07 8.82416e+07 
3.06828e-03 1.02943e+04  8.73737e+07 8.73655e+07 
3.19050e-03 1.59174e+05  9.05152e+07 9.06203e+07 
3.31272e-03 6.71672e+05  1.00118e+08 1.00751e+08 
3.43488e-03 1.15469e+06  1.15919e+08 1.17075e+08 
3.55692e-03 1.02541e+06  1.34878e+08 1.35892e+08 
3.67884e-03 4.41140e+05  1.51329e+08 1.51717e+08 
3.80066e-03 5.08189e+04  1.60051e+08 1.60054e+08 
3.92245e-03 1.38669e+04  1.60730e+08 1.60737e+08 
4.04425e-03 1.30845e+04  1.58653e+08 1.58655e+08 
4.16610e-03 8.65680e+04  1.60693e+08 1.60724e+08 
4.28796e-03 5.60388e+05  1.71285e+08 1.71791e+08 
4.40977e-03 1.18445e+06  1.91067e+08 1.92244e+08 
4.53148e-03 1.24383e+06  2.16483e+08 2.17724e+08 
4.65306e-03 6.56252e+05  2.40146e+08 2.40752e+08 
4.77452e-03 1.15113e+05  2.54487e+08 2.54539e+08 
4.89593e-03 9.94266e+03  2.57357e+08 2.57348e+08 
5.01735e-03 2.86521e+04  2.54018e+08 2.54043e+08 
5.13881e-03 2.57875e+04  2.53384e+08 2.53362e+08 
5.26030e-03 3.80858e+05  2.62710e+08 2.63020e+08 
5.38177e-03 1.10542e+06  2.84624e+08 2.85703e+08 
5.50315e-03 1.45362e+06  3.16030e+08 3.17488e+08 
5.62439e-03 9.83687e+05  3.48365e+08 3.49311e+08 
5.74550e-03 2.72950e+05  3.71277e+08 3.71474e+08 
5.86654e-03 7.90415e+03  3.79273e+08 3.79238e+08 
5.98757e-03 4.45673e+04  3.75895e+08 3.75938e+08 
6.10863e-03 1.04676e+04  3.71404e+08 3.71384e+08 
6.22974e-03 1.74743e+05  3.76523e+08 3.76618e+08 
6.35085e-03 8.70947e+05  3.97288e+08 3.98103e+08 
6.47189e-03 1.55086e+06  4.32624e+08 4.34174e+08 
6.59281e-03 1.39859e+06  4.74034e+08 4.75418e+08 
6.71359e-03 6.00506e+05  5.08658e+08 5.09184e+08 
6.83426e-03 5.81008e+04  5.26327e+08 5.26310e+08 
6.95489e-03 3.45054e+04  5.26395e+08 5.26413e+08 
7.07555e-03 4.79673e+04  5.18479e+08 5.18518e+08 
7.19625e-03 2.94998e+04  5.16556e+08 5.16517e+08 
7.31698e-03 5.02639e+05  5.31506e+08 5.31920e+08 
7.43769e-03 1.39916e+06  5.66375e+08 5.67745e+08 
7.55829e-03 1.76840e+06  6.14857e+08 6.16629e+08 
7.67875e-03 1.14425e+06  6.63072e+08 6.64166e+08 
7.79907e-03 2.86319e+05  6.95879e+08 6.96068e+08 
7.91932e-03 6.41871e+03  7.05815e+08 7.05766e+08 
8.03956e-03 8.30145e+04  6.98275e+08 6.98356e+08 
8.15984e-03 2.28759e+04  6.88419e+08 6.88406e+08 
8.28017e-03 1.45306e+05  6.92512e+08 6.92558e+08 
8.40051e-03 9.38137e+05  7.20042e+08 7.20902e+08 
8.52080e-03 1.83694e+06  7.69838e+08 7.71668e+08 
8.64095e-03 1.79098e+06  8.29970e+08 8.31750e+08 
8.76095e-03 8.51680e+05  8.82063e+08 8.82829e+08 
8.88084e-03 1.02454e+05  9.10493e+08 9.10494e+08 
9.00066e-03 4.05300e+04  9.11975e+08 9.11982e+08 
9.12051e-03 1.07865e+05  8.98106e+08 8.98210e+08 
9.24041e-03 7.08469e+03  8.88614e+08 8.88553e+08 
9.36036e-03 3.44568e+05  9.00843e+08 9.01071e+08 
9.48030e-03 1.38314e+06  9.42076e+08 9.43398e+08 
9.60015e-03 2.15553e+06  1.00656e+09 1.00872e+09 
9.71986e-03 1.72564e+06  1.07695e+09 1.07864e+09 
9.83941e-03 6.18447e+05  1.13128e+09 1.13179e+09 
9.95886e-03 2.46172e+04  1.15458e+09 1.15450e+09 
1.00000e-02 9.26627e+03  1.15572e+09 1.15563e+09 
