
                             A:A1 PI: TRUSS-1   A:A1 PI: HOST-1 N  A:A2 PI: TRUSS-1   A:A2 PI: HOST-1 N  ALLAE Whole Model  ALLCD Whole Model  ALLDMD Whole Mode  ALLFD Whole Model  ALLIE Whole Model  ALLKE Whole Model  ALLPD Whole Model  ALLSE Whole Model  ALLVD Whole Model  ALLWK Whole Model  ETOTAL Whole Mode  LE:LE11 PI: TRUSS  LE:LE11 PI: HOST-  LE:LE22 PI: TRUSS  LE:LE22 PI: HOST-  RF:RF1 PI: TRUSS-  RF:RF1 PI: HOST-1  RF:RF2 PI: TRUSS-  RF:RF2 PI: HOST-1  S:S11 PI: TRUSS-1  S:S11 PI: HOST-1   S:S22 PI: TRUSS-1  S:S22 PI: HOST-1   U:U1 PI: TRUSS-1   U:U1 PI: HOST-1 N  U:U2 PI: TRUSS-1   U:U2 PI: HOST-1 N
                  X                 N: 1               : 1                N: 1               : 1                 -1                 -1                l-1                 -1                 -1                 -1                 -1                 -1                 -1                 -1                l-1          -1 E: 1 Centroid   1 E: 1 Centroid    -1 E: 1 Centroid   1 E: 1 Centroid         1 N: 1              N: 1              1 N: 1              N: 1           E: 1 Centroid     E: 1 Centroid       E: 1 Centroid     E: 1 Centroid           N: 1               : 1                N: 1               : 1       

                0.              -284.38              -2.27504E+03      568.76               0.                 0.                 0.                 0.                 0.                 0.                51.1875E+03         0.                 0.                 0.                 0.                51.1875E+03         0.                 0.                 0.               -14.9012E-09         0.                 0.                 0.                 2.43998E+06        0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.         
              113.636E-06         -1.9575E+03       -15.7478E+03         9.01842E+03        0.                 0.                 0.                 0.                 0.                42.5499E+03        60.3017E+03         0.                42.5499E+03         4.82254E+03       48.8401E+03        58.834E+03        284.035E-06        -10.9892E-06         0.               560.737E-06          0.                 0.                 0.                40.3984E+06        56.8051E+06        60.4385E+06         0.               148.368E+06         -1.83613E-06      -14.689E-06          3.67226E-06      568.182E-06  
              227.273E-06         -2.14526E+03       -6.64562E+03        8.3727E+03         0.                 0.                 0.                 0.                 0.                95.6497E+03       109.822E+03          0.                95.6497E+03         5.28293E+03      154.777E+03         55.9774E+03       567.99E-06        -174.462E-06          0.               888.402E-06          0.                 0.                 0.                50.4557E+06       113.614E+06         35.3705E+06         0.               198.854E+06        -28.95E-06        -232.733E-06        123.801E-06          1.13636E-03
              340.909E-06         -1.12115E+03       14.5089E+03       837.597              0.                 0.                 0.                 0.                 0.               172.864E+03        140.622E+03          0.               172.864E+03          7.16855E+03      267.501E+03         53.1537E+03       851.983E-06       -413.657E-06          0.               999.983E-06          0.                 0.                 0.                41.9145E+06       170.402E+06        -43.7496E+06         0.               173.697E+06        -83.766E-06       -536.594E-06        352.049E-06          1.70455E-03
              454.545E-06        -22.1406            21.4937E+03        -4.83458E+03        0.                 0.                 0.                 0.                 0.               304.152E+03        118.669E+03          0.               304.152E+03          8.691E+03        374.431E+03         57.0809E+03         1.13578E-03     -537.06E-06           0.                 1.08996E-03        0.                 0.                 0.                43.5929E+06       227.154E+06        -80.8345E+06         0.               169.438E+06       -153.06E-06        -653.098E-06        591.113E-06          2.27273E-03
              568.182E-06        517.484              4.82102E+03       -3.76957E+03        0.                 0.                 0.                 0.                 0.               450.621E+03         98.826E+03          0.               450.621E+03          9.60693E+03      506.699E+03         52.355E+03          1.41949E-03     -474.001E-06          0.                 1.30454E-03        0.                 0.                 0.                69.0532E+06       283.924E+06        -31.8317E+06         0.               241.768E+06       -222.639E-06       -492.048E-06        767.747E-06          2.84091E-03
              681.818E-06        745.784            -17.3959E+03       518.814              0.                 0.                 0.                 0.                 0.               654.348E+03         84.1372E+03         0.               654.348E+03         13.2058E+03       696.565E+03         55.1252E+03         1.70312E-03     -363.05E-06           0.                 1.61644E-03        0.                 0.                 0.               103.107E+06        340.657E+06         46.8147E+06         0.               351.308E+06       -285.537E-06       -268.744E-06        895.703E-06          3.40909E-03
              795.455E-06          1.03587E+03      -21.1146E+03         1.70136E+03        0.                 0.                 0.                 0.                 0.               890.372E+03         92.1829E+03         0.               890.372E+03         14.8208E+03       941.019E+03         56.3562E+03         1.98667E-03     -395.137E-06          0.                 1.91471E-03        0.                 0.                 0.               122.595E+06        397.351E+06         68.878E+06          0.               424.205E+06       -338.803E-06       -270.076E-06          1.03036E-03        3.97727E-03
              909.091E-06          1.16767E+03       -3.7581E+03        -1.3491E+03         0.                 0.                 0.                 0.                 0.                 1.13892E+06      108.851E+03          0.                 1.13892E+06       15.2984E+03         1.21232E+06       50.7457E+03         2.27015E-03     -603.909E-06          0.                 2.16918E-03        0.                 0.                 0.               124.259E+06        454.078E+06         17.9284E+06         0.               444.511E+06       -378.694E-06       -544.067E-06          1.18699E-03        4.54545E-03
                1.02273E-03      624.257             14.347E+03         -3.75977E+03        0.                 0.                 0.                 0.                 0.                 1.44941E+06       85.717E+03          0.                 1.44941E+06       16.5099E+03         1.49725E+06       54.3929E+03         2.55354E-03     -842.61E-06           0.                 2.45822E-03        0.                 0.                 0.               126.769E+06        510.747E+06        -40.5343E+06         0.               467.245E+06       -403.506E-06       -866.586E-06          1.32619E-03        5.11364E-03
                1.13636E-03     -526.856             14.3054E+03        -1.34877E+03        0.                 0.                 0.                 0.                 0.                 1.78969E+06       63.1259E+03         0.                 1.78969E+06       17.0384E+03         1.81476E+06       55.096E+03          2.83685E-03     -959.804E-06          0.                 2.84413E-03        0.                 0.                 0.               146.726E+06        567.437E+06        -41.0894E+06         0.               544.066E+06       -420.257E-06         -1.00384E-03        1.41684E-03        5.68182E-03
                1.25E-03          -1.41421E+03     -863.214              3.85446E+03        0.                 0.                 0.                 0.                 0.                 2.15303E+06       72.4011E+03         0.                 2.15303E+06       19.117E+03          2.19175E+06       52.7972E+03         3.12008E-03     -959.5E-06            0.                 3.26461E-03        0.                 0.                 0.               178.834E+06        624.114E+06          7.50016E+06        0.               657.285E+06       -443.811E-06       -956.367E-06          1.49008E-03        6.25E-03   
                1.36364E-03       -1.21037E+03      -12.2089E+03         5.90175E+03        0.                 0.                 0.                 0.                 0.                 2.5607E+06       100.547E+03          0.                 2.5607E+06        21.0278E+03         2.6284E+06        53.8753E+03         3.40335E-03     -970.524E-06          0.                 3.58562E-03        0.                 0.                 0.               203.194E+06        680.779E+06         40.3064E+06         0.               741.166E+06       -485.627E-06       -920.039E-06          1.61309E-03        6.81818E-03
                1.47727E-03      -77.1387            -7.85988E+03        2.03124E+03        0.                 0.                 0.                 0.                 0.                 2.99755E+06      128.231E+03          0.                 2.99755E+06       21.5581E+03         3.09577E+06       51.5696E+03         3.68642E-03       -1.08136E-03        0.                 3.75466E-03        0.                 0.                 0.               209.377E+06        737.44E+06          17.1933E+06         0.               761.117E+06       -543.073E-06         -1.04137E-03        1.81231E-03        7.38636E-03
                1.59091E-03      934.836              4.71861E+03       -3.96886E+03        0.                 0.                 0.                 0.                 0.                 3.48234E+06      116.031E+03          0.                 3.48234E+06       22.8559E+03         3.56805E+06       53.1788E+03         3.96941E-03       -1.24517E-03        0.                 3.87169E-03        0.                 0.                 0.               208.182E+06        794.032E+06        -32.3307E+06         0.               754.771E+06       -601.515E-06         -1.26419E-03        2.03777E-03        7.95455E-03
