
                             A:A1 PI: HOST-1 N  A:A1 PI: TRUSS-1   ALLIE Whole Model  ALLKE Whole Model  ALLSE Whole Model  ALLVD Whole Model  ALLWK Whole Model  ETOTAL Whole Mode  LE:LE11 PI: HOST-  LE:LE11 PI: TRUSS  LE:LE22 PI: HOST-  RF:RF2 PI: HOST-1  RF:RF2 PI: TRUSS-  S:S11 PI: HOST-1   S:S11 PI: TRUSS-1  S:S22 PI: HOST-1   U:U1 PI: HOST-1 N  U:U1 PI: TRUSS-1   U:U2 PI: HOST-1 N  U:U2 PI: TRUSS-1 
                  X                 : 1                N: 1                -1                 -1                 -1                 -1                 -1                l-1          1 E: 1 Centroid    -1 E: 1 Centroid   1 E: 1 Centroid          N: 1              1 N: 1         E: 1 Centroid       E: 1 Centroid     E: 1 Centroid           : 1                N: 1               : 1                N: 1      

                0.                -2.08545E+03       -1.04273E+03        0.                58.5E+03            0.                 0.                 0.                58.5E+03            0.                 0.                 0.                 2.43998E+06        0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.         
              113.636E-06        -14.5164E+03        -7.25821E+03       48.1786E+03        62.3172E+03        48.1786E+03         5.35762E+03       54.5933E+03        61.2602E+03       -13.4707E-06       567.99E-06         568.109E-06         45.6021E+06         0.                60.3433E+06       113.614E+06        149.778E+06        -13.465E-06         -6.73248E-06      568.182E-06          0.         
              227.273E-06        -10.8751E+03        -5.43755E+03      160.906E+03         82.9227E+03       160.906E+03          7.52106E+03      193.388E+03         57.9611E+03      -214.354E-06          1.13578E-03        1.13575E-03       76.5374E+06         0.                48.5353E+06       227.154E+06        256.2E+06         -214.384E-06       -107.192E-06          1.13636E-03        0.         
              340.909E-06          4.064E+03          2.032E+03        348.859E+03         91.4877E+03       348.859E+03          8.8257E+03       393.571E+03         55.6019E+03      -555.908E-06          1.70312E-03        1.70315E-03       99.6232E+06         0.               -17.3788E+06       340.657E+06        330.095E+06       -555.735E-06       -277.868E-06          1.70455E-03        0.         
              454.545E-06         13.5503E+03         6.77514E+03      628.828E+03         71.9732E+03       628.828E+03         10.1797E+03       651.13E+03          59.8511E+03      -844.955E-06          2.27015E-03        2.27013E-03      127.029E+06          0.               -63.1666E+06       454.077E+06        416.001E+06       -844.607E-06       -422.304E-06          2.27273E-03        0.         
              568.182E-06          7.90191E+03        3.95096E+03      970.335E+03         59.8133E+03       970.335E+03         12.2969E+03       983.389E+03         59.056E+03       -958.992E-06          2.83685E-03        2.83691E-03      165.36E+06           0.               -41.6404E+06       567.437E+06        542.231E+06       -958.502E-06       -479.251E-06          2.84091E-03        0.         
              681.818E-06         -5.72097E+03       -2.86049E+03        1.39115E+06       59.2909E+03         1.39115E+06       16.9808E+03         1.40886E+06       58.5571E+03      -970.805E-06          3.40335E-03        3.40335E-03      209.055E+06          0.                19.1322E+06       680.779E+06        691.945E+06       -970.357E-06       -485.178E-06          3.40909E-03        0.         
              795.455E-06        -12.2E+03           -6.09998E+03        1.89839E+06       67.4901E+03         1.89839E+06       20.9053E+03         1.92733E+06       59.4483E+03        -1.05666E-03        3.96941E-03        3.96938E-03      247.2E+06            0.                51.4235E+06       794.054E+06        824.506E+06         -1.05609E-03     -528.044E-06          3.97727E-03        0.         
              909.091E-06         -5.16489E+03       -2.58245E+03        2.47093E+06       83.9208E+03         2.47093E+06       22.5044E+03         2.52138E+06       55.9729E+03        -1.30011E-03        4.53515E-03        4.53515E-03      275.564E+06          0.                22.9983E+06       907.232E+06        920.573E+06         -1.29936E-03     -649.68E-06           4.54545E-03        0.         
                1.02273E-03        6.85368E+03        3.42684E+03        3.12667E+06       81.9563E+03         3.12667E+06       23.8342E+03         3.17615E+06       56.3113E+03        -1.61062E-03        5.10057E-03        5.10062E-03      300.631E+06          0.               -31.1863E+06         1.0204E+09         1.00112E+09       -1.60933E-03     -804.664E-06          5.11364E-03        0.         
                1.13636E-03       10.6474E+03         5.32371E+03        3.862E+06         66.2483E+03         3.862E+06         25.2275E+03         3.89489E+06       58.5835E+03        -1.83246E-03        5.66579E-03        5.66576E-03      331.863E+06          0.               -51.3322E+06         1.13349E+09        1.10203E+09       -1.83079E-03     -915.396E-06          5.68182E-03        0.         
                1.25E-03           2.79061E+03        1.39531E+03        4.66347E+06       59.9451E+03         4.66347E+06       27.9997E+03         4.69404E+06       57.38E+03          -1.91658E-03        6.23057E-03        6.2306E-03       371.384E+06          0.               -18.5389E+06         1.24655E+09        1.23463E+09       -1.91476E-03     -957.382E-06          6.25E-03           0.         
                1.36364E-03       -7.43789E+03       -3.71894E+03        5.54855E+06       61.5592E+03         5.54855E+06       32.1694E+03         5.58454E+06       57.7462E+03        -1.96458E-03        6.79504E-03        6.79505E-03      412.254E+06          0.                28.1032E+06         1.35952E+09        1.37549E+09       -1.9627E-03      -981.351E-06          6.81818E-03        0.         
                1.47727E-03       -8.92119E+03       -4.46059E+03        6.51046E+06       72.E+03             6.51046E+06       34.9381E+03         6.56046E+06       56.9399E+03        -2.10889E-03        7.35918E-03        7.35926E-03      446.563E+06          0.                37.6868E+06         1.47241E+09        1.49404E+09       -2.10668E-03       -1.05334E-03        7.38636E-03        0.         
                1.59091E-03     -735.213           -367.606              7.54314E+06       81.6423E+03         7.54314E+06       36.3701E+03         7.60652E+06       54.6281E+03        -2.36868E-03        7.92313E-03        7.92313E-03      473.969E+06          0.                 2.80599E+06        1.58533E+09        1.58585E+09       -2.36587E-03       -1.18293E-03        7.95455E-03        0.         
                1.70455E-03        7.62052E+03        3.81026E+03        8.65868E+06       74.5028E+03         8.65868E+06       37.7141E+03         8.71501E+06       55.8948E+03        -2.63801E-03        8.48664E-03        8.48665E-03      501.496E+06          0.               -35.7995E+06         1.69812E+09        1.67536E+09       -2.63455E-03       -1.31727E-03        8.52273E-03        0.         
                1.81818E-03        7.18387E+03        3.59193E+03        9.84687E+06       63.5991E+03         9.84687E+06       39.4272E+03         9.89338E+06       56.5202E+03        -2.80882E-03        9.04983E-03        9.04981E-03      535.468E+06          0.               -36.5046E+06         1.81089E+09        1.78755E+09       -2.80482E-03       -1.40241E-03        9.09091E-03        0.         
                1.93182E-03     -907.183           -453.595             11.1074E+06        60.8087E+03        11.1074E+06        42.5515E+03        11.155E+06         55.7173E+03        -2.88652E-03        9.6127E-03         9.61273E-03      574.772E+06          0.                -1.46858E+06        1.92356E+09        1.92112E+09       -2.88233E-03       -1.44116E-03        9.65909E-03        0.         
                2.04545E-03       -7.39532E+03       -3.69767E+03       12.4495E+06        64.7327E+03        12.4495E+06        46.0054E+03        12.5043E+06        55.8624E+03        -2.97601E-03       10.1754E-03        10.1753E-03       612.626E+06          0.                29.0091E+06         2.03625E+09        2.0519E+09        -2.97155E-03       -1.48577E-03       10.2273E-03         0.         
                2.15909E-03       -5.44086E+03       -2.72043E+03       13.8642E+06        74.5572E+03        13.8642E+06        48.1051E+03        13.9326E+06        54.2632E+03        -3.16122E-03       10.7376E-03        10.7376E-03       644.257E+06          0.                22.5978E+06         2.14885E+09        2.16047E+09       -3.15627E-03       -1.57813E-03       10.7955E-03         0.         
                2.27273E-03        2.21484E+03        1.10742E+03       15.3542E+06        77.7439E+03        15.3542E+06        49.5168E+03        15.4282E+06        53.2537E+03        -3.41705E-03       11.2995E-03        11.2996E-03       671.889E+06          0.               -10.9834E+06         2.26135E+09        2.25268E+09       -3.41125E-03       -1.70562E-03       11.3636E-03         0.         
                2.38636E-03        6.91309E+03        3.45655E+03       16.9231E+06        69.4732E+03        16.9231E+06        50.9604E+03        16.9893E+06        54.2989E+03        -3.64427E-03       11.8612E-03        11.8612E-03       701.832E+06          0.               -33.583E+06          2.37382E+09        2.35142E+09       -3.63762E-03       -1.81881E-03       11.9318E-03         0.         
                2.5E-03            3.83111E+03        1.91556E+03       18.563E+06         62.695E+03         18.563E+06         53.0729E+03        18.6247E+06        54.0381E+03        -3.78187E-03       12.4226E-03        12.4225E-03       737.384E+06          0.               -21.766E+06          2.48628E+09        2.47074E+09       -3.77473E-03       -1.88736E-03       12.5E-03            0.         
                2.61364E-03       -3.12308E+03       -1.56154E+03       20.279E+06         62.3606E+03        20.279E+06         56.2075E+03        20.3439E+06        53.5979E+03        -3.86986E-03       12.9835E-03        12.9835E-03       775.516E+06          0.                 9.11147E+06        2.59863E+09        2.60144E+09       -3.86236E-03       -1.93118E-03       13.0682E-03         0.         
                2.72727E-03       -6.17227E+03       -3.08613E+03       22.0726E+06        67.8559E+03        22.0726E+06        58.9964E+03        22.1464E+06        53.114E+03         -3.99832E-03       13.5442E-03        13.5442E-03       810.612E+06          0.                24.3751E+06         2.71095E+09        2.72271E+09       -3.99033E-03       -1.99516E-03       13.6364E-03         0.         
                2.84091E-03       -2.33175E+03       -1.16588E+03       23.9386E+06        74.9798E+03        23.9386E+06        60.7665E+03        24.0229E+06        51.5394E+03        -4.20691E-03       14.1046E-03        14.1046E-03       840.696E+06          0.                 8.80759E+06        2.82324E+09        2.82541E+09       -4.19799E-03       -2.099E-03         14.2045E-03         0.         
                2.95455E-03        3.73458E+03        1.86729E+03       25.8815E+06        73.6666E+03        25.8815E+06        62.217E+03         25.966E+06         51.3389E+03        -4.44565E-03       14.6647E-03        14.6646E-03       869.296E+06          0.               -18.4478E+06         2.93545E+09        2.92104E+09       -4.43577E-03       -2.21789E-03       14.7727E-03         0.         
                3.06818E-03        5.31844E+03        2.65922E+03       27.8994E+06        66.5035E+03        27.8994E+06        63.8637E+03        27.978E+06         51.7438E+03        -4.63608E-03       15.2244E-03        15.2244E-03       901.229E+06          0.               -27.1224E+06         3.04761E+09        3.02775E+09       -4.62532E-03       -2.31266E-03       15.3409E-03         0.         
                3.18182E-03        1.05573E+03      527.865             29.9893E+06        62.8219E+03        29.9893E+06        66.2816E+03        30.0672E+06        51.189E+03         -4.7575E-03        15.7839E-03        15.7838E-03       937.302E+06          0.                -9.30133E+06        3.1597E+09         3.1503E+09        -4.7462E-03        -2.3731E-03        15.9091E-03         0.         
                3.29545E-03       -4.00718E+03       -2.00359E+03       32.1561E+06        64.3867E+03        32.1561E+06        69.19E+03          32.2389E+06        50.7734E+03        -4.86524E-03       16.343E-03         16.343E-03        973.752E+06          0.                13.7476E+06         3.27174E+09        3.27593E+09       -4.85344E-03       -2.42672E-03       16.4773E-03         0.         
                3.40909E-03       -4.34344E+03       -2.17172E+03       34.3975E+06        70.1212E+03        34.3975E+06        71.4843E+03        34.4893E+06        49.7757E+03        -5.02512E-03       16.9019E-03        16.9018E-03         1.00665E+09        0.                16.7514E+06         3.38375E+09        3.38946E+09       -5.01243E-03       -2.50621E-03       17.0455E-03         0.         
                3.52273E-03       48.1384            24.0703            36.7124E+06        73.8231E+03        36.7124E+06        73.1222E+03        36.8107E+06        48.6233E+03        -5.24119E-03       17.4603E-03        17.4603E-03         1.03615E+09        0.                -1.97964E+06        3.49568E+09        3.48989E+09       -5.2275E-03        -2.61375E-03       17.6136E-03         0.         
                3.63636E-03        4.05822E+03        2.0291E+03        39.1032E+06        70.2732E+03        39.1032E+06        74.6614E+03        39.1995E+06        48.6459E+03        -5.45685E-03       18.0185E-03        18.0185E-03         1.06602E+09        0.               -20.5242E+06         3.60759E+09        3.59037E+09       -5.44195E-03       -2.72098E-03       18.1818E-03         0.         
                3.75E-03           3.38005E+03        1.69003E+03       41.567E+06         65.0324E+03        41.567E+06         76.5584E+03        41.6601E+06        48.4815E+03        -5.61972E-03       18.5763E-03        18.5764E-03         1.09931E+09        0.               -18.8489E+06         3.71942E+09        3.70292E+09       -5.604E-03         -2.802E-03         18.75E-03           0.         
                3.86364E-03     -892.332           -446.171             44.1043E+06        63.6216E+03        44.1043E+06        79.1066E+03        44.1992E+06        47.8602E+03        -5.73887E-03       19.134E-03         19.1339E-03         1.13507E+09        0.              -332.776E+03          3.8312E+09         3.82551E+09       -5.7224E-03        -2.8612E-03        19.3182E-03         0.         
                3.97727E-03       -3.85822E+03       -1.9291E+03        46.7173E+06        66.4645E+03        46.7173E+06        81.6959E+03        46.8183E+06        47.2144E+03        -5.8695E-03        19.6912E-03        19.6912E-03         1.16972E+09        0.                13.6835E+06         3.94291E+09        3.94535E+09       -5.85233E-03       -2.92616E-03       19.8864E-03         0.         
                4.09091E-03       -2.40529E+03       -1.20263E+03       49.4036E+06        71.1683E+03        49.4036E+06        83.679E+03         49.5124E+06        46.0298E+03        -6.05036E-03       20.2481E-03        20.2481E-03         1.20111E+09        0.                 8.37633E+06        4.05459E+09        4.05352E+09       -6.03207E-03       -3.01604E-03       20.4545E-03         0.         
                4.20455E-03        1.55197E+03      775.989             52.1639E+06        71.8933E+03        52.1639E+06        85.2921E+03        52.2758E+06        45.2806E+03        -6.26243E-03       20.8048E-03        20.8048E-03         1.23072E+09        0.                -9.00256E+06        4.16618E+09        4.15439E+09       -6.24288E-03       -3.12144E-03       21.0227E-03         0.         
                4.31818E-03        3.5295E+03         1.76475E+03       54.9986E+06        67.8739E+03        54.9986E+06        86.9684E+03        55.1083E+06        45.1472E+03        -6.45444E-03       21.3612E-03        21.3611E-03         1.26183E+09        0.               -18.6749E+06         4.27778E+09        4.25982E+09       -6.43364E-03       -3.21682E-03       21.5909E-03         0.         
                4.43182E-03        1.53449E+03      767.236             57.9056E+06        64.5798E+03        57.9056E+06        89.0828E+03        58.0147E+06        44.6319E+03        -6.60055E-03       21.9172E-03        21.9171E-03         1.29578E+09        0.               -10.748E+06          4.38929E+09        4.37575E+09       -6.57883E-03       -3.28942E-03       22.1591E-03         0.         
                4.54545E-03       -1.96144E+03     -980.722             60.8868E+06        64.8301E+03        60.8868E+06        91.5969E+03        60.9993E+06        43.9421E+03        -6.72677E-03       22.4728E-03        22.4728E-03         1.33068E+09        0.                 4.80889E+06        4.50073E+09        4.4962E+09        -6.7042E-03        -3.3521E-03        22.7273E-03         0.         
                4.65909E-03       -3.04552E+03       -1.52278E+03       63.9421E+06        68.1424E+03        63.9421E+06        93.8845E+03        64.0611E+06        43.0156E+03        -6.8785E-03        23.0282E-03        23.0283E-03         1.36372E+09        0.                10.5138E+06         4.61215E+09        4.61067E+09       -6.8549E-03        -3.42745E-03       23.2955E-03         0.         
