1.23266e-04 5.11092e+06  5.34694e+06 5.34694e+06 
2.46531e-04 7.35105e+06  1.54264e+07 1.85932e+07 
3.69413e-04 6.19186e+06  3.49407e+07 3.64027e+07 
4.91808e-04 4.64831e+06  6.03341e+07 6.02247e+07 
6.14026e-04 4.64016e+06  9.32823e+07 9.31777e+07 
7.36279e-04 5.90047e+06  1.33694e+08 1.34932e+08 
8.58364e-04 6.70193e+06  1.79877e+08 1.82290e+08 
9.80020e-04 5.12291e+06  2.33957e+08 2.34271e+08 
1.10135e-03 4.62573e+06  2.93218e+08 2.93271e+08 
1.22262e-03 5.07739e+06  3.60469e+08 3.60784e+08 
1.34384e-03 6.28589e+06  4.32967e+08 4.34923e+08 
1.46474e-03 5.64043e+06  5.12525e+08 5.13566e+08 
1.58528e-03 4.74184e+06  5.97529e+08 5.97656e+08 
1.70566e-03 4.80933e+06  6.89044e+08 6.89203e+08 
1.82599e-03 5.69290e+06  7.86543e+08 7.87742e+08 
1.94612e-03 5.82391e+06  8.89769e+08 8.91154e+08 
2.06591e-03 4.94384e+06  9.98868e+08 9.99184e+08 
2.18547e-03 4.76208e+06  1.11334e+09 1.11353e+09 
2.30496e-03 5.29157e+06  1.23394e+09 1.23466e+09 
2.42430e-03 5.73335e+06  1.35965e+09 1.36098e+09 
2.54335e-03 5.12097e+06  1.49107e+09 1.49160e+09 
2.66214e-03 4.79126e+06  1.62740e+09 1.62764e+09 
2.78082e-03 5.08449e+06  1.76945e+09 1.76996e+09 
2.89938e-03 5.55321e+06  1.91645e+09 1.91757e+09 
3.01770e-03 5.21049e+06  2.06871e+09 2.06938e+09 
3.13576e-03 4.84237e+06  2.22571e+09 2.22600e+09 
3.25368e-03 4.99222e+06  2.38793e+09 2.38836e+09 
3.37148e-03 5.38918e+06  2.55496e+09 2.55589e+09 
3.48908e-03 5.22240e+06  2.72687e+09 2.72757e+09 
3.60643e-03 4.88715e+06  2.90333e+09 2.90368e+09 
3.72362e-03 4.95679e+06  3.08460e+09 3.08501e+09 
3.84070e-03 5.26889e+06  3.27051e+09 3.27130e+09 
3.95758e-03 5.19051e+06  3.46097e+09 3.46166e+09 
4.07424e-03 4.91435e+06  3.65580e+09 3.65617e+09 
4.19074e-03 4.94694e+06  3.85511e+09 3.85552e+09 
4.30711e-03 5.18676e+06  4.05884e+09 4.05953e+09 
4.42330e-03 5.14133e+06  4.26686e+09 4.26750e+09 
4.53929e-03 4.92464e+06  4.47904e+09 4.47943e+09 
4.65511e-03 4.94740e+06  4.69545e+09 4.69586e+09 
4.77080e-03 5.13007e+06  4.91604e+09 4.91667e+09 
4.88632e-03 5.08883e+06  5.14071e+09 5.14128e+09 
5.00165e-03 4.92367e+06  5.36932e+09 5.36971e+09 
5.11682e-03 4.95126e+06  5.60195e+09 5.60237e+09 
5.23186e-03 5.08773e+06  5.83855e+09 5.83913e+09 
5.34673e-03 5.03884e+06  6.07900e+09 6.07953e+09 
5.46141e-03 4.91750e+06  6.32322e+09 6.32361e+09 
5.57595e-03 4.95545e+06  6.57126e+09 6.57169e+09 
5.69036e-03 5.05191e+06  6.82306e+09 6.82360e+09 
5.80459e-03 4.99365e+06  7.07853e+09 7.07900e+09 
5.91866e-03 4.91081e+06  7.33759e+09 7.33797e+09 
6.03258e-03 4.95815e+06  7.60029e+09 7.60072e+09 
6.14637e-03 5.01774e+06  7.86656e+09 7.86706e+09 
6.25999e-03 4.95459e+06  8.13632e+09 8.13674e+09 
6.37346e-03 4.90640e+06  8.40952e+09 8.40989e+09 
