
                             A:A1 PI: HOST-1 N  A:A1 PI: TRUSS-1   A:A2 PI: HOST-1 N  A:A2 PI: TRUSS-1   ALLAE Whole Model ALLCD Whole Model  ALLDMD Whole Mode  ALLFD Whole Model  ALLIE Whole Model  ALLKE Whole Model ALLPD Whole Model  ALLSE Whole Model  ALLVD Whole Model  ALLWK Whole Model  ETOTAL Whole Mode  LE:LE11 PI: HOST-  LE:LE11 PI: TRUSS  LE:LE22 PI: HOST-  LE:LE22 PI: TRUSS  RF:RF1 PI: HOST-1  RF:RF1 PI: TRUSS-  RF:RF2 PI: HOST-1  RF:RF2 PI: TRUSS-  S:S11 PI: HOST-1   S:S11 PI: TRUSS-1  S:S22 PI: HOST-1   S:S22 PI: TRUSS-1  U:U1 PI: HOST-1 N  U:U1 PI: TRUSS-1   U:U2 PI: HOST-1 N  U:U2 PI: TRUSS-1 
                  X                 : 1                N: 1               : 1                N: 1                -1                -1                l-1                 -1                 -1                 -1                -1                 -1                 -1                 -1                l-1          1 E: 1 Centroid    -1 E: 1 Centroid   1 E: 1 Centroid    -1 E: 1 Centroid         N: 1              1 N: 1              N: 1              1 N: 1         E: 1 Centroid       E: 1 Centroid     E: 1 Centroid       E: 1 Centroid          : 1                N: 1               : 1                N: 1      
                5.50562E-03        3.95115E+03        2.96417E+03       -5.04314E+03        0.                -4.94177E-03       0.                 0.                 0.               315.98E+06         894.242E+03         0.               315.98E+06         215.834E+03        317.089E+06          1.78397E+03      -16.5333E-03        54.67E-03          54.6702E-03         0.                 0.                 0.                 0.                 0.               -22.1425E+06        10.9766E+09        10.9644E+09         0.               -16.3973E-03       -12.2981E-03        56.1921E-03         0.         
                5.61798E-03       17.783E+03         13.3406E+03       -37.0471E+03         0.               117.989E-09         0.                 0.                 0.               339.394E+06        666.362E+03         0.               339.394E+06        222.892E+03        340.268E+06         15.4917E+03       -17.2654E-03        56.6411E-03        56.6411E-03         0.                 0.                 0.                 0.                 0.               -76.5843E+06        11.3743E+09        11.3323E+09         0.               -17.1172E-03       -12.838E-03         58.2758E-03         0.         
                5.73034E-03       22.1273E+03        16.5969E+03       -52.6707E+03         0.               349.743E-06         0.                 0.                 0.               358.102E+06        304.612E+03         0.               358.102E+06        229.095E+03        358.608E+06         28.0957E+03       -17.7695E-03        58.167E-03         58.1671E-03         0.                 0.                 0.                 0.                 0.               -93.5871E+06        11.6823E+09        11.6312E+09         0.               -17.6125E-03       -13.2094E-03        59.8919E-03         0.         
                5.8427E-03        17.0404E+03        12.7798E+03       -43.085E+03          0.              -611.456E-06         0.                 0.                 0.               369.324E+06         77.7914E+03        0.               369.324E+06        233.301E+03        369.615E+06         20.3158E+03       -17.9893E-03        59.064E-03         59.064E-03          0.                 0.                 0.                 0.                 0.               -72.8611E+06        11.8634E+09        11.8236E+09         0.               -17.8285E-03       -13.3713E-03        60.8431E-03         0.         
                5.95506E-03        5.41136E+03        4.05664E+03      -12.4472E+03         0.              -582.618E-06         0.                 0.                 0.               374.171E+06         17.693E+03         0.               374.171E+06        235.858E+03        374.418E+06          6.15437E+03      -17.9901E-03        59.4477E-03        59.4477E-03         0.                 0.                 0.                 0.                 0.               -26.5093E+06        11.9409E+09        11.9264E+09         0.               -17.8293E-03       -13.3719E-03        61.2503E-03         0.         
                6.06742E-03       -9.03369E+03       -6.7789E+03        23.5756E+03         0.               233.571E-06         0.                 0.                 0.               377.169E+06         25.5867E+03        0.               377.169E+06        237.981E+03        377.424E+06          9.37973E+03      -17.9214E-03        59.6832E-03        59.6832E-03         0.                 0.                 0.                 0.                 0.                29.8261E+06        11.9885E+09        12.0048E+09         0.               -17.7618E-03       -13.3213E-03        61.5003E-03         0.         
                6.17978E-03      -20.4765E+03       -15.3613E+03        47.663E+03          0.                 2.68305E-03       0.                 0.                 0.               383.789E+06        125.431E+03         0.               383.789E+06        240.596E+03        384.131E+06         24.5435E+03       -17.9688E-03        60.199E-03         60.199E-03          0.                 0.                 0.                 0.                 0.                73.6164E+06        12.0926E+09        12.1328E+09         0.               -17.8084E-03       -13.3562E-03        62.048E-03          0.         
                6.29213E-03      -22.4043E+03       -16.8026E+03        49.898E+03          0.              -466.589E-06         0.                 0.                 0.               397.841E+06        407.484E+03         0.               397.841E+06        244.319E+03        398.467E+06         26.1084E+03       -18.2796E-03        61.2806E-03        61.2807E-03         0.                 0.                 0.                 0.                 0.                80.4711E+06        12.3111E+09        12.355E+09          0.               -18.1135E-03       -13.5851E-03        63.1975E-03         0.         
                6.40449E-03      -12.8991E+03        -9.67205E+03       30.3249E+03         0.              -204.07E-06          0.                 0.                 0.               420.055E+06        765.508E+03         0.               420.055E+06        249.58E+03         421.059E+06         10.5801E+03       -18.8785E-03        62.9529E-03        62.953E-03          0.                 0.                 0.                 0.                 0.                43.283E+06         12.649E+09         12.6726E+09         0.               -18.7014E-03       -14.0261E-03        64.9768E-03         0.         
                6.51685E-03        2.71497E+03        2.03822E+03       -2.71454E+03        0.               817.796E-06         0.                 0.                 0.               447.836E+06        909.223E+03         0.               447.836E+06        256.412E+03        448.999E+06          2.46527E+03      -19.6439E-03        64.9813E-03        64.9813E-03         0.                 0.                 0.                 0.                 0.               -17.6353E+06        13.059E+09         13.0495E+09         0.               -19.4522E-03       -14.5892E-03        67.139E-03          0.         
                6.62921E-03       15.9025E+03        11.9297E+03       -35.1591E+03         0.                -1.05133E-03       0.                 0.                 0.               476.021E+06        703.506E+03         0.               476.021E+06        263.922E+03        476.974E+06         14.611E+03        -20.3749E-03        66.9733E-03        66.9734E-03         0.                 0.                 0.                 0.                 0.               -69.1524E+06        13.4619E+09        13.4246E+09         0.               -20.1687E-03       -15.1266E-03        69.267E-03          0.         
                6.74157E-03       21.159E+03         15.8711E+03       -51.7743E+03         0.               555.547E-06         0.                 0.                 0.               498.907E+06        342.05E+03          0.               498.907E+06        270.405E+03        499.491E+06         27.7258E+03       -20.9014E-03        68.5471E-03        68.5472E-03         0.                 0.                 0.                 0.                 0.               -89.2813E+06        13.7802E+09        13.7322E+09         0.               -20.6845E-03       -15.5134E-03        70.9511E-03         0.         
                6.85393E-03       17.4925E+03        13.119E+03        -43.9764E+03         0.               935.872E-06         0.                 0.                 0.               513.151E+06         97.0659E+03        0.               513.151E+06        274.729E+03        513.5E+06           21.7941E+03       -21.1553E-03        69.5089E-03        69.5089E-03         0.                 0.                 0.                 0.                 0.               -74.0904E+06        13.9749E+09        13.9351E+09         0.               -20.9331E-03       -15.6998E-03        71.9815E-03         0.         
                6.96629E-03        6.63383E+03        4.97256E+03      -15.4745E+03         0.              -584.974E-06         0.                 0.                 0.               519.775E+06         22.9569E+03        0.               519.775E+06        277.39E+03         520.068E+06          7.69654E+03      -21.1836E-03        69.952E-03         69.952E-03          0.                 0.                 0.                 0.                 0.               -31.1466E+06        14.0646E+09        14.0478E+09         0.               -20.9608E-03       -15.7206E-03        72.4567E-03         0.         
                7.07865E-03       -7.62947E+03       -5.72538E+03       19.6795E+03         0.               673.461E-06         0.                 0.                 0.               523.701E+06         26.2438E+03        0.               523.701E+06        279.574E+03        523.998E+06          8.83167E+03      -21.1264E-03        70.2129E-03        70.213E-03          0.                 0.                 0.                 0.                 0.                24.1073E+06        14.1174E+09        14.1303E+09         0.               -20.9049E-03       -15.6786E-03        72.7366E-03         0.         
                7.19101E-03      -19.1148E+03       -14.3391E+03        45.2345E+03         0.                58.7386E-06        0.                 0.                 0.               531.163E+06        114.579E+03         0.               531.163E+06        282.104E+03        531.536E+06         23.252E+03        -21.1676E-03        70.7053E-03        70.7053E-03         0.                 0.                 0.                 0.                 0.                67.9297E+06        14.2171E+09        14.2535E+09         0.               -20.9452E-03       -15.7089E-03        73.265E-03          0.         
                7.30337E-03      -21.6702E+03       -16.2511E+03        50.4531E+03         0.               351.765E-06         0.                 0.                 0.               546.834E+06        378.265E+03         0.               546.834E+06        285.618E+03        547.471E+06         27.0257E+03       -21.4554E-03        71.729E-03         71.7291E-03         0.                 0.                 0.                 0.                 0.                77.1656E+06        14.4243E+09        14.4657E+09         0.               -21.2269E-03       -15.9202E-03        74.3644E-03         0.         
                7.41573E-03      -13.629E+03        -10.2189E+03        33.5628E+03         0.              -351.581E-06         0.                 0.                 0.               572.011E+06        739.668E+03         0.               572.011E+06        290.775E+03        573.029E+06         13.1254E+03       -22.0229E-03        73.3439E-03        73.344E-03          0.                 0.                 0.                 0.                 0.                45.6353E+06        14.7514E+09        14.7758E+09         0.               -21.7821E-03       -16.3366E-03        76.1007E-03         0.         
                7.52809E-03      533.711            402.495              1.7147E+03         0.              -703.499E-06         0.                 0.                 0.               604.093E+06        922.69E+03          0.               604.093E+06        297.784E+03        605.31E+06           3.24385E+03      -22.7667E-03        75.3493E-03        75.3494E-03         0.                 0.                 0.                 0.                 0.                -9.47155E+06       15.1577E+09        15.1527E+09         0.               -22.5094E-03       -16.8821E-03        78.2608E-03         0.         
                7.64045E-03       13.6061E+03        10.2031E+03       -31.2525E+03         0.                 1.4085E-03        0.                 0.                 0.               637.353E+06        759.907E+03         0.               637.353E+06        305.67E+03         638.406E+06         12.6994E+03       -23.5041E-03        77.3707E-03        77.3708E-03         0.                 0.                 0.                 0.                 0.               -60.1123E+06        15.5675E+09        15.5356E+09         0.               -23.23E-03         -17.4225E-03        80.4426E-03         0.         
                7.75281E-03       20.141E+03         15.1039E+03       -50.1246E+03         0.               117.375E-06         0.                 0.                 0.               665.228E+06        403.672E+03         0.               665.228E+06        312.553E+03        665.917E+06         26.7849E+03       -24.0661E-03        79.0235E-03        79.0236E-03         0.                 0.                 0.                 0.                 0.               -84.8918E+06        15.9026E+09        15.8578E+09         0.               -23.7788E-03       -17.8341E-03        82.2297E-03         0.         
                7.86517E-03       18.1084E+03        13.5796E+03       -45.8378E+03         0.               705.055E-06         0.                 0.                 0.               683.522E+06        130.452E+03         0.               683.522E+06        317.223E+03        683.946E+06         23.9436E+03       -24.3679E-03        80.0896E-03        80.0897E-03         0.                 0.                 0.                 0.                 0.               -76.0868E+06        16.1189E+09        16.0788E+09         0.               -24.0733E-03       -18.055E-03         83.3841E-03         0.         
                7.97753E-03        8.3903E+03         6.29715E+03      -20.5463E+03         0.               588.107E-06         0.                 0.                 0.               692.723E+06         31.9938E+03        0.               692.723E+06        320.112E+03        693.065E+06         10.0757E+03       -24.4354E-03        80.6208E-03        80.6209E-03         0.                 0.                 0.                 0.                 0.               -37.8577E+06        16.2267E+09        16.2068E+09         0.               -24.1392E-03       -18.1045E-03        83.9598E-03         0.         
                8.08989E-03       -5.32867E+03       -3.99183E+03       13.7192E+03         0.                -1.05793E-03       0.                 0.                 0.               697.806E+06         26.0796E+03        0.               697.806E+06        322.347E+03        698.146E+06          8.01035E+03      -24.3944E-03        80.9126E-03        80.9126E-03         0.                 0.                 0.                 0.                 0.                15.0564E+06        16.2859E+09        16.2939E+09         0.               -24.0992E-03       -18.0745E-03        84.2761E-03         0.         
                8.20225E-03      -17.0521E+03       -12.7905E+03        41.438E+03          0.              -352.512E-06         0.                 0.                 0.               705.72E+06          96.3463E+03        0.               705.72E+06         324.747E+03        706.12E+06          21.0908E+03       -24.4223E-03        81.3638E-03        81.3639E-03         0.                 0.                 0.                 0.                 0.                59.6694E+06        16.3775E+09        16.409E+09          0.               -24.1265E-03       -18.0949E-03        84.7656E-03         0.         
                8.31461E-03      -20.9335E+03       -15.7027E+03        50.7475E+03         0.                51.3101E-09        0.                 0.                 0.               722.215E+06        329.754E+03         0.               722.215E+06        328.004E+03        722.845E+06         27.7997E+03       -24.6708E-03        82.2969E-03        82.2969E-03         0.                 0.                 0.                 0.                 0.                73.9098E+06        16.5669E+09        16.6058E+09         0.               -24.369E-03        -18.2767E-03        85.7782E-03         0.         
                8.42697E-03      -14.9621E+03       -11.2263E+03        37.8574E+03         0.               942.117E-06         0.                 0.                 0.               749.519E+06        689.405E+03         0.               749.519E+06        332.94E+03         750.524E+06         16.6995E+03       -25.1904E-03        83.8184E-03        83.8185E-03         0.                 0.                 0.                 0.                 0.                50.3309E+06        16.8759E+09        16.9023E+09         0.               -24.8758E-03       -18.6568E-03        87.4315E-03         0.         
                8.53933E-03       -2.37176E+03       -1.78258E+03        8.26279E+03        0.              -706.48E-06          0.                 0.                 0.               785.423E+06        925.383E+03         0.               785.423E+06        339.945E+03        786.684E+06          4.64888E+03      -25.9041E-03        85.7764E-03        85.7765E-03         0.                 0.                 0.                 0.                 0.                 1.46797E+06       17.2735E+09        17.2743E+09         0.               -25.5715E-03       -19.1786E-03        89.5628E-03         0.         
                8.65168E-03       10.7079E+03         8.03246E+03      -25.1111E+03         0.              -470.931E-06         0.                 0.                 0.               823.948E+06        829.855E+03         0.               823.948E+06        348.12E+03         825.116E+06         10.2163E+03       -26.6492E-03        87.826E-03         87.8262E-03         0.                 0.                 0.                 0.                 0.               -48.8837E+06        17.6901E+09        17.6647E+09         0.               -26.2972E-03       -19.7229E-03        91.7983E-03         0.         
                8.76405E-03       18.7313E+03        14.0553E+03       -47.2099E+03         0.               324.431E-06         0.                 0.                 0.               857.706E+06        492.327E+03         0.               857.706E+06        355.531E+03        858.529E+06         24.7386E+03       -27.2558E-03        89.5817E-03        89.5819E-03         0.                 0.                 0.                 0.                 0.               -79.1848E+06        18.0471E+09        18.006E+09          0.               -26.8877E-03       -20.1658E-03        93.7169E-03         0.         
                8.8764E-03        18.6482E+03        13.9886E+03       -47.9728E+03         0.              -147.212E-06         0.                 0.                 0.               881.341E+06        184.676E+03         0.               881.341E+06        360.783E+03        881.86E+06          26.1443E+03       -27.6196E-03        90.7903E-03        90.7904E-03         0.                 0.                 0.                 0.                 0.               -77.9135E+06        18.293E+09         18.2526E+09         0.               -27.2416E-03       -20.4313E-03        95.0394E-03         0.         
                8.98876E-03       10.6021E+03         7.95141E+03      -27.168E+03          0.               590.193E-06         0.                 0.                 0.               894.269E+06         48.6266E+03        0.               894.269E+06        364.05E+03         894.668E+06         13.4289E+03       -27.7415E-03        91.4448E-03        91.4449E-03         0.                 0.                 0.                 0.                 0.               -46.2403E+06        18.4261E+09        18.4022E+09         0.               -27.3602E-03       -20.5202E-03        95.7563E-03         0.         
                9.10112E-03       -2.17228E+03       -1.63458E+03        5.59197E+03        0.              -589.883E-06         0.                 0.                 0.               901.046E+06         26.8948E+03        0.               901.046E+06        366.375E+03        901.432E+06          7.57102E+03      -27.7257E-03        91.7859E-03        91.786E-03          0.                 0.                 0.                 0.                 0.                 2.93056E+06       18.4955E+09        18.4971E+09         0.               -27.3449E-03       -20.5087E-03        96.1302E-03         0.         
                9.21348E-03      -14.1963E+03       -10.6481E+03        35.6379E+03         0.              -413.003E-06         0.                 0.                 0.               909.146E+06         75.2516E+03        0.               909.146E+06        368.642E+03        909.572E+06         17.9716E+03       -27.7382E-03        92.1914E-03        92.1914E-03         0.                 0.                 0.                 0.                 0.                48.5251E+06        18.5781E+09        18.6032E+09         0.               -27.357E-03        -20.5178E-03        96.5747E-03         0.         
                9.32584E-03      -19.8932E+03       -14.9192E+03        49.9565E+03         0.               236.495E-06         0.                 0.                 0.               925.542E+06        266.81E+03          0.               925.542E+06        371.605E+03        926.153E+06         27.7244E+03       -27.935E-03         93.0066E-03        93.0067E-03         0.                 0.                 0.                 0.                 0.                69.5484E+06        18.744E+09         18.78E+09           0.               -27.5484E-03       -20.6613E-03        97.4691E-03         0.         
                9.4382E-03       -16.5317E+03       -12.3969E+03        42.54E+03           0.              -236.204E-06         0.                 0.                 0.               953.802E+06        611.241E+03         0.               953.802E+06        376.177E+03        954.769E+06         20.7936E+03       -28.3902E-03        94.3952E-03        94.3954E-03         0.                 0.                 0.                 0.                 0.                55.8949E+06        19.0267E+09        19.0556E+09         0.               -27.9909E-03       -20.9932E-03        98.9942E-03         0.         
                9.55056E-03       -5.81604E+03       -4.36262E+03       16.6677E+03         0.              -265.636E-06         0.                 0.                 0.               992.646E+06        904.085E+03         0.               992.646E+06        382.94E+03         993.926E+06          7.20079E+03      -29.0604E-03        96.2699E-03        96.27E-03           0.                 0.                 0.                 0.                 0.                14.3871E+06        19.4086E+09        19.416E+09          0.               -28.6421E-03       -21.4816E-03       101.056E-03          0.         
                9.66292E-03        7.11411E+03        5.33804E+03      -16.4521E+03         0.                67.3681E-09        0.                 0.                 0.                 1.03631E+09      901.504E+03         0.                 1.03631E+09      391.256E+03          1.03759E+09        7.61542E+03      -29.8066E-03        98.3318E-03        98.3318E-03         0.                 0.                 0.                 0.                 0.               -35.1268E+06        19.8288E+09        19.8108E+09         0.               -29.3668E-03       -22.0251E-03       103.329E-03          0.         
                9.77528E-03       16.5761E+03        12.4321E+03       -42.2723E+03         0.               296.264E-06         0.                 0.                 0.                 1.07674E+09      608.131E+03         0.                 1.07674E+09      399.286E+03          1.07773E+09       21.4472E+03       -30.4608E-03       100.202E-03        100.202E-03          0.                 0.                 0.                 0.                 0.               -70.766E+06         20.21E+09          20.1739E+09         0.               -30.0016E-03       -22.5012E-03       105.394E-03          0.         
                9.88764E-03       18.7979E+03        14.0969E+03       -49.3299E+03         0.               651.823E-06         0.                 0.                 0.                 1.10719E+09      268.772E+03         0.                 1.10719E+09      405.35E+03           1.10784E+09       27.6972E+03       -30.8996E-03       101.586E-03        101.586E-03          0.                 0.                 0.                 0.                 0.               -78.3174E+06        20.4924E+09        20.4526E+09         0.               -30.4272E-03       -22.8203E-03       106.925E-03          0.         
               10.E-03            13.028E+03          9.76842E+03      -34.5593E+03         0.               511.835E-09         0.                 0.                 0.                 1.12543E+09       80.0945E+03        0.                 1.12543E+09      409.195E+03          1.1259E+09        17.8833E+03       -31.0938E-03       102.406E-03        102.406E-03          0.                 0.                 0.                 0.                 0.               -55.4105E+06        20.6598E+09        20.6317E+09         0.               -30.6154E-03       -22.9615E-03       107.833E-03          0.         




