
                             A:A1 PI: FIBERS0   A:A1 PI: HOST-1 N  A:A2 PI: FIBERS0   A:A2 PI: HOST-1 N  ALLAE Whole Model  ALLCD Whole Model  ALLDMD Whole Mode  ALLFD Whole Model  ALLIE Whole Model  ALLKE Whole Model  ALLPD Whole Model  ALLSE Whole Model  ALLVD Whole Model  ALLWK Whole Model  ETOTAL Whole Mode  LE:LE11 PI: FIBER  LE:LE11 PI: HOST-  LE:LE22 PI: FIBER  LE:LE22 PI: HOST-  RF:RF1 PI: HOST-1  RF:RF2 PI: HOST-1  RF:RF2 PI: FIBERS  RF:RF2 PI: HOST-1  S:S11 PI: FIBERS0  S:S11 PI: HOST-1   S:S22 PI: FIBERS0  S:S22 PI: HOST-1   U:U1 PI: FIBERS0   U:U1 PI: HOST-1 N  U:U2 PI: FIBERS0   U:U2 PI: HOST-1 N
                  X                 N: 1               : 1                N: 1               : 1                 -1                 -1                l-1                 -1                 -1                 -1                 -1                 -1                 -1                 -1                l-1          S0 E: 1 Centroid   1 E: 1 Centroid    S0 E: 1 Centroid   1 E: 1 Centroid          N: 8               N: 8                0 N: 1              N: 1           E: 1 Centroid     E: 1 Centroid       E: 1 Centroid     E: 1 Centroid           N: 1               : 1                N: 1               : 1       
                                                                                                                                                                                                                                                                                                                                                                                                      
                0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                   0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.         
              112.36E-06           0.                 0.                 3.23713E+03       40.5716E+03         0.                 0.                 0.                 0.                 0.                13.7626E+03         0.                 0.                 0.                 0.                13.7626E+03         0.                 0.                 0.                 0.                 0.                 0.                   0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.                 0.         
              224.719E-06       -956.479            -11.9878E+03         3.70913E+03       46.4873E+03         0.                 0.                 0.                 0.                46.3323E+03       138.468E+03          0.                46.3323E+03         2.82997E+03      172.653E+03         14.9777E+03       512.111E-06          0.                 0.               512.111E-06        -16.5995E+06       -47.9882E+06           0.                 0.               102.421E+06         59.128E+06          0.               137.886E+06          0.                 0.                40.8677E-06       512.203E-06  
              337.079E-06         -2.00558E+03      -25.1375E+03         1.74603E+03       21.8823E+03       285.034E-06          0.                 0.                 0.               410.683E+03        359.328E+03          0.               410.683E+03         16.7731E+03       790.119E+03         -3.33516E+03        1.61006E-03     -151.348E-06          0.                 1.61006E-03      -34.8064E+06      -138.237E+06            0.                 0.               322.001E+06        127.786E+06          0.               398.567E+06        -12.0752E-06      -151.341E-06        128.562E-06          1.61129E-03
              449.438E-06         -1.61841E+03      -20.2831E+03      -380.672             -4.77033E+03     -342.04E-06           0.                 0.                 0.                 1.29303E+06      521.004E+03          0.                 1.29303E+06       33.2068E+03         1.87186E+06      -24.6182E+03         2.98222E-03     -620.2E-06            0.                 2.98222E-03      -28.0864E+06      -231.325E+06            0.                 0.               596.525E+06        105.939E+06          0.               659.843E+06        -49.4703E-06      -620.035E-06        238.299E-06          2.98664E-03
              561.798E-06        348.377              4.36731E+03       -1.24909E+03      -15.6544E+03       228.094E-06          0.                 0.                 0.                 2.62069E+06      503.28E+03           0.                 2.62069E+06       46.0507E+03         3.20176E+06      -31.742E+03          4.29256E-03       -1.34571E-03        0.                 4.29256E-03        6.04719E+06     -302.575E+06            0.                 0.               858.715E+06        -22.1265E+06         0.               845.507E+06       -107.297E-06         -1.3448E-03       343.231E-06          4.30176E-03
              674.157E-06          2.24646E+03       28.1561E+03        -1.3742E+03       -17.2224E+03      -171.07E-06           0.                 0.                 0.                 4.21361E+06      309.532E+03          0.                 4.21361E+06       56.7289E+03         4.58293E+06       -3.05381E+03        5.40462E-03       -2.01643E-03        0.                 5.40462E-03       38.9879E+06      -360.927E+06            0.                 0.                 1.08125E+09     -152.176E+06          0.               990.747E+06       -160.726E-06         -2.01442E-03      432.393E-06          5.41926E-03
              786.517E-06          2.40567E+03       30.1491E+03        -1.6934E+03       -21.2228E+03       940.921E-06          0.                 0.                 0.                 5.71884E+06      129.236E+03          0.                 5.71884E+06       63.5166E+03         5.89761E+06       13.982E+03          6.2994E-03        -2.33129E-03        0.                 6.2994E-03        41.7506E+06      -422.647E+06            0.                 0.                 1.26029E+09     -170.085E+06          0.                 1.15933E+09     -185.794E-06         -2.32859E-03      504.206E-06          6.31932E-03
