1.64354e-05 5.57452e+04  1.35207e+03 1.35207e+03 
3.28708e-05 5.57938e+04  5.01496e+03 5.06052e+03 
4.93062e-05 5.59511e+04  1.05541e+04 1.07584e+04 
6.57415e-05 5.62958e+04  1.78430e+04 1.84029e+04 
8.21768e-05 5.69120e+04  2.67415e+04 2.79436e+04 
9.86119e-05 5.78782e+04  3.71083e+04 3.93229e+04 
1.15047e-04 5.92569e+04  4.88139e+04 5.24781e+04 
1.31482e-04 6.10854e+04  6.17519e+04 6.73424e+04 
1.47916e-04 6.33686e+04  7.58475e+04 8.38467e+04 
1.64350e-04 6.60752e+04  9.10638e+04 1.01921e+05 
1.80784e-04 6.91369e+04  1.07404e+05 1.21497e+05 
1.97217e-04 7.24509e+04  1.24911e+05 1.42508e+05 
2.13650e-04 7.58860e+04  1.43660e+05 1.64891e+05 
2.30083e-04 7.92907e+04  1.63756e+05 1.88589e+05 
2.46514e-04 8.25042e+04  1.85317e+05 2.13552e+05 
2.62945e-04 8.53675e+04  2.08470e+05 2.39735e+05 
2.79376e-04 8.77353e+04  2.33333e+05 2.67105e+05 
2.95805e-04 8.94861e+04  2.60011e+05 2.95637e+05 
3.12234e-04 9.05313e+04  2.88581e+05 3.25313e+05 
3.28662e-04 9.08214e+04  3.19090e+05 3.56130e+05 
3.45089e-04 9.03488e+04  3.51550e+05 3.88090e+05 
3.61516e-04 8.91482e+04  3.85939e+05 4.21207e+05 
3.77942e-04 8.72929e+04  4.22200e+05 4.55505e+05 
3.94367e-04 8.48889e+04  4.60254e+05 4.91014e+05 
4.10791e-04 8.20662e+04  5.00002e+05 5.27775e+05 
4.27215e-04 7.89696e+04  5.41336e+05 5.65833e+05 
4.43638e-04 7.57475e+04  5.84152e+05 6.05241e+05 
4.60060e-04 7.25421e+04  6.28353e+05 6.46053e+05 
4.76482e-04 6.94798e+04  6.73866e+05 6.88330e+05 
4.92903e-04 6.66645e+04  7.20642e+05 7.32132e+05 
5.09324e-04 6.41721e+04  7.68661e+05 7.77521e+05 
5.25744e-04 6.20484e+04  8.17934e+05 8.24555e+05 
5.42165e-04 6.03093e+04  8.68504e+05 8.73293e+05 
5.58584e-04 5.89441e+04  9.20434e+05 9.23787e+05 
5.75004e-04 5.79201e+04  9.73809e+05 9.76087e+05 
5.91423e-04 5.71894e+04  1.02872e+06 1.03023e+06 
6.07842e-04 5.66964e+04  1.08527e+06 1.08627e+06 
6.24261e-04 5.63853e+04  1.14353e+06 1.14421e+06 
6.40680e-04 5.62069e+04  1.20359e+06 1.20408e+06 
6.57099e-04 5.61246e+04  1.26549e+06 1.26590e+06 
6.73518e-04 5.61176e+04  1.32926e+06 1.32965e+06 
6.89937e-04 5.61834e+04  1.39488e+06 1.39535e+06 
7.06355e-04 5.63368e+04  1.46234e+06 1.46297e+06 
7.22774e-04 5.66073e+04  1.53157e+06 1.53248e+06 
7.39192e-04 5.70351e+04  1.60251e+06 1.60386e+06 
7.55610e-04 5.76650e+04  1.67506e+06 1.67708e+06 
7.72028e-04 5.85400e+04  1.74915e+06 1.75208e+06 
7.88446e-04 5.96948e+04  1.82467e+06 1.82881e+06 
8.04864e-04 6.11501e+04  1.90156e+06 1.90724e+06 
8.21281e-04 6.29072e+04  1.97977e+06 1.98730e+06 
8.37698e-04 6.49455e+04  2.05925e+06 2.06894e+06 
8.54115e-04 6.72213e+04  2.14001e+06 2.15209e+06 
8.70531e-04 6.96685e+04  2.22205e+06 2.23672e+06 
8.86947e-04 7.22020e+04  2.30541e+06 2.32277e+06 
9.03362e-04 7.47226e+04  2.39017e+06 2.41019e+06 
9.19777e-04 7.71232e+04  2.47637e+06 2.49893e+06 
9.36191e-04 7.92959e+04  2.56411e+06 2.58897e+06 
9.52605e-04 8.11398e+04  2.65346e+06 2.68027e+06 
9.69018e-04 8.25676e+04  2.74449e+06 2.77281e+06 
9.85430e-04 8.35120e+04  2.83725e+06 2.86657e+06 
1.00184e-03 8.39302e+04  2.93178e+06 2.96154e+06 
1.01825e-03 8.38066e+04  3.02810e+06 3.05773e+06 
1.03466e-03 8.31538e+04  3.12621e+06 3.15515e+06 
1.05107e-03 8.20108e+04  3.22607e+06 3.25380e+06 
1.06748e-03 8.04402e+04  3.32764e+06 3.35371e+06 
1.08389e-03 7.85233e+04  3.43087e+06 3.45491e+06 
1.10030e-03 7.63539e+04  3.53568e+06 3.55743e+06 
1.11670e-03 7.40317e+04  3.64203e+06 3.66132e+06 
1.13311e-03 7.16557e+04  3.74983e+06 3.76661e+06 
1.14952e-03 6.93180e+04  3.85904e+06 3.87335e+06 
1.16592e-03 6.70983e+04  3.96963e+06 3.98159e+06 
1.18233e-03 6.50603e+04  4.08157e+06 4.09138e+06 
1.19873e-03 6.32489e+04  4.19486e+06 4.20277e+06 
1.21513e-03 6.16903e+04  4.30953e+06 4.31579e+06 
1.23154e-03 6.03923e+04  4.42561e+06 4.43050e+06 
1.24794e-03 5.93473e+04  4.54314e+06 4.54693e+06 
1.26434e-03 5.85359e+04  4.66219e+06 4.66513e+06 
1.28075e-03 5.79308e+04  4.78281e+06 4.78511e+06 
1.29715e-03 5.75023e+04  4.90506e+06 4.90691e+06 
1.31355e-03 5.72215e+04  5.02898e+06 5.03054e+06 
1.32995e-03 5.70653e+04  5.15462e+06 5.15602e+06 
1.34636e-03 5.70184e+04  5.28199e+06 5.28334e+06 
1.36276e-03 5.70749e+04  5.41110e+06 5.41250e+06 
1.37916e-03 5.72391e+04  5.54193e+06 5.54351e+06 
1.39556e-03 5.75236e+04  5.67445e+06 5.67632e+06 
1.41196e-03 5.79474e+04  5.80862e+06 5.81094e+06 
1.42837e-03 5.85329e+04  5.94438e+06 5.94732e+06 
1.44477e-03 5.93014e+04  6.08169e+06 6.08544e+06 
1.46117e-03 6.02699e+04  6.22049e+06 6.22525e+06 
1.47757e-03 6.14469e+04  6.36072e+06 6.36672e+06 
1.49397e-03 6.28296e+04  6.50235e+06 6.50981e+06 
1.51037e-03 6.44013e+04  6.64535e+06 6.65447e+06 
1.52677e-03 6.61313e+04  6.78971e+06 6.80066e+06 
1.54317e-03 6.79744e+04  6.93544e+06 6.94834e+06 
1.55957e-03 6.98733e+04  7.08255e+06 7.09746e+06 
1.57597e-03 7.17610e+04  7.23108e+06 7.24798e+06 
1.59236e-03 7.35651e+04  7.38107e+06 7.39988e+06 
1.60876e-03 7.52119e+04  7.53257e+06 7.55312e+06 
1.62516e-03 7.66314e+04  7.68562e+06 7.70767e+06 
1.64155e-03 7.77620e+04  7.84026e+06 7.86351e+06 
1.65795e-03 7.85542e+04  7.99655e+06 8.02064e+06 
1.67435e-03 7.89746e+04  8.15451e+06 8.17904e+06 
1.69074e-03 7.90071e+04  8.31414e+06 8.33870e+06 
1.70713e-03 7.86547e+04  8.47545e+06 8.49964e+06 
1.72353e-03 7.79385e+04  8.63843e+06 8.66187e+06 
1.73992e-03 7.68958e+04  8.80306e+06 8.82539e+06 
1.75631e-03 7.55781e+04  8.96930e+06 8.99024e+06 
1.77270e-03 7.40464e+04  9.13711e+06 9.15643e+06 
1.78909e-03 7.23680e+04  9.30645e+06 9.32400e+06 
1.80548e-03 7.06113e+04  9.47729e+06 9.49297e+06 
1.82187e-03 6.88422e+04  9.64958e+06 9.66339e+06 
1.83826e-03 6.71203e+04  9.82330e+06 9.83530e+06 
1.85465e-03 6.54957e+04  9.99844e+06 1.00087e+07 
1.87104e-03 6.40076e+04  1.01750e+07 1.01837e+07 
1.88743e-03 6.26828e+04  1.03530e+07 1.03603e+07 
1.90382e-03 6.15366e+04  1.05324e+07 1.05385e+07 
1.92020e-03 6.05735e+04  1.07133e+07 1.07184e+07 
1.93659e-03 5.97890e+04  1.08957e+07 1.08999e+07 
1.95298e-03 5.91726e+04  1.10796e+07 1.10832e+07 
1.96936e-03 5.87103e+04  1.12651e+07 1.12682e+07 
1.98575e-03 5.83871e+04  1.14522e+07 1.14550e+07 
2.00214e-03 5.81899e+04  1.16409e+07 1.16435e+07 
2.01852e-03 5.81088e+04  1.18313e+07 1.18338e+07 
2.03491e-03 5.81390e+04  1.20234e+07 1.20259e+07 
2.05129e-03 5.82805e+04  1.22170e+07 1.22197e+07 
2.06768e-03 5.85379e+04  1.24123e+07 1.24153e+07 
2.08406e-03 5.89194e+04  1.26092e+07 1.26126e+07 
2.10045e-03 5.94346e+04  1.28077e+07 1.28116e+07 
2.11683e-03 6.00927e+04  1.30077e+07 1.30123e+07 
2.13322e-03 6.08998e+04  1.32092e+07 1.32147e+07 
2.14960e-03 6.18570e+04  1.34122e+07 1.34187e+07 
2.16598e-03 6.29581e+04  1.36166e+07 1.36242e+07 
2.18237e-03 6.41885e+04  1.38225e+07 1.38314e+07 
2.19875e-03 6.55247e+04  1.40297e+07 1.40400e+07 
2.21513e-03 6.69339e+04  1.42384e+07 1.42502e+07 
2.23151e-03 6.83760e+04  1.44485e+07 1.44618e+07 
