
                             A:A1 PI: FIBERS90  A:A1 PI: HOST-1 N  A:A2 PI: FIBERS90  A:A2 PI: HOST-1 N  ALLAE Whole Model ALLCD Whole Model  ALLDMD Whole Mode  ALLFD Whole Model  ALLIE Whole Model  ALLKE Whole Model ALLPD Whole Model  ALLSE Whole Model  ALLVD Whole Model  ALLWK Whole Model  ETOTAL Whole Mode  LE:LE11 PI: FIBER  LE:LE11 PI: HOST-  LE:LE22 PI: FIBER  LE:LE22 PI: HOST-  RF:RF1 PI: FIBERS  RF:RF1 PI: HOST-1  RF:RF2 PI: FIBERS  RF:RF2 PI: HOST-1  S:S11 PI: FIBERS9  S:S11 PI: HOST-1   S:S22 PI: FIBERS9  S:S22 PI: HOST-1   U:U1 PI: FIBERS90  U:U1 PI: HOST-1 N  U:U2 PI: FIBERS90  U:U2 PI: HOST-1 N
                  X                 N: 1               : 1                N: 1               : 1                 -1                -1                l-1                 -1                 -1                 -1                -1                 -1                 -1                 -1                l-1         S90 E: 1 Centroid   1 E: 1 Centroid   S90 E: 1 Centroid   1 E: 1 Centroid        90 N: 1              N: 1             90 N: 1              N: 1         0 E: 1 Centroid     E: 1 Centroid     0 E: 1 Centroid     E: 1 Centroid           N: 1               : 1                N: 1               : 1       
                5.73034E-03     -132.026             -1.65054E+03        0.                 0.                 1.15168E-03       0.                 0.                 0.                93.9224E+06        63.4814E+03        0.                93.9224E+06        92.8535E+03        94.0231E+06        55.5807E+03        28.2489E-03        -8.48763E-03        0.                28.2489E-03         0.                 0.                 0.                 1.62419E+09        5.65984E+09        3.63918E+06        0.                 5.66196E+09     -674.344E-06         -8.45178E-03        2.28606E-03       28.6517E-03 
                5.8427E-03      -137.241             -1.71948E+03        0.                 0.                -1.15158E-03       0.                 0.                 0.                97.6027E+06        65.8272E+03        0.                97.6027E+06        94.5284E+03        97.7076E+06        55.4607E+03        28.7948E-03        -8.64995E-03        0.                28.795E-03          0.                 0.                 0.                 1.65501E+09        5.76947E+09        4.53531E+06        0.                 5.77209E+09     -687.187E-06         -8.61268E-03        2.33088E-03       29.2135E-03 
                5.95506E-03       12.7419           158.35               0.                 0.               224.58E-09          0.                 0.                 0.               101.352E+06         67.0182E+03        0.               101.352E+06         95.9387E+03       101.46E+06          55.3502E+03        29.3406E-03        -8.83423E-03        0.                29.3406E-03         0.                 0.                 0.                 1.68449E+09        5.87906E+09       -3.22701E+06        0.                 5.8772E+09      -701.762E-06         -8.79528E-03        2.37571E-03       29.7753E-03 
                6.06742E-03      136.702              1.70995E+03        0.                 0.              -172.771E-06         0.                 0.                 0.               105.171E+06         65.6004E+03        0.               105.171E+06         97.3062E+03       105.279E+06         55.4822E+03        29.886E-03         -9.01649E-03        0.                29.886E-03          0.                 0.                 0.                 1.71423E+09        5.98857E+09      -10.209E+06          0.                 5.98274E+09     -716.177E-06         -8.97589E-03        2.42053E-03       30.3371E-03 
                6.17978E-03       98.6378             1.23125E+03        0.                 0.               633.954E-06         0.                 0.                 0.               109.059E+06         63.5595E+03        0.               109.059E+06         98.86E+03         109.166E+06         55.5849E+03        30.4312E-03        -9.17698E-03        0.                30.4312E-03         0.                 0.                 0.                 1.74532E+09        6.09805E+09       -8.69082E+06        0.                 6.09308E+09     -728.865E-06         -9.13491E-03        2.46536E-03       30.8989E-03 
                6.29213E-03      -46.8985          -587.65               0.                 0.               864.934E-06         0.                 0.                 0.               113.016E+06         63.1425E+03        0.               113.016E+06        100.641E+03        113.124E+06         55.5971E+03        30.9759E-03        -9.32175E-03        0.                30.9759E-03         0.                 0.                 0.                 1.77724E+09        6.20745E+09       -1.00733E+06        0.                 6.20689E+09     -740.309E-06         -9.27839E-03        2.51018E-03       31.4607E-03 
                6.40449E-03     -127.579             -1.5989E+03         0.                 0.                -2.30555E-03       0.                 0.                 0.               117.041E+06         64.5948E+03        0.               117.041E+06        102.395E+03        117.153E+06         55.539E+03         31.5204E-03        -9.47404E-03        0.                31.5205E-03         0.                 0.                 0.                 1.80853E+09        6.31685E+09        3.7144E+06         0.                 6.31897E+09     -752.344E-06         -9.42928E-03        2.55501E-03       32.0225E-03 
                6.51685E-03      -56.8475          -708.584              0.                 0.               461.312E-06         0.                 0.                 0.               121.136E+06         66.2699E+03        0.               121.136E+06        103.922E+03        121.25E+06          55.4286E+03        32.0647E-03        -9.64672E-03        0.                32.0647E-03         0.                 0.                 0.                 1.8385E+09         6.42617E+09      340.352E+03          0.                 6.42636E+09     -765.99E-06          -9.60036E-03        2.59983E-03       32.5843E-03 
                6.62921E-03       72.3747           911.914              0.                 0.                41.6767E-09        0.                 0.                 0.               125.299E+06         66.1195E+03        0.               125.299E+06        105.313E+03        125.415E+06         55.4486E+03        32.6085E-03        -9.82849E-03        0.                32.6086E-03         0.                 0.                 0.                 1.86797E+09        6.53542E+09       -6.60957E+06        0.                 6.53166E+09     -780.354E-06         -9.78039E-03        2.64466E-03       33.1461E-03 
                6.74157E-03      110.729              1.388E+03          0.                 0.                57.7798E-06        0.                 0.                 0.               129.531E+06         64.4648E+03        0.               129.531E+06        106.773E+03        129.647E+06         55.5612E+03        33.1522E-03        -9.99873E-03        0.                33.1522E-03         0.                 0.                 0.                 1.89823E+09        6.64467E+09       -9.06413E+06        0.                 6.6395E+09      -793.805E-06         -9.9489E-03         2.68948E-03       33.7079E-03 
                6.85393E-03       21.2603           261.993              0.                 0.               692.453E-06         0.                 0.                 0.               133.831E+06         63.3641E+03        0.               133.831E+06        108.427E+03        133.948E+06         55.601E+03         33.6956E-03       -10.1513E-03         0.                33.6956E-03         0.                 0.                 0.                 1.92953E+09        6.75385E+09       -4.56294E+06        0.                 6.75126E+09     -805.857E-06        -10.0999E-03         2.73431E-03       34.2697E-03 
                6.96629E-03      -83.8509            -1.05518E+03        0.                 0.                -2.30808E-03       0.                 0.                 0.               138.2E+06           63.8817E+03        0.               138.2E+06          110.175E+03        138.319E+06         55.5901E+03        34.2385E-03       -10.3005E-03         0.                34.2386E-03         0.                 0.                 0.                 1.96086E+09        6.86295E+09        1.20448E+06        0.                 6.86364E+09     -817.641E-06        -10.2476E-03         2.77913E-03       34.8315E-03 
                7.07865E-03      -85.0407            -1.06764E+03        0.                 0.               923.775E-06         0.                 0.                 0.               142.638E+06         65.3548E+03        0.               142.638E+06        111.795E+03        142.759E+06         55.5242E+03        34.7813E-03       -10.4632E-03         0.                34.7813E-03         0.                 0.                 0.                 1.99126E+09        6.97205E+09        1.65056E+06        0.                 6.97298E+09     -830.483E-06        -10.4086E-03         2.82396E-03       35.3933E-03 
                7.19101E-03       11.114            142.225              0.                 0.              -288.6E-06           0.                 0.                 0.               147.143E+06         66.0368E+03        0.               147.143E+06        113.247E+03        147.267E+06         55.4697E+03        35.3238E-03       -10.6394E-03         0.                35.3238E-03         0.                 0.                 0.                 2.02082E+09        7.08107E+09       -3.32416E+06        0.                 7.07918E+09     -844.399E-06        -10.5831E-03         2.86878E-03       35.9551E-03 
                7.30337E-03       87.063              1.09656E+03        0.                 0.               230.995E-06         0.                 0.                 0.               151.718E+06         65.1333E+03        0.               151.718E+06        114.675E+03        151.842E+06         55.5442E+03        35.8658E-03       -10.814E-03          0.                35.8659E-03         0.                 0.                 0.                 2.05056E+09        7.19005E+09       -7.60429E+06        0.                 7.18575E+09     -858.175E-06        -10.7558E-03         2.91361E-03       36.5168E-03 
                7.41573E-03       59.5878           748.586              0.                 0.               924.182E-06         0.                 0.                 0.               156.36E+06          63.8618E+03        0.               156.36E+06         116.227E+03        156.484E+06         55.6153E+03        36.4077E-03       -10.9746E-03         0.                36.4077E-03         0.                 0.                 0.                 2.08114E+09        7.29896E+09       -6.45837E+06        0.                 7.2953E+09      -870.851E-06        -10.9146E-03         2.95843E-03       37.0786E-03 
                7.52809E-03      -33.2082          -417.272              0.                 0.              -231.018E-06         0.                 0.                 0.               161.07E+06          63.6418E+03        0.               161.07E+06         117.914E+03        161.196E+06         55.623E+03         36.9493E-03       -11.1257E-03         0.                36.9493E-03         0.                 0.                 0.                 2.11222E+09        7.40788E+09       -1.55546E+06        0.                 7.40697E+09     -882.776E-06        -11.064E-03          3.00326E-03       37.6404E-03 
                7.64045E-03      -80.0362            -1.00762E+03        0.                 0.               231.312E-06         0.                 0.                 0.               165.848E+06         64.6007E+03        0.               165.848E+06        119.578E+03        165.977E+06         55.5843E+03        37.4906E-03       -11.2821E-03         0.                37.4906E-03         0.                 0.                 0.                 2.14284E+09        7.5167E+09         1.21043E+06        0.                 7.51737E+09     -895.119E-06        -11.2186E-03         3.04808E-03       38.2022E-03 
                7.75281E-03      -31.2631          -393.558              0.                 0.                70.1984E-09        0.                 0.                 0.               170.695E+06         65.598E+03         0.               170.695E+06        121.1E+03          170.826E+06         55.5181E+03        38.0315E-03       -11.4514E-03         0.                38.0316E-03         0.                 0.                 0.                 2.17262E+09        7.62546E+09       -1.13878E+06        0.                 7.62483E+09     -908.473E-06        -11.386E-03          3.09291E-03       38.764E-03  
                7.86517E-03       50.2929           627.027              0.                 0.               231.311E-06         0.                 0.                 0.               175.609E+06         65.4268E+03        0.               175.609E+06        122.538E+03        175.741E+06         55.5351E+03        38.5723E-03       -11.6257E-03         0.                38.5723E-03         0.                 0.                 0.                 2.20212E+09        7.73424E+09       -5.52093E+06        0.                 7.7311E+09      -922.222E-06        -11.5584E-03         3.13773E-03       39.3258E-03 
                7.97753E-03       68.3086           857.606              0.                 0.                -1.3874E-03        0.                 0.                 0.               180.591E+06         64.38E+03          0.               180.591E+06        124.028E+03        180.723E+06         55.6118E+03        39.1127E-03       -11.7921E-03         0.                39.1127E-03         0.                 0.                 0.                 2.23214E+09        7.84291E+09       -6.75258E+06        0.                 7.8391E+09      -935.336E-06        -11.7228E-03         3.18256E-03       39.8876E-03 
                8.08989E-03        8.13692          108.238              0.                 0.               347.045E-06         0.                 0.                 0.               185.64E+06          63.7349E+03        0.               185.64E+06         125.642E+03        185.774E+06         55.6462E+03        39.6527E-03       -11.9474E-03         0.                39.6527E-03         0.                 0.                 0.                 2.26277E+09        7.95153E+09       -3.7239E+06         0.                 7.94943E+09     -947.587E-06        -11.8764E-03         3.22738E-03       40.4494E-03 
                8.20225E-03      -56.279           -699.709              0.                 0.                 7.27596E-12       0.                 0.                 0.               190.757E+06         64.1346E+03        0.               190.757E+06        127.302E+03        190.893E+06         55.6297E+03        40.1926E-03       -12.1015E-03         0.                40.1926E-03         0.                 0.                 0.                 2.29337E+09        8.06011E+09     -182.016E+03          0.                 8.06002E+09     -959.736E-06        -12.0287E-03         3.27221E-03       41.0112E-03 
                8.31461E-03      -50.4817          -632.898              0.                 0.              -346.803E-06         0.                 0.                 0.               195.942E+06         65.0608E+03        0.               195.942E+06        128.876E+03        196.08E+06          55.5696E+03        40.7321E-03       -12.2647E-03         0.                40.7321E-03         0.                 0.                 0.                 2.32335E+09        8.16867E+09     -234.496E+03          0.                 8.16855E+09     -972.595E-06        -12.1897E-03         3.31703E-03       41.573E-03  
                8.42697E-03       13.9195           170.054              0.                 0.               463.217E-06         0.                 0.                 0.               201.194E+06         65.3897E+03        0.               201.194E+06        130.348E+03        201.335E+06         55.5568E+03        41.2713E-03       -12.4359E-03         0.                41.2713E-03         0.                 0.                 0.                 2.3528E+09         8.27715E+09       -3.56445E+06        0.                 8.27516E+09     -986.091E-06        -12.3588E-03         3.36186E-03       42.1348E-03 
                8.53933E-03       56.9363           709.441              0.                 0.              -462.989E-06         0.                 0.                 0.               206.514E+06         64.7573E+03        0.               206.514E+06        131.813E+03        206.655E+06         55.6033E+03        41.8102E-03       -12.6049E-03         0.                41.8102E-03         0.                 0.                 0.                 2.38243E+09        8.38563E+09       -6.0096E+06         0.                 8.38223E+09     -999.412E-06        -12.5257E-03         3.40668E-03       42.6966E-03 
                8.65168E-03       33.0054           411.138              0.                 0.                -1.27337E-03       0.                 0.                 0.               211.901E+06         63.9857E+03        0.               211.901E+06        133.363E+03        212.043E+06         55.6603E+03        42.3489E-03       -12.7649E-03         0.                42.3489E-03         0.                 0.                 0.                 2.41259E+09        8.494E+09         -4.93952E+06        0.                 8.49125E+09       -1.01201E-03      -12.6837E-03         3.4515E-03        43.2584E-03 
                8.76405E-03      -26.6851          -335.162              0.                 0.                 0.                0.                 0.                 0.               217.355E+06         63.9341E+03        0.               217.355E+06        134.991E+03        217.498E+06         55.638E+03         42.8873E-03       -12.9196E-03         0.                42.8873E-03         0.                 0.                 0.                 2.44299E+09        8.60237E+09       -1.78019E+06        0.                 8.60137E+09       -1.0242E-03       -12.8365E-03         3.49633E-03       43.8202E-03 
                8.8764E-03       -49.9745          -622.278              0.                 0.               579.239E-06         0.                 0.                 0.               222.876E+06         64.5888E+03        0.               222.876E+06        136.591E+03        223.022E+06         55.6361E+03        43.4253E-03       -13.0786E-03         0.                43.4253E-03         0.                 0.                 0.                 2.47303E+09        8.71064E+09     -373.248E+03          0.                 8.71046E+09       -1.03672E-03      -12.9935E-03         3.54115E-03       44.382E-03  
                8.98876E-03      -13.4856          -166.198              0.                 0.               463.486E-06         0.                 0.                 0.               228.465E+06         65.1491E+03        0.               228.465E+06        138.101E+03        228.613E+06         55.592E+03         43.9631E-03       -13.2457E-03         0.                43.9631E-03         0.                 0.                 0.                 2.50254E+09        8.81895E+09       -2.15987E+06        0.                 8.81772E+09       -1.04987E-03      -13.1583E-03         3.58598E-03       44.9438E-03 
                9.10112E-03       36.2465           453.514              0.                 0.                 2.78179E-03       0.                 0.                 0.               234.12E+06          64.9468E+03        0.               234.12E+06         139.565E+03        234.269E+06         55.6086E+03        44.5006E-03       -13.4149E-03         0.                44.5006E-03         0.                 0.                 0.                 2.53193E+09        8.92715E+09       -4.84019E+06        0.                 8.92443E+09       -1.0632E-03       -13.3253E-03         3.6308E-03        45.5056E-03 
                9.21348E-03       41.5901           519.612              0.                 0.                 0.                0.                 0.                 0.               239.843E+06         64.2697E+03        0.               239.843E+06        141.072E+03        239.992E+06         55.6572E+03        45.0378E-03       -13.5783E-03         0.                45.0378E-03         0.                 0.                 0.                 2.56166E+09        9.03528E+09       -5.29414E+06        0.                 9.03232E+09       -1.07606E-03      -13.4865E-03         3.67563E-03       46.0674E-03 
                9.32584E-03       -1.45073          -20.257              0.                 0.               289.81E-06          0.                 0.                 0.               245.632E+06         63.9302E+03        0.               245.632E+06        142.656E+03        245.783E+06         55.6753E+03        45.5747E-03       -13.7351E-03         0.                45.5747E-03         0.                 0.                 0.                 2.59176E+09        9.1434E+09        -3.09632E+06        0.                 9.14168E+09       -1.0884E-03       -13.6412E-03         3.72045E-03       46.6292E-03 
                9.4382E-03       -38.1035          -478.554              0.                 0.                58.011E-06         0.                 0.                 0.               251.488E+06         64.2644E+03        0.               251.488E+06        144.257E+03        251.641E+06         55.6629E+03        46.1114E-03       -13.8921E-03         0.                46.1114E-03         0.                 0.                 0.                 2.62175E+09        9.25149E+09       -1.05974E+06        0.                 9.25089E+09       -1.10076E-03      -13.7961E-03         3.76528E-03       47.191E-03  
                9.55056E-03      -27.0758          -338.218              0.                 0.              -173.944E-06         0.                 0.                 0.               257.41E+06          64.829E+03         0.               257.41E+06         145.797E+03        257.565E+06         55.6344E+03        46.6476E-03       -14.0553E-03         0.                46.6477E-03         0.                 0.                 0.                 2.6513E+09         9.3595E+09        -1.49645E+06        0.                 9.35866E+09       -1.1136E-03       -13.9571E-03         3.8101E-03        47.7528E-03 
                9.66292E-03       15.3251           192.325              0.                 0.               116.03E-06          0.                 0.                 0.               263.4E+06           64.9319E+03        0.               263.4E+06          147.276E+03        263.556E+06         55.6196E+03        47.1837E-03       -14.2229E-03         0.                47.1837E-03         0.                 0.                 0.                 2.68057E+09        9.46748E+09       -3.70867E+06        0.                 9.46541E+09       -1.12678E-03      -14.1223E-03         3.85493E-03       48.3146E-03 
                9.77528E-03       36.2491           459.718              0.                 0.                 1.2185E-03        0.                 0.                 0.               269.456E+06         64.479E+03         0.               269.456E+06        148.762E+03        269.613E+06         55.6451E+03        47.7195E-03       -14.3881E-03         0.                47.7195E-03         0.                 0.                 0.                 2.71E+09           9.5754E+09        -4.93882E+06        0.                 9.57267E+09       -1.13977E-03      -14.2851E-03         3.89975E-03       48.8764E-03 
                9.88764E-03       14.9705           188.265              0.                 0.                -1.50855E-03       0.                 0.                 0.               275.578E+06         64.0411E+03        0.               275.578E+06        150.306E+03        275.736E+06         55.6876E+03        48.255E-03        -14.5474E-03         0.                48.2549E-03         0.                 0.                 0.                 2.73975E+09        9.68329E+09       -3.91715E+06        0.                 9.68111E+09       -1.1523E-03       -14.4421E-03         3.94458E-03       49.4382E-03 
               10.E-03           -21.2086          -266.453              0.                 0.               116.17E-06          0.                 0.                 0.               281.766E+06         64.095E+03         0.               281.766E+06        151.888E+03        281.927E+06         55.7005E+03        48.7901E-03       -14.7043E-03         0.                48.7901E-03         0.                 0.                 0.                 2.76957E+09        9.79111E+09       -1.98349E+06        0.                 9.79001E+09       -1.16465E-03      -14.5967E-03         3.9894E-03        50.E-03     




